gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
THSD7A	yes	no	no	457419	0.9904425	501833	1	chr7	11370365	11832198	11350365	11852198	10524	0.990307707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2755	0.00596536	10166	0.022012286	0	0	0	867	5	0	0	0	0	0	0	0	0	0	0	0	72997	0.1580593	0
ETV1	no	yes	no	98808	0.9861472	140196	1	chr7	13891229	13991425	13871229	14011425	7497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0.006846581	0	0	0	180	8	0	0	0	0	0	0	0	0	0	0	0	13575	0.1354845	0
AGMO	yes	no	no	350126	0.9680064	401698	1	chr7	15200317	15562015	15180317	15582015	2463	1	0	0	0	0	0	0	0	0	6847	0.018930157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9717	0.026864954	0	0	0	505	0	0	0	0	0	0	0	0	0	0	6847	0.018930157	68990	0.1907392	0
AHR	yes	no	no	422797	0.9837224	469793	1	chr7	16916359	17346152	16896359	17366152	6032	0.967131634	0	0	0	0	0	0	0	0	2011	0.004678997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13863	0.032255062	0	0	0	523	3	0	0	0	0	0	0	0	0	0	2011	0.004678997	63088	0.1467869	0
HDAC9	yes	no	no	900234	0.9833604	955467	1	chr7	18086949	19002416	18066949	19022416	12926	1	0	0	0	0	0	0	0	0	3371	0.003682274	0	0	1000	0.001092339	0	0	0	0	0	0	0	0	0	0	15076	0.016468098	0	0	0	1054	12	0	0	0	0	0	0	0	0	0	4371	0.004774612	130140	0.142157	0
TWIST1	yes	no	no	95177	0.9848104	136645	1	chr7	19020991	19117636	19000991	19137636	1520	0.933660934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3853	0.039867557	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	16161	0.1672202	0
MACC1	no	yes	no	82058	0.9916494	122749	1	chr7	20134655	20217404	20114655	20237404	9215	0.995678012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0.007746317	0	0	0	126	7	0	0	0	0	0	0	0	0	0	0	0	14180	0.1713616	0
SP8	yes	no	no	4577	0.9943515	44603	1	chr7	20782283	20786886	20762283	20806886	1711	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	2039	0.442972	0
DNAH11	yes	no	no	349192	0.9732218	398800	1	chr7	21543039	21901839	21523039	21921839	14154	0.99249702	0	0	0	0	0	0	0	0	1466	0.004085842	0	0	2000	0.005574136	0	0	0	0	0	0	0	0	1988	0.005540691	7341	0.020459866	0	0	0	711	20	0	0	0	0	0	0	0	0	0	3466	0.009659978	39973	0.1114075	0
IL6	yes	no	no	6001	0.9808761	46118	1	chr7	22725884	22732002	22705884	22752002	1404	0.923076923	0	0	0	0	0	0	0	0	117	0.019123897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	117	0.019123897	875	0.1430206	0
FAM126A	yes	no	no	122276	0.9800977	164759	1	chr7	22889371	23014130	22869371	23034130	13285	0.986851879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5195	0.041640282	0	0	0	235	27	0	0	0	0	0	0	0	0	0	0	0	22434	0.1798187	0
KLHL7	yes	no	no	70398	0.9756361	112156	1	chr7	23105758	23177914	23085758	23197914	6289	0.984040056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0.004947614	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	6749	0.0935335	0
GPNMB	yes	no	no	38898	0.9937917	79141	1	chr7	23235967	23275108	23215967	23295108	2753	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0.005263023	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4248	0.1085307	0
NPY	yes	no	no	7447	0.9704196	47674	1	chr7	24284188	24291862	24264188	24311862	888	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	1746	0.2275215	0
MPP6	yes	no	no	117553	0.9721149	160925	1	chr7	24573268	24694193	24553268	24714193	8358	0.970957249	0	0	0	0	0	0	0	0	807	0.006673558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4994	0.041298325	0	0	0	92	4	0	0	0	0	0	0	0	0	0	807	0.006673558	21006	0.173711	0
GSDME	no	no	yes	59063	0.9912394	99585	1	chr7	24698355	24757940	24678355	24777940	2484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0.002248888	0	0	0	62	3	0	0	0	0	0	0	0	0	0	0	0	4411	0.0740287	0
CYCS	yes	no	no	6502	0.9845548	46604	1	chr7	25118656	25125260	25098656	25145260	5685	0.982374287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1304	0.197456087	1304	0.197456087	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	2116	0.3204119	0
HNRNPA2B1	no	yes	no	26808	0.9415566	68472	1	chr7	26173057	26201529	26153057	26221529	5932	1	0	0	0	0	0	0	0	0	1389	0.048784771	0	0	0	0	0	0	0	0	0	0	0	0	2581	0.090650464	3846	0.135080079	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1389	0.048784771	5839	0.2050787	0
SNX10	yes	no	no	80972	0.981229	122521	1	chr7	26291862	26374383	26271862	26394383	2986	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0.005283504	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	8704	0.1054762	0
HOXA1	yes	no	yes	2977	0.9900233	43007	1	chr7	27092993	27096000	27072993	27116000	2511	0.988193625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	277	0.0921184	0
HOXA2	yes	no	no	2332	1	42332	1	chr7	27100354	27102686	27080354	27122686	1684	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	541	0.2319897	0
HOXA3	yes	no	no	45213	0.9744811	86397	1	chr7	27106184	27152581	27086184	27172581	3522	0.961506962	0	0	0	0	0	0	0	0	451	0.009720456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	4	0	0	0	0	0	0	0	0	0	451	0.009720456	11585	0.2496929	0
HOXA4	yes	no	no	2273	1	42273	1	chr7	27128507	27130780	27108507	27150780	1726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	1039	0.4571052	0
HOXA9	no	yes	no	12274	0.9632711	52742	1	chr7	27162438	27175180	27142438	27195180	2062	1	0	0	0	0	0	0	0	0	362	0.028409983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0.012399937	0	0	0	12	2	0	0	0	0	0	0	0	0	0	362	0.028409983	5127	0.4023701	0
HOXA10	yes	no	no	9565	0.989244	49669	1	chr7	27170592	27180261	27150592	27200261	2539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0.016340883	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2842	0.293929	0
HOXA11	yes	yes	no	3927	0.963681	44075	1	chr7	27181157	27185232	27161157	27205232	2621	0.982752156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1264	0.3101841	0
HOXA13	yes	yes	no	6485	0.9843655	46588	1	chr7	27193503	27200091	27173503	27220091	4910	0.979453421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1571	0.2384639	0
JAZF1	no	yes	no	344759	0.9844013	390222	1	chr7	27830573	28180795	27810573	28200795	2989	0.943497475	0	0	0	0	0	0	0	0	1470	0.004197338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6488	0.018525392	0	0	0	408	0	0	0	0	0	0	0	0	0	0	1470	0.004197338	32495	0.092784	0
FKBP14	yes	no	no	16013	0.9936705	56115	1	chr7	30010587	30026702	29990587	30046702	4974	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0.013465715	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	0	2556	0.15861	0
NOD1	yes	no	no	47942	0.8836095	94257	1	chr7	30424527	30478784	30404527	30498784	4489	1	54070	0.99655344	4489	1	0	0	0	0	0	0	0	0	6000	0.110584809	0	0	0	0	0	0	0	0	0	0	6115	0.112704352	0	0	20	17	3	3	54070	0.99655344	20	0	4489	1	3	0	6000	0.110584809	9750	0.1797003	0
CRHR2	no	no	yes	47350	0.9826302	88187	1	chr7	30651942	30700129	30631942	30720129	3459	0.967552448	0	0	0	0	0	0	0	0	548	0.011372362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4.57E-04	0	0	0	56	1	0	0	0	0	0	0	0	0	0	548	0.011372362	6269	0.1300973	0
AQP1	yes	no	no	13795	0.9979744	53823	1	chr7	30911694	30925517	30891694	30945517	2910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1328	0.0960718	0
GHRHR	yes	no	no	53532	0.980709	94585	1	chr7	30938669	30993254	30918669	31013254	1659	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0.001392324	0	0	0	48	3	0	0	0	0	0	0	0	0	0	0	0	6884	0.1261152	0
PPP1R17	yes	no	no	19138	0.9010358	61240	1	chr7	31687215	31708455	31667215	31728455	1763	1	0	0	0	0	0	0	0	0	0	0	0	0	2000	0.094161959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2000	0.094161959	2527	0.1189736	0
FKBP9	no	yes	no	46072	0.9302589	89526	1	chr7	32957404	33006930	32937404	33026930	3688	0.991664426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46818	0.945321649	46903	0.947037919	0	0	0	55	5	0	0	0	0	0	0	0	0	0	0	0	47690	0.9629285	0
NT5C3A	yes	no	no	45984	0.9445597	122685	1	chr7	33014114	33062797	32960112	33082797	2127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0.013844669	0	0	0	109	3	0	0	0	0	0	0	0	0	0	0	0	8386	0.1722573	0
RP9	yes	no	no	14607	1	54607	1	chr7	33094797	33109404	33074797	33129404	1129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0.04401999	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1809	0.1238447	0
BBS9	yes	no	no	748174	0.9746633	807623	1	chr7	33109557	33877180	33089557	33897180	4097	0.984619082	0	0	0	0	0	0	0	0	3268	0.004257298	0	0	6000	0.007816337	0	0	0	0	0	0	0	0	0	0	21547	0.028069769	0	0	0	977	4	0	0	0	0	0	0	0	0	0	9268	0.012073635	96813	0.1261205	0
BMPER	yes	no	no	248928	0.9873433	275278	0.9423488	chr7	33904308	34156427	33884308	34176427	5540	0.994614004	0	0	0	0	0	0	0	0	1066	0.004228162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	0.023798286	0	0	0	242	3	0	0	0	0	0	0	0	0	0	1066	0.004228162	25686	0.1018805	1
NPSR1	yes	no	no	216104	0.9817821	260114	1	chr7	34658218	34878332	34638218	34898332	1938	0.978787879	0	0	0	0	0	0	0	0	895	0.004066075	0	0	0	0	0	0	0	0	0	0	0	0	25134	0.114186285	33921	0.154106508	0	0	0	270	4	0	0	0	0	0	0	0	0	0	895	0.004066075	50566	0.2297264	0
TBX20	yes	no	no	49979	0.9672731	174571	1	chr7	35202430	35254100	35099529	35274100	1816	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39141	0.75751887	39141	0.75751887	0	0	0	113	2	0	0	0	0	0	0	0	0	0	0	0	41548	0.804103	0
NME8	yes	no	no	50846	0.981583	91800	1	chr7	37848597	37900397	37828597	37920397	2050	0.869749682	0	0	0	0	0	0	0	0	174	0.003359073	0	0	403	0.007779923	0	0	0	0	0	0	0	0	0	0	21	4.05E-04	0	0	0	118	3	0	0	0	0	0	0	0	0	0	403	0.007779923	7658	0.1478378	0
SFRP4	no	yes	no	117161	0.9782737	159763	1	chr7	37905932	38025695	37885932	38045695	2862	1	0	0	0	0	0	0	0	0	1305	0.010896521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0.010186786	0	0	0	336	9	0	0	0	0	0	0	0	0	0	1305	0.010896521	17529	0.1463641	0
POU6F2	yes	no	no	488563	0.9483235	555186	1	chr7	38977909	39493095	38957909	39513095	2305	1	0	0	0	0	0	0	0	0	2887	0.005603801	0	0	18000	0.034938838	0	0	0	0	0	0	0	0	0	0	13077	0.025383066	0	0	0	820	0	0	0	0	0	0	0	0	0	0	20887	0.040542639	77486	0.1504039	0
MPLKIP	yes	no	no	8384	0.9754508	48595	1	chr7	40126027	40134622	40106027	40154622	7522	0.986491803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0.008958697	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	1202	0.1398488	0
SUGCT	yes	no	no	708927	0.9767714	765786	1	chr7	40134977	40860763	40114977	40880763	1696	0.992974239	0	0	0	0	0	0	0	0	3718	0.005122722	0	0	0	0	0	0	0	0	0	0	0	0	5613	0.007733685	23970	0.033026264	0	0	0	885	4	0	0	0	0	0	0	0	0	0	3718	0.005122722	102228	0.1408514	0
GLI3	yes	no	no	273455	0.9874838	316921	1	chr7	41960949	42237870	41940949	42257870	8363	0.996781883	0	0	0	0	0	0	0	0	439	0.00158529	0	0	0	0	0	0	0	0	0	0	0	0	1554	0.005611709	2637	0.009522571	0	0	0	362	5	0	0	0	0	0	0	0	0	0	439	0.00158529	24418	0.0881768	0
BLVRA	yes	no	no	48002	0.9864371	88662	1	chr7	43758680	43807342	43738680	43827342	1137	0.981018119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5368	0.110311948	0	0	0	59	4	0	0	0	0	0	0	0	0	0	0	0	10012	0.2057458	0
PGAM2	yes	no	no	2840	1	42840	1	chr7	44062727	44065567	44042727	44085567	834	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	922	0.3246479	0
GCK	yes	no	yes	54188	0.9860072	94957	1	chr7	44143213	44198170	44123213	44218170	3071	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0.002383682	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7114	0.1294467	0
NPC1L1	yes	no	no	28502	0.9903405	68780	1	chr7	44512535	44541315	44492535	44561315	5232	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0.006219597	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2615	0.0908617	0
PPIA	yes	no	no	24222	0.8686702	67884	1	chr7	44796680	44824564	44776680	44844564	2270	0.949393559	26567	0.952768613	2391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0.03536078	0	0	68	53	7	9	26567	0.952768613	68	0	2391	1	9	0	0	0	7175	0.257316	0
CCM2	yes	no	no	74675	0.9698808	116994	1	chr7	44999475	45076469	44979475	45096469	2046	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570	0.020391199	2349	0.030508871	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	10813	0.1404395	0
TNS3	yes	no	no	298448	0.9708657	347404	1	chr7	47275154	47582558	47255154	47602558	7517	0.995101933	0	0	0	0	0	0	0	0	2419	0.007869123	0	0	1000	0.003253048	0	0	0	0	0	0	0	0	0	0	1677	0.005455362	0	0	0	534	9	0	0	0	0	0	0	0	0	0	3419	0.011122171	32743	0.1065146	0
ZPBP	yes	no	no	265825	0.9812372	310908	1	chr7	49850421	50121329	49830421	50141329	1187	1	0	0	0	0	0	0	0	0	1026	0.003787264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4466	0.016485301	0	0	0	523	1	0	0	0	0	0	0	0	0	0	1026	0.003787264	47396	0.1749524	0
IKZF1	yes	yes	no	99060	0.9804717	141033	1	chr7	50304068	50405101	50284068	50425101	8126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0.001355993	0	0	0	59	5	0	0	0	0	0	0	0	0	0	0	0	9733	0.0963349	0
DDC	yes	no	no	104258	0.9746562	146969	1	chr7	50458436	50565405	50438436	50585405	2324	0.958745875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814	0.016958184	0	0	0	208	1	0	0	0	0	0	0	0	0	0	0	0	11520	0.1076948	0
GRB10	yes	no	no	201753	0.9919075	243399	1	chr7	50590063	50793462	50570063	50813462	6468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0.001061952	0	0	0	366	4	0	0	0	0	0	0	0	0	0	0	0	15971	0.0785205	0
EGFR	yes	yes	yes	189438	0.9835264	232611	1	chr7	55019017	55211628	54999017	55231628	11297	1	0	0	0	0	0	0	0	0	1962	0.010186334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0.003712145	0	0	0	185	17	0	0	0	0	0	0	0	0	0	1962	0.010186334	21360	0.1108971	0
PSPH	yes	no	yes	35578	0.8773211	80553	1	chr7	56011051	56051604	55991051	56071604	2024	0.925468679	39772	0.980741252	2187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20734	0.511281533	21282	0.524794713	0	0	63	47	1	2	39746	0.980100116	62	0	2187	1	2	0	0	0	23676	0.5838286	0
ZNF479	no	yes	no	18005	0.8891358	441969	0.9999955	chr7	57119614	57139864	56724727	57166698	965	0.466183575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17941	0.885975309	17982	0.888	0	0	0	47	3	0	0	0	0	0	0	0	0	0	0	0	17999	0.8888395	1
GUSB	yes	no	no	19167	0.8902048	63978	1	chr7	65960684	65982215	65940684	66004662	2128	0.973022405	21398	0.99382286	2187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2945	0.136779527	2955	0.137243974	0	0	30	25	1	1	21398	0.99382286	30	0	2187	1	1	0	0	0	5521	0.256421	0
ASL	yes	no	yes	18557	0.9820077	57283	0.9725962	chr7	66075800	66094697	66055800	66114697	2306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0.011430386	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	3571	0.1889718	1
KCTD7	yes	no	yes	19655	0.9682266	78329	1	chr7	66628767	66649067	66608767	66687096	5907	0.99327392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4645	0.228817734	4763	0.234630542	0	0	0	31	7	0	0	0	0	0	0	0	0	0	0	0	6328	0.3117241	0
SBDS	yes	yes	yes	7346	0.9290502	51291	1	chr7	66987680	66995587	66967680	67018971	1551	0.964552239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7907	1	7907	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7907	1	0
AUTS2	yes	no	yes	1172798	0.9812485	1235210	1	chr7	69598296	70793506	69578296	70813506	11087	0.979330448	0	0	0	0	0	0	0	0	3719	0.003111587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12773	0.010686825	0	0	0	747	5	0	0	0	0	0	0	0	0	0	3719	0.003111587	102449	0.0857163	0
FZD9	yes	no	no	2342	1	57370	1	chr7	73433778	73436120	73398750	73456120	2342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	0.5798463	0
BAZ1B	yes	no	no	79753	0.9739397	121887	1	chr7	73440406	73522293	73420406	73542293	6383	0.969618715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1631	0.019917691	2380	0.029064442	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	10163	0.1241101	0
MLXIPL	yes	no	no	29234	0.9325337	71349	1	chr7	73593194	73624543	73573194	73644543	3240	0.993560258	0	0	0	0	0	0	0	0	396	0.012631982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0.008357523	0	0	0	4	1	0	0	0	0	0	0	0	0	0	396	0.012631982	10602	0.3381926	0
DNAJC30	yes	no	no	2535	1	42535	1	chr7	73680918	73683453	73660918	73703453	2535	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	389	0.1534517	0
ELN	yes	yes	no	41814	0.9927822	82118	1	chr7	74027789	74069907	74007789	74089907	3966	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0.014032005	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	12002	0.2849613	0
LIMK1	yes	no	no	38769	0.979213	79592	1	chr7	74082933	74122525	74062933	74142525	3559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0.011315417	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	7370	0.1861487	0
EIF4H	yes	no	no	22402	0.9801365	62856	1	chr7	74174245	74197101	74154245	74217101	2672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2363	0.103386419	2652	0.116030802	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	4538	0.1985474	0
RFC2	yes	no	no	20926	0.9114509	62959	1	chr7	74231499	74254458	74211499	74274458	1720	0.99078341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0.016507688	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	4150	0.180757	0
CLIP2	yes	no	no	91305	0.7835456	156528	1	chr7	74289407	74405935	74269407	74425935	5142	0.917231538	111116	0.953556227	5601	0.999108098	0	0	0	0	16455	0.141210696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1924	0.016511053	0	0	248	192	6	6	110676	0.94978031	237	0	5601	0.999108098	6	0	16455	0.141210696	36851	0.3162416	0
GTF2IRD1	yes	no	no	136832	0.9194834	188814	1	chr7	74453790	74602604	74433790	74622604	3513	1	0	0	0	0	0	0	0	0	301	0.002022659	0	0	0	0	0	0	0	0	0	0	0	0	55998	0.376295241	56806	0.381724838	0	0	0	161	4	0	0	0	0	0	0	0	0	0	301	0.002022659	71616	0.481245	0
GTF2I	yes	no	no	86799	0.7857887	293397	1	chr7	74650231	74760692	74630231	74923628	2714	0.586303737	108644	0.983550755	4582	0.989846619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32519	0.294393496	33153	0.300133079	0	0	107	68	1	2	108616	0.983297272	106	0	4582	0.989846619	2	0	0	0	44419	0.4021238	0
NCF1	yes	no	yes	10430	0.6766576	195455	1	chr7	74773962	74789376	74728173	74923628	1227	0.847375691	15285	0.991630985	1448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15414	1	15414	1	0	0	30	15	1	1	15285	0.991630985	30	0	1448	1	1	0	0	0	15414	1	0
GTF2IRD2	yes	no	no	4119	0.0743408	195455	1	chr7	74796144	74851551	74728173	74923628	1787	0.481152396	54330	0.980562023	3706	0.997845988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55407	1	55407	1	2	0	120	5	2	8	53505	0.965672207	112	2	3706	0.997845988	8	0	0	0	55407	1	0
NCF1C	yes	no	no	0	0	324791	0.7145063	chr7	75156639	75172044	75074150	75528717	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	15405	1	0	0	0	0	0	0	15405	1	15405	1	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	NA	NA	15405	1	15405	1	1
