Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000250999	179084763	179091433	5	RP11-1379J22.5
ENSG00000225051	179106033	179121782	5	HMGB3P22
ENSG00000174132	99871009	99922445	5	FAM174A
ENSG00000221394	179225278	179225346	5	MIR1229
ENSG00000222448	179272832	179273152	5	RN7SKP150
ENSG00000252202	179274035	179274130	5	Y_RNA
ENSG00000242979	179360805	179361196	5	RPS15AP18
ENSG00000249876	179366457	179367132	5	CTC-563A5.4
ENSG00000249412	179390615	179391419	5	CTC-563A5.2
ENSG00000198995	179442303	179442397	5	MIR340
ENSG00000253480	179512717	179514038	5	RP11-39H3.1
ENSG00000229721	179653378	179654000	5	RP11-252I14.1
ENSG00000113100	26880709	27121257	5	CDH9
ENSG00000253908	179684680	179685366	5	RP11-252I14.2
ENSG00000248367	179720245	179722253	5	CTB-129O4.1
ENSG00000250509	179868559	179870238	5	CTC-573N18.1
ENSG00000200555	179871509	179871612	5	RNU6-525P
ENSG00000250749	179961184	179961642	5	RP11-451H23.1
ENSG00000120318	141032968	141061788	5	ARAP3
ENSG00000263759	180009445	180009530	5	AC122714.1
ENSG00000251352	180098892	180099598	5	RP11-451H23.2
ENSG00000248717	180111766	180113546	5	RP11-451H23.3
ENSG00000236791	180119832	180120763	5	OR2AI1P
ENSG00000199892	180156586	180156737	5	RNU1-17P
ENSG00000260841	180211782	180214869	5	CTC-205M6.5
ENSG00000245060	180257957	180262726	5	LINC00847
ENSG00000222852	180336838	180336927	5	Y_RNA
ENSG00000243664	180372756	180372907	5	RPS29P12
ENSG00000249287	180394189	180397762	5	CTD-2593A12.3
ENSG00000248761	180394848	180395567	5	CTD-2593A12.2
ENSG00000231228	180409243	180409611	5	CTD-2593A12.4
ENSG00000129595	111478138	111755013	5	EPB41L4A
ENSG00000242976	153134942	153135238	5	RN7SL177P
ENSG00000206686	180434281	180434384	5	RNU6-1036P
ENSG00000241870	180492086	180492677	5	CTB-14A14.1
ENSG00000251183	153266988	153278547	5	AC091962.3
ENSG00000261382	153281019	153282783	5	RP11-461L18.1
ENSG00000214295	180526140	180527666	5	FOXO1B
ENSG00000251710	153472864	153472939	5	AC010295.1
ENSG00000245275	153708997	153825410	5	SAP30L-AS1
ENSG00000248560	180541106	180542674	5	CTB-14A14.2
ENSG00000248473	180618046	180618852	5	CTC-338M12.2
ENSG00000253119	153717031	153718012	5	HNRNPA3P7
ENSG00000221070	153719592	153719686	5	AC008625.1
ENSG00000221430	153726666	153726807	5	MIR1294
ENSG00000241963	153728988	153729283	5	RN7SL655P
ENSG00000254293	153863477	153865710	5	CTB-158E9.1
ENSG00000253886	153873136	153874303	5	CTB-158E9.2
ENSG00000250222	180618924	180621429	5	CTC-338M12.5
ENSG00000253146	153938868	153940000	5	CIR1P1
ENSG00000264760	153975572	153975632	5	MIR3141
ENSG00000221552	154065336	154065421	5	MIR1303
ENSG00000250900	180622496	180630103	5	CTC-338M12.6
ENSG00000263478	154083077	154083344	5	RN7SL439P
ENSG00000272197	154097945	154098249	5	Metazoa_SRP
ENSG00000241187	154108791	154109254	5	CTC-209L16.1
ENSG00000263361	154209018	154209100	5	MIR378H
ENSG00000253261	154373158	154374005	5	CTC-280C13.1
ENSG00000221131	154404274	154404360	5	AC008410.1
ENSG00000253646	154490744	154491884	5	CTD-2311A18.1
ENSG00000113361	31193857	31329253	5	CDH6
ENSG00000271477	154776851	154777913	5	CTC-447K7.1
ENSG00000270442	154870896	154873158	5	CTB-95D12.1
ENSG00000200275	155272447	155272538	5	RNA5SP199
ENSG00000253370	155885408	155885517	5	CTB-56J15.1
ENSG00000248514	180632361	180633120	5	CTC-338M12.1
ENSG00000254163	156131069	156166823	5	CTC-340I23.2
ENSG00000199468	156241141	156241245	5	RNU6-556P
ENSG00000264732	180649566	180649633	5	MIR4638
ENSG00000231989	156277549	156279539	5	PPP1R2P3
ENSG00000247049	180651646	180657685	5	CTC-338M12.7
ENSG00000272296	180668814	180668892	5	SNORD96A
ENSG00000264839	99386069	99386142	5	AC113407.1
ENSG00000271480	99386423	99386767	5	RP11-475J5.10
ENSG00000270388	99386837	99387620	5	RP11-475J5.8
ENSG00000270307	99387624	99388301	5	MTATP6P2
ENSG00000264549	180670312	180670379	5	SNORD95
ENSG00000233937	180673523	180699168	5	CTC-338M12.4
ENSG00000270225	99388563	99389243	5	RP11-475J5.4
ENSG00000271207	99389390	99390749	5	RP11-475J5.5
ENSG00000270560	156351130	156351721	5	APOOP1
ENSG00000207077	99489376	99489483	5	RNU6-1119P
ENSG00000254246	156531799	156541911	5	CTB-120L21.1
ENSG00000249787	99737145	99744603	5	RP11-346J10.1
ENSG00000247877	99785458	99870966	5	CTD-2001C12.1
ENSG00000248275	180688213	180699308	5	TRIM52-AS1
ENSG00000250806	99989816	99993674	5	CTC-293G12.1
ENSG00000248105	82120703	82121003	5	CTD-2218K11.3
ENSG00000248112	82215195	82216938	5	RP11-78C3.1
ENSG00000113532	100142639	100238970	5	ST8SIA4
ENSG00000249857	82236277	82236802	5	CTD-2227C6.3
ENSG00000207269	100068762	100069090	5	RN7SKP62
ENSG00000221263	100152186	100152269	5	MIR548P
ENSG00000264318	100917534	100917830	5	RN7SL802P
ENSG00000251261	101152179	101152484	5	OR7H2P
ENSG00000248400	82264707	82272972	5	ST13P12
ENSG00000249495	101312000	101312502	5	RP11-1152B5.1
ENSG00000249664	82308104	82308928	5	CTD-2227C6.2
ENSG00000271862	82345195	82346783	5	RP11-343L5.2
ENSG00000199786	101466711	101466839	5	RNA5SP188
ENSG00000248261	101479781	101482276	5	CTD-2333K2.1
ENSG00000222987	101638208	101638514	5	RN7SKP68
ENSG00000249017	101836245	101841374	5	RP11-58B2.1
ENSG00000238835	82360023	82360156	5	SCARNA18
ENSG00000243385	82497048	82497960	5	CTD-2110K23.1
ENSG00000251552	82575740	82576463	5	COQ10BP2
ENSG00000250958	101917072	101953293	5	LINC00492
ENSG00000251395	82722495	82722849	5	FTH1P9
ENSG00000248103	180708376	180710653	5	CTC-338M12.9
ENSG00000152611	35904397	35938881	5	CAPSL
ENSG00000222533	180728968	180729071	5	RNU6-705P
ENSG00000249835	82827171	82877139	5	VCAN-AS1
ENSG00000238035	180733503	180755068	5	AC138035.2
ENSG00000247402	101941339	101941901	5	CTD-2340E1.2
ENSG00000250682	101944860	102007263	5	LINC00491
ENSG00000250765	180756242	180769214	5	AC138035.1
ENSG00000253073	82981685	82981837	5	RN7SKP295
ENSG00000206744	82999267	82999362	5	RNU6-620P
ENSG00000251035	180805696	180806039	5	WBP1LP4
ENSG00000242858	83042207	83042808	5	CTC-484M2.1
ENSG00000256301	180878878	180878968	5	AC138031.2
ENSG00000213285	180898964	180899431	5	AC138031.1
ENSG00000175749	102368080	102368735	5	EIF3KP1
ENSG00000202157	83099373	83099504	5	RNU4-11P
ENSG00000250013	83170985	83171640	5	RP11-456A14.1
ENSG00000248203	102581749	102589220	5	CTC-503K11.2
ENSG00000173930	101569690	101632253	5	SLCO4C1
ENSG00000250567	102744642	102748212	5	CTD-2154H6.1
ENSG00000216125	83269615	83269705	5	AC109496.1
ENSG00000252861	83492701	83492807	5	RNU6-448P
ENSG00000250320	83680245	83786583	5	CTD-2269F5.1
ENSG00000131730	80529104	80562216	5	CKMT2
ENSG00000181904	134181370	134195427	5	C5orf24
ENSG00000226926	102766107	102862319	5	AC010423.1
ENSG00000214853	84295738	84296113	5	RP11-509M23.1
ENSG00000175471	94039446	94620279	5	MCTP1
ENSG00000249349	84408160	84408574	5	CTC-384G19.1
ENSG00000248674	84486447	84486648	5	RBBP4P6
ENSG00000250253	84505878	84506721	5	RP11-1072N2.2
ENSG00000249792	84508776	84509432	5	RP11-1072N2.3
ENSG00000248170	84533499	84533892	5	RP11-1072N2.4
ENSG00000248667	84715846	84716269	5	CTD-2331D11.2
ENSG00000249023	84725520	84726002	5	CTD-2331D11.3
ENSG00000249842	84742792	84743576	5	CTD-2331D11.4
ENSG00000243859	84760252	84761128	5	RPL5P17
ENSG00000215953	84823862	84823952	5	AC026700.1
ENSG00000251066	84845227	84845770	5	CTC-534B23.1
ENSG00000265704	84930230	84930291	5	AC010595.1
ENSG00000250874	84959050	84960502	5	CTC-480C2.1
ENSG00000241965	85058377	85058956	5	RPS2P25
ENSG00000113621	134209493	134237215	5	TXNDC15
ENSG00000268424	101569696	101571279	5	AC008948.1
ENSG00000039560	34656342	34832732	5	RAI14
ENSG00000169194	131991955	131996802	5	IL13
ENSG00000145626	35951112	36001130	5	UGT3A1
ENSG00000205359	101707486	101834720	5	SLCO6A1
ENSG00000132570	134240596	134343649	5	PCBD2
ENSG00000164244	126853301	126890781	5	PRRC1
ENSG00000113360	31400604	31532303	5	DROSHA
ENSG00000131732	80597409	80609116	5	ZCCHC9
ENSG00000168671	36035119	36071460	5	UGT3A2
ENSG00000268358	111755280	111756310	5	EPB41L4A-AS2
ENSG00000134982	112043195	112181936	5	APC
ENSG00000156453	141232938	141258811	5	PCDH1
ENSG00000113520	132009678	132018368	5	IL4
ENSG00000152705	134303596	134347392	5	CATSPER3
ENSG00000164187	36098514	36152063	5	LMBRD2
ENSG00000145730	102089685	102366809	5	PAM
ENSG00000069011	134363425	134370503	5	PITX1
ENSG00000248757	102865377	102877686	5	CTD-2193G5.1
ENSG00000251026	103415612	103441104	5	RP11-138J23.1
ENSG00000131437	132028320	132073330	5	KIF3A
ENSG00000201910	103434575	103434739	5	RNU1-140P
ENSG00000239808	103596234	103596527	5	RN7SL255P
ENSG00000251574	103718999	104728671	5	RP11-6N13.1
ENSG00000224186	134368970	134691744	5	C5orf66
ENSG00000081791	141303373	141321612	5	KIAA0141
ENSG00000253776	104109342	104135473	5	RP11-6N13.4
ENSG00000252881	104115989	104116090	5	RNU6-334P
ENSG00000253584	104253193	104582065	5	CTD-2374C24.1
ENSG00000232159	104435174	104435799	5	RAB9BP1
ENSG00000201790	105258695	105258809	5	RNA5SP189
ENSG00000145623	38845960	38945698	5	OSMR
ENSG00000251204	105751277	105752942	5	CTC-278L1.1
ENSG00000250145	105878767	105880031	5	CTD-2285G11.1
ENSG00000205279	126984736	126994322	5	CTXN3
ENSG00000252337	105882366	105882504	5	SNORA31
ENSG00000113648	134669590	134735604	5	H2AFY
ENSG00000251027	106150898	106346715	5	CTC-254B4.1
ENSG00000250273	106530857	106531033	5	PSMC1P5
ENSG00000249959	107035536	107052542	5	RP11-252I13.2
ENSG00000248827	107060662	107062818	5	RP11-252I13.1
ENSG00000239708	107070476	107070767	5	RN7SL782P
ENSG00000251732	107146330	107146625	5	RN7SKP122
ENSG00000244245	107929310	107929668	5	RP11-120B7.1
ENSG00000064651	127419458	127525380	5	SLC12A2
ENSG00000272523	108063526	108063961	5	LINC01023
ENSG00000249921	108119799	108121253	5	CTC-329H14.1
ENSG00000250383	108153742	108166491	5	CTD-2197I11.1
ENSG00000207404	108227138	108227247	5	Y_RNA
ENSG00000250441	108230048	108230329	5	RP11-47F1.1
ENSG00000206593	108350535	108350641	5	RNU6-47P
ENSG00000176857	108387013	108388158	5	GJA1P1
ENSG00000249476	108572821	108662070	5	CTD-2587M2.1
ENSG00000248867	108784050	108784764	5	CTD-2128F4.1
ENSG00000251367	108803054	108803653	5	RP11-231G15.2
ENSG00000039139	13690440	13944652	5	DNAH5
ENSG00000248876	108806544	108807287	5	RP11-231G15.3
ENSG00000248440	108833578	108834809	5	RP11-231G15.1
ENSG00000214794	108924039	108925293	5	KRT18P42
ENSG00000266090	109021281	109021393	5	AC012603.1
ENSG00000271849	109023503	109024030	5	CTC-332L22.1
ENSG00000202512	109035201	109035535	5	RN7SKP230
ENSG00000172568	156768608	156772729	5	FNDC9
ENSG00000249068	109175829	109176393	5	CTC-287O8.1
ENSG00000253224	109220311	109221124	5	PGAM5P1
ENSG00000221436	109849530	109849616	5	MIR548F3
ENSG00000207177	110020495	110020628	5	SNORA51
ENSG00000270779	110243983	110244412	5	CTD-2026D23.1
ENSG00000248966	110283728	110286479	5	CTD-2089O24.1
ENSG00000248428	110306650	110344598	5	CTC-551A13.1
ENSG00000135074	156822542	157002783	5	ADAM19
ENSG00000251627	110319262	110320165	5	CTD-2089O24.2
ENSG00000253613	110412619	110427813	5	CTC-551A13.2
ENSG00000250728	110490942	110491850	5	AC010468.3
ENSG00000172497	80625824	80689998	5	ACOT12
ENSG00000214784	110527924	110528740	5	AC010468.1
ENSG00000249318	110601507	110605787	5	AC010468.2
ENSG00000248268	110613215	110638265	5	CTC-499J9.1
ENSG00000246859	110847924	111075423	5	STARD4-AS1
ENSG00000221310	110891593	110891678	5	AC008967.1
ENSG00000145604	36152091	36184421	5	SKP2
ENSG00000258864	112162910	112203279	5	CTC-554D6.1
ENSG00000249619	110907799	110907936	5	HMGN1P13
ENSG00000251099	110907933	110908095	5	CTD-2367A17.1
ENSG00000253057	111055466	111055758	5	RN7SKP57
ENSG00000249439	111181747	111182263	5	HMGN1P14
ENSG00000250095	111248205	111353006	5	NREP-AS1
ENSG00000272869	112196885	112228776	5	CTC-487M23.8
ENSG00000224032	111496223	111499973	5	EPB41L4A-AS1
ENSG00000205089	132083137	132089856	5	CCNI2
ENSG00000164402	132086509	132142933	5	SEPT8
ENSG00000113555	141323150	141349304	5	PCDH12
ENSG00000013561	141337893	141369856	5	RNF14
ENSG00000145687	80708840	81047616	5	SSBP2
ENSG00000153037	112196919	112205485	5	SRP19
ENSG00000153347	94727048	94786158	5	FAM81B
ENSG00000164327	38938021	39074510	5	RICTOR
ENSG00000172548	156887027	156901725	5	NIPAL4
ENSG00000250814	9854489	9890049	5	RP11-447B18.1
ENSG00000238363	111497182	111497314	5	SNORA13
ENSG00000250882	111509267	111511245	5	CTC-459M5.1
ENSG00000113552	141371314	141392606	5	GNPDA1
ENSG00000249807	10137250	10138477	5	CTD-2199O4.1
ENSG00000251187	111527717	111545836	5	CTC-459M5.2
ENSG00000260515	10195233	10197740	5	CTD-2199O4.3
ENSG00000271998	10195299	10197734	5	CTD-2199O4.7
ENSG00000251076	111563980	111593006	5	RP11-526F3.1
ENSG00000196193	10201621	10201960	5	AC034229.1
ENSG00000272417	10203712	10204152	5	CTD-2199O4.6
ENSG00000248968	10248437	10250027	5	CTD-2256P15.1
ENSG00000248350	111699153	111699363	5	CTC-470E21.1
ENSG00000271980	10264709	10267258	5	CTD-2256P15.4
ENSG00000248430	111788400	111788686	5	HMGB3P16
ENSG00000271715	10269601	10270030	5	CTD-2256P15.5
ENSG00000251014	111882670	111883202	5	RP11-159K7.1
ENSG00000252341	10292153	10292260	5	Y_RNA
ENSG00000252671	10337389	10337498	5	Y_RNA
ENSG00000250358	111964133	111967797	5	RP11-159K7.2
ENSG00000259802	10352813	10353713	5	CTD-2256P15.2
ENSG00000250045	112113327	112113858	5	CBX3P3
ENSG00000212370	112114060	112114166	5	RNU6-482P
ENSG00000249947	112220791	112221442	5	XBP1P1
ENSG00000270067	112229030	112229698	5	CTC-487M23.5
ENSG00000272389	112233720	112234068	5	CTC-487M23.7
ENSG00000250600	10441402	10441904	5	ROPN1L-AS1
ENSG00000266499	112241335	112241434	5	AC008536.1
ENSG00000246016	10479483	10482421	5	RP11-1C1.7
ENSG00000244361	10488932	10489254	5	RPL30P7
ENSG00000232633	112658725	112772871	5	CTD-2201G3.1
ENSG00000249166	10493403	10494206	5	RP11-1C1.6
ENSG00000249396	10493639	10502840	5	RP11-1C1.4
ENSG00000251741	112829532	112829657	5	RNU4ATAC13P
ENSG00000251628	113391703	113392871	5	RP11-371M22.1
ENSG00000222706	113589210	113589451	5	RN7SKP89
ENSG00000246316	113824694	114004107	5	RP11-492A10.1
ENSG00000214179	10541568	10541807	5	AC112200.1
ENSG00000250106	10627372	10628337	5	ANKRD33B-AS1
ENSG00000129625	112212084	112258236	5	REEP5
ENSG00000251542	113911738	113915667	5	CTC-313D10.1
ENSG00000251132	114366970	114367591	5	RP11-438C19.2
ENSG00000251196	10652323	10656037	5	RP11-54F2.1
ENSG00000250242	114423589	114424172	5	RP11-438C19.1
ENSG00000272016	10654332	10657928	5	RP11-215G15.5
ENSG00000250472	114484461	114485341	5	TRIM36-IT1
ENSG00000249791	114524260	114524629	5	CTC-428G20.2
ENSG00000248175	114539713	114541943	5	CTC-428G20.3
ENSG00000271797	114598202	114599145	5	CTC-428G20.6
ENSG00000198677	94799599	94890711	5	TTC37
ENSG00000251548	10664607	10665225	5	RP11-215G15.4
ENSG00000243304	114600366	114601161	5	CTC-428G20.1
ENSG00000250197	114624733	114625027	5	HMGN1P15
ENSG00000249026	114725340	114728067	5	CTNNAP1
ENSG00000272324	10761177	10770406	5	CTD-2154B17.4
ENSG00000248722	114738077	114738659	5	AK3P4
ENSG00000249944	114825331	114825628	5	CTB-161J7.1
ENSG00000249433	114829254	114829518	5	CTB-161J7.2
ENSG00000250444	114847774	114849391	5	CCT5P1
ENSG00000250576	10775170	10777174	5	CTD-2154B17.1
ENSG00000249249	114937754	114956356	5	AC010226.4
ENSG00000207312	11027312	11027419	5	RNU6-429P
ENSG00000212305	12297511	12297616	5	RNU6-679P
ENSG00000249021	115027159	115027864	5	CTC-505O3.3
ENSG00000248783	12554002	12574749	5	RP11-308B16.2
ENSG00000152939	68710939	68740157	5	MARVELD2
ENSG00000248709	115091341	115091983	5	CTC-505O3.2
ENSG00000251118	115106283	115106686	5	CTC-505O3.1
ENSG00000222598	115110016	115110199	5	RNU2-49P
ENSG00000248131	12574969	12804475	5	CT49
ENSG00000248295	115310210	115311972	5	CTC-555I19.1
ENSG00000221778	115365715	115365808	5	AC034236.2
ENSG00000220996	115378868	115378958	5	AC034236.1
ENSG00000185641	115387607	115387986	5	CTD-2287O16.1
ENSG00000039600	157052687	157098488	5	SOX30
ENSG00000264921	12599735	12599812	5	AC106771.1
ENSG00000251112	12794212	12794843	5	RP11-419C19.3
ENSG00000272265	115413807	115414267	5	CTD-2287O16.4
ENSG00000271918	115419504	115421113	5	CTD-2287O16.5
ENSG00000249053	12794843	12795634	5	RP11-419C19.1
ENSG00000205838	34838938	34899561	5	TTC23L
ENSG00000212457	115524152	115524249	5	RNU6-644P
ENSG00000232916	115553723	115553992	5	HMGN2P27
ENSG00000250015	115638051	115639831	5	CTC-339F2.2
ENSG00000256121	115780104	115780830	5	AC010296.1
ENSG00000248445	115783243	115843972	5	CTB-118N6.3
ENSG00000197822	68788119	68853931	5	OCLN
ENSG00000248457	12914180	13032998	5	RP11-419C19.2
ENSG00000222717	13174877	13174960	5	AC016553.1
ENSG00000248145	13175958	13179684	5	CTC-305H11.1
ENSG00000242608	13250347	13250774	5	RPS23P5
ENSG00000248462	13553763	13554075	5	CTD-2042D5.1
ENSG00000243744	13638028	13638490	5	CTC-232H10.1
ENSG00000239528	115898258	115898626	5	CTB-118N6.1
ENSG00000251423	13860447	13897880	5	CTB-51A17.1
ENSG00000248791	14620129	14621422	5	CTD-2165H16.3
ENSG00000250526	14639535	14641127	5	CCT6P2
ENSG00000249167	115910178	115927094	5	CTB-118N6.2
ENSG00000197575	116051929	116052387	5	RPS17P2
ENSG00000251311	116078687	116097905	5	RP11-249M12.2
ENSG00000250182	14652047	14653438	5	EEF1A1P13
ENSG00000187658	157098561	157107151	5	C5orf52
ENSG00000261360	14661917	14664713	5	CTD-2165H16.4
ENSG00000113272	157158205	157168456	5	THG1L
ENSG00000138829	127593601	127994878	5	FBN2
ENSG00000249485	14797234	14798509	5	RBBP4P1
ENSG00000264792	14826038	14826121	5	MIR4637
ENSG00000272057	14872441	14872822	5	CTB-40H15.4
ENSG00000249928	14874509	14874820	5	UQCRBP3
ENSG00000250662	14877776	14878028	5	HNRNPKP5
ENSG00000249150	116156689	116165883	5	CTC-472C24.1
ENSG00000250650	116355244	116355375	5	RP11-492L8.1
ENSG00000212036	14910667	14910749	5	AC016575.1
ENSG00000250949	116366896	116374265	5	RP11-492L8.2
ENSG00000250247	14960341	14961502	5	SEPHS2P1
ENSG00000243758	116636800	116637138	5	RPL35AP15
ENSG00000202269	15110895	15111029	5	U8
ENSG00000248663	116751205	116881993	5	LINC00992
ENSG00000249332	15112486	15117116	5	RP1-251I12.1
ENSG00000212643	112227313	112228791	5	ZRSR1
ENSG00000248486	15192248	15266650	5	RP1-137K24.1
ENSG00000251477	117054935	117057792	5	RP11-74D3.2
ENSG00000248834	15384329	15384962	5	MARK2P5
ENSG00000249582	117114521	117115227	5	RPL7L1P4
ENSG00000249797	117260703	117601730	5	CTD-3179P9.1
ENSG00000248699	15450810	15451920	5	CTD-2313D3.1
ENSG00000152620	36192694	36242381	5	NADK2
ENSG00000250427	117618270	117620477	5	CTD-3179P9.2
ENSG00000268432	157160003	157161727	5	AC026407.1
ENSG00000155858	157170703	157187717	5	LSM11
ENSG00000250891	117803851	117897812	5	CTD-2281M20.1
ENSG00000250250	15602298	15607457	5	CTD-2350J17.1
ENSG00000216077	15935291	15935369	5	MIR887
ENSG00000249551	117911270	117917019	5	RP11-2N5.2
ENSG00000222312	16033338	16033465	5	RNA5SP178
ENSG00000250981	16129287	16141711	5	RP11-19O2.1
ENSG00000249128	117931883	117963787	5	RP11-2N5.1
ENSG00000113282	157212751	157286183	5	CLINT1
ENSG00000152348	81267844	81572676	5	ATG10
ENSG00000250448	16180347	16185694	5	RP11-19O2.2
ENSG00000251380	134779905	134783038	5	C5orf20
ENSG00000255833	134779908	134788089	5	TIFAB
ENSG00000248403	16192197	16192818	5	NACAP6
ENSG00000238904	118093906	118093969	5	RNU7-34P
ENSG00000248150	16373470	16440190	5	RP1-167G20.1
ENSG00000249426	118096169	118121154	5	CTC-448D22.1
ENSG00000249737	16428645	16432545	5	RP1-167G20.2
ENSG00000246214	16616035	16630078	5	RP11-260E18.1
ENSG00000250415	16617334	16621385	5	CTC-461F20.1
ENSG00000201370	16623113	16623204	5	Y_RNA
ENSG00000253093	16854103	16854223	5	RNA5SP179
ENSG00000172795	112312399	112356667	5	DCP2
ENSG00000243538	16902403	16902750	5	CTB-55B8.1
ENSG00000201436	16941952	16942060	5	RNU6-660P
ENSG00000271892	17107469	17107898	5	CTD-2228A4.1
ENSG00000206814	17117685	17117795	5	Y_RNA
ENSG00000198944	132149033	132152488	5	SOWAHA
ENSG00000181965	134869991	134871639	5	NEUROG1
ENSG00000113456	34905369	34919094	5	RAD1
ENSG00000215196	17130137	17217156	5	AC091878.1
ENSG00000145824	134906373	134914969	5	CXCL14
ENSG00000197744	118309491	118309817	5	PTMAP2
ENSG00000251990	17157080	17157180	5	RNA5SP180
ENSG00000249494	118342042	118406585	5	CTB-161M19.4
ENSG00000250816	17202383	17203254	5	DCAF13P2
ENSG00000223179	118343266	118343363	5	RNU6-373P
ENSG00000250678	118345755	118346237	5	CTB-161M19.1
ENSG00000164403	132157833	132166590	5	SHROOM1
ENSG00000252908	17240720	17240824	5	RNU6-1003P
ENSG00000185296	17306490	17307069	5	CTD-2139B15.1
ENSG00000145832	135170338	135224326	5	SLC25A48
ENSG00000038382	14143811	14532235	5	TRIO
ENSG00000201715	17345725	17346064	5	RN7SKP133
ENSG00000164330	158122928	158526769	5	EBF1
ENSG00000223361	17353804	17354733	5	FTH1P10
ENSG00000131507	141488070	141534005	5	NDFIP1
ENSG00000082074	39105338	39274630	5	FYB
ENSG00000248223	17354019	17355008	5	CTD-2139B15.2
ENSG00000164291	94890778	94940768	5	ARSK
ENSG00000187678	141689992	141706020	5	SPRY4
ENSG00000249199	17369334	17375686	5	CTD-2139B15.5
ENSG00000250822	17379015	17387419	5	CTD-2139B15.4
ENSG00000248455	17404128	17441803	5	RP11-321E2.3
ENSG00000249662	17444119	17484055	5	RP11-321E2.4
ENSG00000113578	141971743	142077617	5	FGF1
ENSG00000251304	17486336	17486938	5	RP11-321E2.5
ENSG00000268799	17491470	17491878	5	RP11-321E2.13
ENSG00000250667	17495767	17495935	5	RP11-321E2.12
ENSG00000185041	17498334	17498936	5	RP11-321E2.6
ENSG00000248205	17502152	17502472	5	RP11-321E2.11
ENSG00000249620	17511942	17512347	5	RP11-321E2.10
ENSG00000248861	17518475	17519069	5	RP11-321E2.2
ENSG00000249339	17521910	17522504	5	RP11-321E2.7
ENSG00000250055	17525344	17525938	5	RP11-321E2.8
ENSG00000250296	17528778	17529372	5	RP11-321E2.9
ENSG00000250807	17585271	17585876	5	RP11-432M8.2
ENSG00000250088	17587399	17587632	5	RP11-432M8.1
ENSG00000171444	112357796	112824527	5	MCC
ENSG00000250558	17590473	17591069	5	RP11-432M8.3
ENSG00000249427	17593907	17594503	5	RP11-432M8.4
ENSG00000249329	17597341	17597937	5	RP11-432M8.5
ENSG00000248422	17598541	17598668	5	RP11-432M8.7
ENSG00000249282	17601991	17602243	5	RP11-432M8.6
ENSG00000249357	17604866	17605486	5	RP11-432M8.8
ENSG00000249156	17611099	17611692	5	RP11-432M8.9
ENSG00000271296	17614890	17615220	5	RP11-432M8.20
ENSG00000186468	81569177	81574396	5	RPS23
ENSG00000250351	17620642	17621048	5	RP11-432M8.10
ENSG00000250386	17625660	17626068	5	RP11-432M8.11
ENSG00000249666	17632197	17632792	5	RP11-432M8.12
ENSG00000250782	17634569	17635162	5	RP11-432M8.13
ENSG00000178015	94955782	94957846	5	GPR150
ENSG00000082213	31532373	31555165	5	C5orf22
ENSG00000248471	17643071	17643337	5	RP11-432M8.15
ENSG00000248160	17647821	17648053	5	RP11-432M8.14
ENSG00000248542	17649155	17649752	5	RP11-432M8.16
ENSG00000248337	17654482	17654752	5	RP11-432M8.18
ENSG00000269466	17655237	17655647	5	RP11-432M8.17
ENSG00000113460	34915481	34926101	5	BRIX1
ENSG00000250715	17670277	17670680	5	RP11-432M8.19
ENSG00000249937	17684693	17955966	5	RP11-454P21.1
ENSG00000145839	135227935	135231516	5	IL9
ENSG00000183474	68856035	68890550	5	GTF2H2C
ENSG00000175449	94982458	95020477	5	RFESD
ENSG00000113396	127873706	128369335	5	SLC27A6
ENSG00000205464	81575281	81682796	5	ATP6AP1L
ENSG00000240785	18049659	18049981	5	RPL36AP21
ENSG00000212278	18236232	18236305	5	SNORD81
ENSG00000164404	132196873	132202576	5	GDF9
ENSG00000241552	18547421	18547712	5	RN7SL58P
ENSG00000248693	18704542	18746282	5	CTD-2023M8.1
ENSG00000238674	18844006	18844109	5	snoU13
ENSG00000249191	18886731	18887204	5	UBE2V1P12
ENSG00000249927	18894011	18894277	5	CTD-2151L9.2
ENSG00000174695	82348665	82373682	5	TMEM167A
ENSG00000249285	18908975	18909652	5	RP11-81B23.1
ENSG00000249174	18965970	19142455	5	RP11-124N3.3
ENSG00000251487	19035306	19038908	5	RP11-124N3.2
ENSG00000242654	19041118	19041495	5	RPL32P14
ENSG00000249557	19233475	19234596	5	HSPD1P15
ENSG00000264928	19735619	19735670	5	AC118463.1
ENSG00000248766	20158771	20159065	5	RP11-61K20.1
ENSG00000214132	20304154	20305557	5	RP11-420O16.2
ENSG00000145826	135257968	135290723	5	LECT2
ENSG00000249854	20305674	20331565	5	RP11-420O16.1
ENSG00000164188	36248536	36302216	5	RANBP3L
ENSG00000251629	20611949	20937800	5	RP11-774D14.1
ENSG00000250928	118347166	118347751	5	CTB-161M19.2
ENSG00000249490	20612734	20614874	5	CTD-2333M24.1
ENSG00000239011	118404992	118405095	5	snoU13
ENSG00000248885	118462477	118464139	5	RP11-950K24.2
ENSG00000248308	20830275	20831056	5	RP11-697E23.1
ENSG00000248979	118468346	118468577	5	LAMTOR3P2
ENSG00000206786	118474554	118474660	5	RNU6-701P
ENSG00000264536	118490332	118490411	5	MIR5706
ENSG00000248286	21196829	21196969	5	RP11-811J10.1
ENSG00000266587	118593035	118593132	5	AC027320.1
ENSG00000249359	21323982	21341484	5	RP11-374A4.1
ENSG00000243333	118642039	118642326	5	RN7SL174P
