chromosome	start_minus_20kb	end_plus_20kb	gene_name	bp_covered_v4.1	percent_covered_v4.1	bp_covered_r253	percent_covered_r253
chr5	77190449	77449807	PDE8B	253280	0.976565211	259358	1
chr5	77980525	78314755	AP3B1	321533	0.96201119	334230	1
chr5	78757209	79006087	ARSB	241657	0.970985784	248878	1
chr5	78977564	79256038	DMGDH	265491	0.953378053	278456	0.999935362
chr5	80606226	80674983	DHFR	66557	0.968003258	68757	1
chr5	80634652	80896815	MSH3	253366	0.96644454	262163	1
chr5	83057498	83373787	XRCC4	312463	0.987903468	316289	1
chr5	83451618	83602303	VCAN	148968	0.988605369	150685	1
chr5	83617805	83740855	HAPLN1	118695	0.964607883	123050	1
chr5	87247883	87411931	RASA1	158966	0.969021262	164048	1
chr5	88697117	88924257	MEF2C	221451	0.974953773	227140	1
chr5	93563222	93614611	NR2F1	50106	0.975033567	51389	1
chr5	95441755	95575007	TTC37	123152	0.924203764	133252	1
chr5	96370333	96454143	PCSK1	82406	0.983247822	83810	1
chr5	96505267	96799595	CAST	289186	0.982529695	294328	1
chr5	96740810	96828100	ERAP1	85475	0.97920724	87290	1
chr5	96855939	96939716	ERAP2	80757	0.96395192	83777	1
chr5	97071867	97162753	LIX1	83662	0.920515811	90886	1
chr5	100786933	100923282	ST8SIA4	134445	0.986035835	136349	1
chr5	107356889	107690937	EFNA5	326491	0.977377503	334048	1
chr5	109669366	109889625	MAN2A1	189331	0.85958349	220259	1
chr5	111050062	111098026	TSLP	47578	0.991952298	47964	1
chr5	111071716	111150502	WDR36	77844	0.988043561	78786	1
chr5	111203653	111514886	CAMK4	305026	0.980056742	311233	1
chr5	112687498	112866239	APC	175723	0.983115234	178741	1
chr5	113002099	113508823	MCC	494839	0.976545417	506724	1
chr5	114035545	114516500	KCNN2	472671	0.982775935	480955	1
chr5	119017772	119269138	DMXL1	243470	0.968587637	251356	0.999960217
chr5	119432473	119657199	HSD17B4	221674	0.986419017	224726	1
chr5	122043195	122098360	LOX	54538	0.988634098	55165	1
chr5	122291354	122484219	SNCAIP	189856	0.984398413	192865	1
chr5	126511200	126615362	ALDH7A1	98560	0.946218391	104162	1
chr5	126756623	126857020	LMNB1	93066	0.92697989	100397	1
chr5	127270796	127485737	MEGF10	212095	0.986759157	214941	1
chr5	128237909	128679185	FBN2	430878	0.976436516	441276	1
chr5	129884465	130206634	CHSY3	315772	0.980143962	322169	1
chr5	131139027	131191735	HINT1	49898	0.94668741	52708	1
chr5	131929973	132032243	ACSL6	101118	0.9887357	102270	1
chr5	132040655	132083204	IL3	42344	0.995182025	42549	1
chr5	132053789	132096170	CSF2	42176	0.995162927	42381	1
chr5	132237696	132293454	PDLIM4	54618	0.979554503	55758	1
chr5	132274394	132364190	SLC22A4	87927	0.979186155	89796	1
chr5	132349752	132415614	SLC22A5	65050	0.987671191	65862	1
chr5	132461609	132510777	IRF1	47898	0.974170192	49168	1
chr5	132536019	132666349	RAD50	128164	0.983380649	130330	1
chr5	132636263	132681110	IL13	44261	0.986933351	44847	1
chr5	132653986	132702678	IL4	47667	0.978949314	48692	1
chr5	132841181	132886884	GDF9	44901	0.982451918	45703	1
chr5	132846630	132888847	UQCRQ	41415	0.981002914	42217	1
chr5	132855395	132983634	AFF4	124576	0.971436147	128239	1
chr5	134094681	134171865	TCF7	74497	0.965187085	77184	1
chr5	134266350	134391047	CDKL3	122268	0.980520782	124697	1
chr5	134351469	134412108	UBE2B	58235	0.960355547	60639	1
chr5	134581149	134669271	SAR1B	80351	0.911815438	88122	1
chr5	134947907	135031696	CATSPER3	82990	0.990464142	83789	1
chr5	135007734	135054813	PITX1	46694	0.991822256	47079	1
chr5	135902279	135974983	LECT2	72163	0.992558869	72704	1
chr5	136008988	136083818	TGFBI	74136	0.990725645	74830	1
chr5	136112845	136208747	SMAD5	94856	0.989093032	95902	1
chr5	137597500	137756089	KLHL3	153847	0.970098809	158589	1
chr5	137847791	137907851	MYOT	56679	0.943706294	60060	1
chr5	138095175	138159443	NME5	59856	0.931349972	64268	1
chr5	138533756	138595416	HSPA9	59252	0.960947129	61660	1
chr5	138590967	138955034	CTNNA1	350822	0.963619334	364067	1
chr5	138926724	139313557	SIL1	375679	0.971165852	386833	1
chr5	139273674	139351677	MATR3	74193	0.951155725	78003	1
chr5	139455533	139502935	TMEM173	32110	0.677397578	47402	1
chr5	140618740	140667785	NDUFA2	48449	0.987847895	49045	1
chr5	140650794	140693576	DND1	42422	0.991585246	42782	1
chr5	140653904	140711537	HARS	57246	0.993285097	57633	1
chr5	140671430	140719305	HARS2	47407	0.990224543	47875	1
chr5	140835883	141032347	PCDHA10	152055	0.773958588	196464	1
chr5	140862124	141032347	PCDHA13	152055	0.893269417	170223	1
chr5	141101818	141145623	PCDHB4	42614	0.972811323	43805	1
chr5	141495016	141639055	DIAPH1	140667	0.976589674	144039	1
chr5	142290427	142346455	SPRY4	54318	0.969479546	56028	1
chr5	142750377	143249011	ARHGAP26	490412	0.983510952	498634	1
chr5	143257931	143455512	NR3C1	194551	0.984664517	197581	1
chr5	146318839	146361728	POU4F3	42417	0.988994847	42889	1
chr5	146561146	147104784	PPP2R2B	535924	0.985810411	543638	1
chr5	147804568	147851786	SPINK1	46510	0.985005718	47218	1
chr5	147850682	147902191	SCGB3A2	51122	0.99248675	51509	1
chr5	148005683	148157289	SPINK5	150141	0.990336794	151606	1
chr5	148805245	148848687	ADRB2	42680	0.982459371	43442	1
chr5	148903639	149083163	SH3TC2	177862	0.990742185	179524	1
chr5	149710298	149875022	PPARGC1B	159462	0.968055657	164724	1
chr5	149837953	149964793	PDE6A	123178	0.971128981	126840	1
chr5	149940737	150013455	SLC26A2	70868	0.974559256	72718	1
chr5	150033291	150133372	CSF1R	96866	0.96787602	100081	1
chr5	150093839	150175872	PDGFRB	80608	0.982628942	82033	1
chr5	150337629	150420308	TCOF1	79922	0.966654169	82679	1
chr5	150380041	150432929	CD74	50558	0.955944638	52888	1
chr5	150422635	150469739	RPS14	45411	0.964058254	47104	1
chr5	150465818	150578211	NDST1	108591	0.966172271	112393	1
chr5	150581080	150679207	SYNPO	96786	0.986334037	98127	1
chr5	150757946	150816734	SMIM3	57824	0.983602096	58788	1
chr5	150826523	150920736	IRGM	71443	0.758313609	77035	0.817668475
chr5	151192150	151290440	GM2A	96407	0.980842405	98290	1
chr5	151294972	151367590	SLC36A2	71233	0.980927594	72618	1
chr5	151417046	151512379	SLC36A1	92448	0.969737656	95333	1
chr5	151641096	151706975	SPARC	64904	0.98520014	65879	1
chr5	151802513	151944842	GLRA1	139710	0.981598971	142329	1
chr5	154454972	154498227	HAND1	42608	0.985042192	43255	1
chr5	155850344	156787788	SGCD	909718	0.970423833	937430	0.999985066
chr5	157122933	157275191	ITK	149737	0.983442578	152258	1
chr5	157375534	157595775	ADAM19	213652	0.970082773	220241	1
chr5	157440019	157494717	NIPAL4	53841	0.984332151	54698	1
chr5	158675916	159119916	EBF1	437075	0.984403153	444000	1
chr5	159294783	159350887	IL12B	55769	0.994028946	56104	1
chr5	160041801	160139450	PWWP2A	93330	0.955770156	97649	1
chr5	160465352	160505450	MIR146A	38574	0.961993117	40098	1
chr5	161527063	161722593	GABRA6	192966	0.986886923	195530	1
chr5	161827063	161919981	GABRA1	91106	0.980498935	92918	1
chr5	161980057	162182977	GABRG2	201163	0.991341415	202920	1
chr5	163440203	163511941	HMMR	70843	0.987524046	71738	1
chr5	168271651	168492303	WWC1	215359	0.976012001	220652	1
chr5	168641733	169321129	SLIT3	667051	0.981829449	679396	1
chr5	170085897	170129734	FOXI1	43150	0.984328307	43837	1
chr5	170354671	170409634	KCNMB1	54345	0.988756072	54963	1
chr5	171289248	171332139	TLX3	42094	0.981418013	42891	1
chr5	171367116	171431137	NPM1	57451	0.897377423	64021	1
chr5	171841549	172026873	FBXW11	180828	0.975739785	185324	1
chr5	172305000	172474525	SH3PXD2B	163753	0.965951924	169525	1
chr5	173212109	173255311	NKX2-5	40963	0.948173696	43202	1
chr5	174704582	174750896	MSX2	44428	0.959277972	44650	0.964071339
chr5	175420036	175464182	DRD1	43674	0.989308205	44146	1
chr5	175776310	175904021	CPLX2	123801	0.969384	106146	0.831142188
chr5	176368751	176409761	HIGD2A	40104	0.977907827	41010	1
chr5	176600082	176650556	SNCB	49522	0.981138804	50474	1
chr5	176627387	176679054	TSPAN17	50292	0.973387268	51667	1
chr5	176885005	177042633	UIMC1	148311	0.940892481	157628	1
chr5	177066905	177118144	FGFR4	47349	0.924081266	51239	1
chr5	177113025	177320215	NSD1	200357	0.967020609	207190	1
chr5	177359235	177418848	SLC34A1	56682	0.950832872	59613	1
chr5	177382140	177429576	F12	44643	0.941120668	47436	1
chr5	177580132	177630330	B4GALT7	48010	0.956412606	20661	0.411590103
chr5	178129460	178173967	NHP2	43336	0.973689532	44507	1
chr5	178957587	179016206	GRM6	56520	0.964192497	58619	1
chr5	179090853	179365461	ADAMTS2	262537	0.956042796	274608	1
chr5	179773980	179816647	LTC4S	40725	0.954484731	42667	1
chr5	179777597	179826952	MGAT4B	47165	0.955627596	49355	1
chr5	179786398	179858078	SQSTM1	66001	0.920772879	71680	1
chr5	180581506	180669624	FLT4	73706	0.836446583	88118	1
chr5	180764782	180835652	MGAT1	69305	0.977917313	70870	1
chr6	371752	431443	IRF4	43516	0.729021125	48982	0.820592719
chr6	1369576	1415603	FOXF2	45279	0.983748669	46027	1
chr6	1589915	1633897	FOXC1	43504	0.989131918	43982	1
chr6	2928159	2992165	SERPINB6	61598	0.962378527	64006	1
chr6	3204277	3251730	TUBB2B	44441	0.936526668	47453	1
chr6	5241044	5849192	FARS2	595492	0.979189276	608148	1
chr6	6124085	6341013	F13A1	210828	0.971880071	216928	1
chr6	7521617	7606714	DSP	83964	0.986685782	85097	1
chr6	7993567	8084396	BLOC1S5	89375	0.983991897	90829	1
chr6	10373186	10439659	TFAP2A	64779	0.974515969	66473	1
chr6	10472223	10649368	GCNT2	170969	0.965135906	177145	1
chr6	10742723	10858555	MAK	112046	0.967314732	115832	1
chr6	10853223	10901941	GCM2	45609	0.936183751	48718	1
chr6	11692054	11827046	ADTRP	132471	0.981324819	134992	1
chr6	12270361	12317194	EDN1	45740	0.976661756	46833	1
chr6	15502801	15683058	DTNBP1	177541	0.984932624	180257	1
chr6	16279112	16781491	ATXN1	490515	0.976384363	502379	1
chr6	17580302	17631715	FAM8A1	49183	0.956625756	51413	1
chr6	18100440	18142677	NHLRC1	42038	0.995288491	42237	1
chr6	18108311	18175077	TPMT	66130	0.990474193	66766	1
chr6	18203860	18284548	DEK	78318	0.970627603	80688	1
chr6	19817370	19862197	ID4	44580	0.994489928	44827	1
chr6	20514457	21252404	CDKAL1	717607	0.972437045	737947	1
chr6	24474867	24557207	ALDH5A1	80260	0.974738888	82340	1
chr6	24524104	24666191	KIAA0319	137384	0.966900561	142087	1
chr6	25813066	25902286	SLC17A3	88206	0.988634835	89220	1
chr6	26011594	26052099	HIST1H3B	39452	0.974003209	40505	1
chr6	26067281	26118343	HFE	49994	0.979084251	51062	1
chr6	26196975	26237483	HIST1H2AE	40001	0.987483954	40508	1
chr6	27118588	27159881	HIST1H4I	40395	0.978252973	41293	1
chr6	28883002	28943988	TRIM27	58363	0.956990129	60986	1
chr6	29079657	29122701	OR2J1	42388	0.984759781	43044	1
chr6	31526870	31578829	NFKBIL1	50282	0.967724552	51959	1
chr6	31552054	31594324	LTA	41145	0.97338538	42270	1
chr6	31555565	31598336	TNF	41696	0.974866148	42771	1
chr6	31568895	31613006	NCR3	42591	0.965541475	44111	1
chr6	31719677	31782678	MSH5	61758	0.980270154	63001	1
chr6	32160968	32204322	AGER	42475	0.979725054	43354	1
chr6	32174843	32244067	NOTCH4	67172	0.970357102	69224	1
chr6	32373963	32427128	BTNL2	51253	0.96403649	53165	1
chr6	32419878	32465046	HLA-DRA	43688	0.96723344	35615	0.788500708
chr6	32558769	32609848	HLA-DRB1	12237	0.239570078	0	0
chr6	32608179	32667062	HLA-DQA1	46899	0.796477761	56411	0.958018443
chr6	32639467	32688383	HLA-DQB1	37488	0.76637501	48916	1
chr6	34216873	34266231	HMGA1	44071	0.892884639	49358	1
chr6	34397454	34446069	RPS10	41750	0.85878844	48615	1
chr6	34869255	35111406	ANKS1A	237317	0.980037249	242151	1
chr6	35277818	35341771	DEF6	61404	0.960142605	63953	1
chr6	35432356	35487103	FANCE	53462	0.976528394	54747	1
chr6	35477874	35532896	TULP1	53107	0.96519574	55022	1
chr6	35553585	35748583	FKBP5	184061	0.943912245	194998	1
chr6	35777206	35865397	LHFPL5	71553	0.811341293	75963	0.861346396
chr6	36223203	36332229	PNPLA1	106923	0.980711023	109026	1
chr6	36574353	36625600	SRSF3	49442	0.964778426	51247	1
chr6	36656460	36707339	CDKN1A	49047	0.963993003	50879	1
chr6	37150152	37195428	PIM1	42686	0.9427953	45276	1
chr6	38148451	38660148	BTBD9	501670	0.980404419	511697	1
chr6	38655925	38723145	GLO1	65945	0.981032431	67220	1
chr6	39028781	39111303	GLP1R	81742	0.990547975	82522	1
chr6	39879578	39954551	MOCS1	73770	0.983954224	74973	1
chr6	41006895	41059221	UNC5CL	52298	0.999464893	52326	1
chr6	41138506	41183186	TREM2	44315	0.991830797	44680	1
chr6	41663978	41756259	TFEB	88836	0.962668372	92281	1
chr6	41914933	42070357	CCND3	146369	0.941740014	155424	1
chr6	42135406	42200049	GUCA1A	62205	0.962285166	64643	1
chr6	42163284	42214956	GUCA1B	49344	0.954946586	51672	1
chr6	42204931	42472051	TRERF1	257865	0.96535265	267120	1
chr6	42676598	42742597	PRPH2	62750	0.950771981	65999	1
chr6	42909192	42959294	CNPY3	47584	0.949742525	50102	1
chr6	42940754	42983880	GNMT	41506	0.962435654	43126	1
chr6	42943865	42999181	PEX6	53373	0.964874539	55316	1
chr6	43017617	43073945	CUL7	52698	0.935556029	56328	1
chr6	43056307	43181719	PTK7	120191	0.958369215	125412	1
chr6	43489702	43582419	POLR1C	89250	0.962606642	92717	1
chr6	43556150	43635660	POLH	76792	0.965815621	79510	1
chr6	43625036	43692600	RSPH9	66106	0.978420461	67564	1
chr6	43750184	43806487	VEGFA	55936	0.993481697	56303	1
chr6	44226166	44273888	HSP90AB1	46629	0.977096517	47722	1
chr6	44238166	44285788	NFKBIE	46549	0.977468397	47622	1
chr6	44258734	44317698	TCTE1	57924	0.982362119	58964	1
chr6	44278731	44333347	AARS2	53141	0.972993262	54616	1
chr6	45308157	45684349	RUNX2	369374	0.981876276	376192	1
chr6	46684201	46755693	PLA2G7	70389	0.9845717	71492	1
chr6	47457789	47647263	CD2AP	179743	0.94864203	189474	1
chr6	49585158	49656884	RHAG	69542	0.969550791	71726	1
chr6	49672358	49733590	CRISP2	59423	0.970456624	61232	1
chr6	50798723	50867619	TFAP2B	66962	0.971928704	68896	1
chr6	51595299	52107613	PKHD1	491715	0.959792237	512314	1
chr6	52216681	52264537	IL17F	46802	0.977975593	47856	1
chr6	52342123	52549886	EFHC1	204485	0.984222407	207763	1
chr6	52730087	52783475	GSTA2	52205	0.977841463	53388	1
chr6	52876639	52929698	GSTA3	52081	0.981567689	53059	1
chr6	52981279	53081802	ICK	98781	0.982670633	100523	1
chr6	53477341	53636970	GCLC	157056	0.983881375	159629	1
chr6	54287859	54410142	TINAG	119204	0.974820703	122283	1
chr6	55733653	55895590	BMP5	160835	0.993194884	161937	1
chr6	56437987	56974649	DST	529014	0.985748944	536662	1
chr6	57166992	57242307	RAB23	74266	0.986071832	75315	1
chr6	63615820	63799336	PHF3	181033	0.986469845	183516	1
chr6	63699980	65727226	EYS	1979502	0.976448837	2024654	0.998721418
chr6	69652757	69887236	LMBRD1	232591	0.991948106	234479	1
chr6	70195061	70323083	COL9A1	126187	0.985666526	128022	1
chr6	70836679	70977060	B3GAT2	138664	0.987769	140381	1
chr6	71866703	72423143	RIMS1	546653	0.982411401	556440	1
chr6	72601792	73218851	KCNQ5	604015	0.978861017	617059	1
chr6	73342658	73384171	KHDC3L	37365	0.900079493	41513	1
chr6	73441578	73529236	MTO1	65334	0.745328436	87658	1
chr6	73495750	73543797	EEF1A1	45959	0.956542552	48047	1
chr6	73573379	73673992	SLC17A5	78119	0.776430481	100613	1
chr6	73675785	73848316	CD109	168097	0.974300271	172531	1
chr6	75729192	75939537	MYO6	199918	0.950429057	210345	1
chr6	77441753	77483773	HTR1B	41760	0.99381247	42020	1
chr6	78914419	79098254	PHIP	182188	0.991040879	183835	1
chr6	79464991	79557458	LCA5	90798	0.981950317	92467	1
chr6	79894814	79967553	ELOVL4	71255	0.97959829	72739	1
chr6	80086647	80366270	BCKDHB	276242	0.98790872	279623	1
chr6	83839656	83987423	CYB5R4	145711	0.986086203	147767	1
chr6	85429584	85515791	NT5E	84838	0.984119619	86207	1
chr6	87450623	87532336	SLC35A1	80405	0.983992755	81713	1
chr6	87493938	87609987	RARS2	113099	0.974579703	116049	1
chr6	88119864	88186359	CNR1	65952	0.991833972	66495	1
chr6	89234464	89335299	GABRR2	97993	0.971815342	100835	1
chr6	89622498	89839794	MDN1	211541	0.973515389	217296	1
chr6	93220020	93439559	EPHA7	217525	0.990826231	219539	1
chr6	96869315	96917891	NDUFAF4	48150	0.991230237	48576	1
chr6	99522387	99588825	CCNC	63028	0.948673952	66438	1
chr6	100365015	100484929	SIM1	118494	0.98815818	119914	1
chr6	100488194	100901372	ASCC3	408261	0.98809956	413178	1
chr6	101161257	102090083	GRIK2	912425	0.982342226	928826	1
chr6	104708094	104879919	HACE1	158064	0.919912702	171825	1
chr6	105973463	106129939	PRDM1	153249	0.979377029	156476	1
chr6	106949831	106995627	CD24	41775	0.912197572	45796	1
chr6	107132562	107479564	PDSS2	320651	0.924060956	347002	1
chr6	107470106	107681306	SOBP	208488	0.987159091	211200	1
chr6	107847756	107978208	SEC63	97242	0.745423604	130452	1
chr6	108021409	108185854	OSTM1	160688	0.977153456	164445	1
chr6	108146058	108208809	NR2E1	61356	0.977769279	62751	1
chr6	108191222	108281246	SNX3	85851	0.953645694	90024	1
chr6	108539835	108704774	FOXO3	162517	0.985315783	164939	1
chr6	109442594	109503237	ZBTB24	58432	0.963540722	60643	1
chr6	109671312	109845428	FIG4	171612	0.985618783	174116	1
chr6	111535381	111626906	TRAF3IP2	89552	0.978443048	91525	1
chr6	112087931	112274939	LAMA4	184658	0.987433693	187008	1
chr6	115911149	116080891	FRK	167363	0.985984612	169742	1
chr6	116098909	116178747	COL10A1	74570	0.934016383	79838	1
chr6	116247760	116299903	TSPYL1	51452	0.986747982	52143	1
chr6	116596479	116652985	RSPH4A	55707	0.985859909	56506	1
chr6	116857212	116952161	RFX6	93780	0.987688127	94949	1
chr6	117268300	117445855	ROS1	175241	0.986967419	177555	1
chr6	117540269	117622542	GOPC	80148	0.974171356	82273	1
chr6	117655469	117730727	NUS1	74065	0.984147865	75258	1
chr6	118528296	118581716	PLN	52417	0.981224261	53420	1
chr6	118793442	118955162	MCM9	158208	0.978283453	161720	1
chr6	121415595	121469727	GJA1	51050	0.9430651	54132	1
chr6	123196339	123657093	TRDN	453141	0.983477083	460745	0.999980467
chr6	123783865	124845640	NKAIN2	1041637	0.981033646	1061775	1
chr6	125727664	125781269	HEY2	50583	0.943624662	53605	1
chr6	127098671	127219481	RSPO3	119773	0.991416273	120810	1
chr6	127452794	127539191	SOGA3	85572	0.990451057	86397	1
chr6	128863141	129536569	LAMA2	640592	0.951240519	673428	1
chr6	131450832	131604332	ARG1	149870	0.976351792	153500	1
chr6	131553966	131648242	MED23	92093	0.976844584	94276	1
chr6	131788016	131915155	ENPP1	122684	0.964959611	127139	1
chr6	132518290	132559336	TAAR9	40802	0.99405545	41046	1
chr6	132550322	132591359	TAAR6	40788	0.993932305	41037	1
chr6	132624984	132666003	TAAR1	40273	0.981813306	41019	1
chr6	132660849	132734055	VNN1	72747	0.993730022	73206	1
chr6	133220598	133552128	EYA4	327475	0.987768829	331530	1
chr6	134149246	134338112	SGK1	181671	0.961904207	188866	1
chr6	135161308	135239173	MYB	76327	0.980247865	77865	1
chr6	135263532	135517765	AHI1	247316	0.972792674	254233	1
chr6	136236627	136309851	BCLAF1	72348	0.988036709	73224	1
chr6	136802564	136933934	PEX7	128732	0.979919312	131370	1
chr6	137177484	137239449	IFNGR1	60312	0.97332365	61965	1
chr6	137847214	137903312	TNFAIP3	55624	0.991550501	56098	1
chr6	138775926	138924070	ECT2L	143153	0.966309807	148144	1
chr6	139351807	139394648	CITED2	41180	0.961228729	42841	1
chr6	143430805	143510616	PEX3	78906	0.988660711	79811	1
chr6	143920300	144084599	PLAGL1	160355	0.975994985	164299	1
chr6	143984916	144028262	HYMAI	42730	0.985788769	43346	1
chr6	144130517	144211939	STX11	79141	0.971985458	81422	1
chr6	144265701	144873034	UTRN	597130	0.98320032	607333	1
chr6	145362535	145756023	EPM2A	390353	0.992032794	393488	1
chr6	146007646	146457601	GRM1	445377	0.989825649	449955	1
chr6	148727030	149096990	UST	359151	0.970783328	369960	1
chr6	149198641	149431613	TAB2	229037	0.983109558	232972	1
chr6	149380262	149421278	SUMO4	40480	0.986931929	41016	1
chr6	149638153	149738105	LATS1	97231	0.972776933	99952	1
chr6	149729443	149831420	PCMT1	93079	0.912745031	101977	1
chr6	150348892	150425969	IYD	74770	0.970068892	77077	1
chr6	151384762	151472158	RMND1	85554	0.978923521	87396	1
chr6	151636691	152149619	ESR1	506567	0.987598649	512928	1
chr6	152101684	152657801	SYNE1	543656	0.977592845	556117	1
chr6	155236134	155334493	TFB1M	94905	0.964883742	98359	1
chr6	156756020	157230779	ARID1B	460802	0.970601926	474759	1
chr6	158089519	158188280	SERAC1	93165	0.943337957	98761	1
chr6	158148350	158219344	GTF2H5	64983	0.915330873	70994	1
chr6	158630014	158784876	SYTL3	147386	0.951724761	154862	1
chr6	158745741	158839368	EZR	89856	0.959723157	93627	1
chr6	159649069	159765186	SOD2	104428	0.899334292	116117	1
chr6	159742045	159799112	ACAT2	56243	0.985560832	57067	1
chr6	159949099	160133507	IGF2R	178635	0.968694417	184408	1
chr6	160101815	160178718	SLC22A1	71060	0.92402117	76903	1
chr6	160151061	160297638	SLC22A2	139798	0.953751271	146577	1
chr6	160328378	160472577	SLC22A3	142455	0.987905603	144199	1
chr6	160511483	160684259	LPA	122545	0.709270964	88846	0.514226513
chr6	160682238	160773315	PLG	88603	0.972836172	91077	1
chr6	162707132	163335492	PACRG	614197	0.977460373	628360	1
chr6	163394000	163598592	QKI	200036	0.97773129	204592	1
chr6	166344919	166403013	MPC1	56229	0.967896857	58094	1
chr6	166909504	166977191	RNASET2	65968	0.974603691	67687	1
chr6	166979317	167114789	FGFR1OP	127890	0.944032715	135472	1
chr6	167251169	167336014	UNC93A	81236	0.95746361	84845	1
chr6	167806922	167992023	AFDN	176554	0.953825209	185101	1
chr6	168421151	168693445	SMOC2	237901	0.873691672	272294	1
chr6	169195780	169274044	THBS2	66936	0.855259123	78264	1
chr6	170534302	170592870	TBP	57795	0.986801666	43732	0.746687611
chr7	172571	280772	FAM20C	15716	0.145248195	108201	1
chr7	1795793	2253243	MAD1L1	425026	0.929120122	457450	1
chr7	2222222	2271146	NUDT1	45631	0.932691522	48924	1
chr7	2492529	2549177	LFNG	40416	0.713458551	56648	1
chr7	2517810	2575694	BRAT1	53398	0.922500173	57884	1
chr7	2886141	3063945	CARD11	169010	0.950541045	177804	1
chr7	4662295	4791442	FOXK1	124869	0.966874956	129147	1
chr7	4755615	4814397	AP5Z1	53290	0.906570038	58782	1
chr7	5254369	5326870	SLC29A4	64485	0.889436008	72501	1
chr7	5507148	5583784	ACTB	68636	0.895610418	76636	1
chr7	5950925	6029106	PMS2	59085	0.755746281	20061	0.256596871
chr7	6354527	6423967	RAC1	65570	0.944268433	69440	1
chr7	7136934	7268651	C1GALT1	129480	0.983016619	131717	1
chr7	7948796	8114272	GLCCI1	159848	0.965989026	165476	1
chr7	10911943	10960153	NDUFA4	47682	0.989047915	48210	1
chr7	11350365	11852198	THSD7A	497148	0.990664225	501833	1
chr7	13871229	14011425	ETV1	138665	0.989079574	140196	1
chr7	15180317	15582015	AGMO	387775	0.965339633	401698	1
chr7	16896359	17366152	AHR	461742	0.982862665	469793	1
chr7	18066949	19022416	HDAC9	939928	0.983736749	955467	1
chr7	19000991	19137636	TWIST1	134834	0.986746679	136645	1
chr7	20114655	20237404	MACC1	121548	0.990215806	122749	1
chr7	20762283	20806886	SP8	42834	0.960338991	44603	1
chr7	21523039	21921839	DNAH11	388621	0.974475928	398800	1
chr7	22705884	22752002	IL6	44683	0.968884167	46118	1
chr7	22869371	23034130	FAM126A	160999	0.977178788	164759	1
chr7	23085758	23197914	KLHL7	109481	0.976149292	112156	1
chr7	23215967	23295108	GPNMB	77213	0.975638418	79141	1
chr7	24264188	24311862	NPY	46928	0.984352058	47674	1
chr7	24553268	24714193	MPP6	156828	0.974540935	160925	1
chr7	25100091	25145361	CYCS	43501	0.960923349	45270	1
chr7	26153057	26221529	HNRNPA2B1	64819	0.946649725	68472	1
chr7	26271895	26394329	SNX10	119552	0.976460787	122434	1
chr7	27073313	27115996	HOXA1	41797	0.979242321	42683	1
chr7	27080354	27122686	HOXA2	41376	0.977416612	42332	1
chr7	27086184	27172581	HOXA3	84415	0.977059389	86397	1
chr7	27108507	27150780	HOXA4	41230	0.975327041	42273	1
chr7	27142438	27195180	HOXA9	51572	0.977816541	52742	1
chr7	27150592	27200261	HOXA10	48508	0.976625259	49669	1
chr7	27161510	27205223	HOXA11	42551	0.973417519	43713	1
chr7	27173503	27220091	HOXA13	45581	0.978384992	46588	1
chr7	27810573	28200795	JAZF1	384141	0.984416563	390222	1
chr7	29990587	30046684	FKBP14	55255	0.984990285	56097	1
chr7	30404527	30498784	NOD1	87162	0.924727076	94257	1
chr7	30574838	30654033	GARS	78109	0.986287013	79195	1
chr7	30891694	30945517	AQP1	53689	0.997510358	53823	1
chr7	30918669	31013254	GHRHR	93398	0.987450441	94585	1
chr7	31667215	31728455	PPP1R17	57479	0.938585892	61240	1
chr7	32937404	33026930	FKBP9	83190	0.929227264	89526	1
chr7	32994114	33082797	NT5C3A	84924	0.957613071	88683	1
chr7	33074797	33129404	RP9	54230	0.993096123	54607	1
chr7	33089557	33897180	BBS9	788069	0.975788208	807623	1
chr7	33884308	34176427	BMPER	288739	0.988429373	275278	0.942348837
chr7	34638218	34898332	NPSR1	255455	0.982088623	260114	1
chr7	35182430	35274100	TBX20	88643	0.966979383	91670	1
chr7	37828597	37920397	NME8	88312	0.962004357	91800	1
chr7	37885932	38045695	SFRP4	156434	0.979162885	159763	1
chr7	38957998	39513095	POU6F2	527120	0.9495998	555097	1
chr7	40106027	40154622	MPLKIP	47813	0.983907809	48595	1
chr7	40114977	40880763	SUGCT	748404	0.977301753	765786	1
chr7	41940949	42257870	GLI3	312975	0.987548948	316921	1
chr7	43738680	43827342	BLVRA	85708	0.966682457	88662	1
chr7	44042727	44085567	PGAM2	41091	0.959173669	42840	1
chr7	44123213	44218170	GCK	93529	0.984961614	94957	1
chr7	44492535	44561315	NPC1L1	65921	0.958432684	68780	1
chr7	44776680	44844564	PPIA	62456	0.920040068	67884	1
chr7	44979475	45096469	CCM2	111099	0.949612801	116994	1
chr7	47255154	47602558	TNS3	336927	0.969842028	347404	1
chr7	49830421	50141329	ZPBP	305113	0.981361046	310908	1
chr7	50284068	50425101	IKZF1	138838	0.984436267	141033	1
chr7	50438436	50585405	DDC	144032	0.980016194	146969	1
chr7	50570063	50813462	GRB10	241189	0.990920259	243399	1
chr7	54999017	55231628	EGFR	225516	0.969498433	232611	1
chr7	55991051	56071604	PSPH	72926	0.905316996	80553	1
chr7	57099614	57159864	ZNF479	53070	0.880829876	2309	0.038323651
