Gene stable ID	Gene start (bp)	Chromosome/scaffold name	Gene end (bp)	Gene name
ENSG00000219314	17381367	6	17382120	AL034372.1
ENSG00000112186	17393505	6	17557790	CAP2
ENSG00000184612	17530899	6	17531652	RPL7P26
ENSG00000218359	17582034	6	17582305	SUMO2P13
ENSG00000286885	17586899	6	17600191	AL138824.1
ENSG00000137414	17600302	6	17611715	FAM8A1
ENSG00000124789	17615035	6	17706925	NUP153
ENSG00000206881	17619533	6	17619634	RNU6-190P
ENSG00000272269	17706257	6	17707344	AL138724.2
ENSG00000201415	17721786	6	17721903	RNA5SP204
ENSG00000201442	17737458	6	17737556	AL138724.1
ENSG00000137177	17759183	6	17987635	KIF13A
ENSG00000220920	17953572	6	17953930	AL023807.1
ENSG00000187566	18120440	6	18122677	NHLRC1
ENSG00000137364	18128311	6	18155077	TPMT
ENSG00000165097	18155329	6	18223854	KDM1B
ENSG00000124795	18223860	6	18264548	DEK
ENSG00000199715	18273165	6	18273266	AL031774.1
ENSG00000278102	18304854	6	18305045	AL138825.1
ENSG00000200681	18306973	6	18307079	RNU6-263P
ENSG00000217414	18363417	6	18365423	DDX18P3
ENSG00000218976	18366736	6	18368644	AL138725.1
ENSG00000137393	18387350	6	18468870	RNF144B
ENSG00000283408	18522735	6	18674001	MIR548A1HG
ENSG00000207775	18571784	6	18571880	MIR548A1
ENSG00000217379	19143695	6	19144160	AL589647.1
ENSG00000231662	19290319	6	19321021	AL357052.1
ENSG00000228412	19323428	6	19839080	LNC-LBCS
ENSG00000218643	19348181	6	19349076	RPL5P20
ENSG00000201523	19438283	6	19438418	RNA5SP205
ENSG00000214012	19612755	6	19614036	KRT18P38
ENSG00000217314	19638040	6	19638808	UQCRFS1P3
ENSG00000200957	19642425	6	19642529	RNU6-801P
ENSG00000172201	19837370	6	19842197	ID4
ENSG00000287138	19892397	6	19894214	AL022726.1
ENSG00000229700	20042455	6	20042940	AL008627.1
ENSG00000172197	20099684	6	20212469	MBOAT1
ENSG00000227803	20212087	6	20317739	AL158198.1
ENSG00000287614	20265720	6	20307200	AL158198.2
ENSG00000286590	20321461	6	20333193	AL132775.1
ENSG00000287483	20329922	6	20334411	AL132775.2
ENSG00000112242	20401879	6	20493714	E2F3
ENSG00000240869	20421583	6	20421887	RN7SL128P
ENSG00000224707	20437821	6	20440178	E2F3-IT1
ENSG00000222431	20452369	6	20452473	RNU6-141P
ENSG00000201683	20500175	6	20500276	AL136303.1
ENSG00000145996	20534457	6	21232404	CDKAL1
ENSG00000225832	20722328	6	20723655	AL035090.1
ENSG00000233848	20756103	6	20800694	AL513188.1
ENSG00000252046	20993474	6	20993568	RNU6-150P
ENSG00000287404	21233168	6	21271132	AL451080.1
ENSG00000227089	21354411	6	21355296	AL031767.1
ENSG00000286368	21369690	6	21383200	AL031767.2
ENSG00000280989	21485896	6	21521414	LINC00581
ENSG00000231754	21521678	6	21523783	AL512380.1
ENSG00000283480	21528739	6	21595593	AL512380.2
ENSG00000124766	21593751	6	21598619	SOX4
ENSG00000220771	21602128	6	21602383	BOLA2P3
ENSG00000272168	21664185	6	22654455	CASC15
ENSG00000280443	21822536	6	21822737	AL136313.1
ENSG00000222515	22085544	6	22085918	RN7SKP240
ENSG00000260455	22133205	6	22147193	NBAT1
ENSG00000219404	22213306	6	22214237	AL359694.1
ENSG00000172179	22287244	6	22302826	PRL
ENSG00000112273	22569566	6	22571666	HDGFL1
ENSG00000228772	22589137	6	22593833	AL033539.1
ENSG00000286954	22663507	6	22675493	AL033539.2
ENSG00000233358	22744395	6	23031780	AL035401.1
ENSG00000218476	23102680	6	23103546	AL591416.1
ENSG00000207394	23124981	6	23125087	RNU6-1060P
ENSG00000235743	23337711	6	23404132	AL139231.1
ENSG00000219453	23649496	6	23649774	AL133270.1
ENSG00000278128	23854139	6	23857646	AL139093.1
ENSG00000218512	23856698	6	23856818	SPTLC1P2
ENSG00000220748	23971879	6	23972941	AL032822.1
ENSG00000219582	24001824	6	24002433	HNRNPA1P58
ENSG00000152954	24126186	6	24154900	NRSN1
ENSG00000251830	24166273	6	24166374	FO393410.1
ENSG00000146038	24171755	6	24358059	DCDC2
ENSG00000146049	24356903	6	24358285	KAAG1
ENSG00000202050	24365651	6	24365754	RNU6-391P
ENSG00000124532	24402908	6	24426194	MRS2
ENSG00000112293	24424565	6	24495205	GPLD1
ENSG00000112294	24494867	6	24537207	ALDH5A1
ENSG00000137261	24544104	6	24646191	KIAA0319
ENSG00000218186	24598012	6	24599790	KRT8P43
ENSG00000111802	24649979	6	24666930	TDP2
ENSG00000112304	24667035	6	24705065	ACOT13
ENSG00000272345	24700907	6	24701793	AL031775.1
ENSG00000112308	24704861	6	24719998	C6orf62
ENSG00000272402	24706747	6	24707151	AL031775.2
ENSG00000224164	24721658	6	24751960	LINC02828
ENSG00000218806	24750671	6	24751625	AL133264.1
ENSG00000112312	24774931	6	24786099	GMNN
ENSG00000260286	24797335	6	24798917	ARMH2
ENSG00000282804	24797373	6	24809798	AL512428.1
ENSG00000111913	24804282	6	25042170	RIPOR2
ENSG00000217083	24947880	6	24948344	MTCO2P33
ENSG00000214975	24976419	6	24976982	PPIAP29
ENSG00000286633	25012985	6	25015696	AL160400.1
ENSG00000220517	25023247	6	25024483	ASS1P1
ENSG00000244618	25031009	6	25031287	RN7SL334P
ENSG00000229313	25041839	6	25056664	AL133268.3
ENSG00000223623	25053627	6	25057073	AL133268.2
ENSG00000168405	25061626	6	25452263	CMAHP
ENSG00000285801	25061796	6	25134971	AL133268.4
ENSG00000219682	25140003	6	25141403	AL133268.1
ENSG00000262400	25152547	6	25152883	AL590084.3
ENSG00000217805	25181359	6	25181745	AL590084.1
ENSG00000219681	25218688	6	25219069	AL590084.2
ENSG00000271108	25248263	6	25248779	KATNBL1P5
ENSG00000216718	25261239	6	25261731	AL024509.3
ENSG00000213972	25272200	6	25273751	AL024509.2
ENSG00000079691	25279078	6	25620530	CARMIL1
ENSG00000207286	25287432	6	25287533	AL024509.1
ENSG00000207490	25383599	6	25383702	RNU6-987P
ENSG00000286933	25632673	6	25640931	AL022170.1
ENSG00000079689	25652201	6	25701783	SCGN
ENSG00000217408	25678769	6	25679164	PRELID1P2
ENSG00000164508	25726063	6	25726562	H2AC1
ENSG00000146047	25726777	6	25727345	H2BC1
ENSG00000178762	25731782	6	25732091	H2BC2P
ENSG00000216436	25732497	6	25732827	H2AC2P
ENSG00000146039	25754699	6	25781199	SLC17A4
ENSG00000124568	25782915	6	25832052	SLC17A1
ENSG00000124564	25833066	6	25882286	SLC17A3
ENSG00000242387	25882026	6	25882395	H2AC3P
ENSG00000277410	25885419	6	25885751	H2BP5
ENSG00000112337	25912754	6	25930726	SLC17A2
ENSG00000112343	25962802	6	25991231	TRIM38
ENSG00000272558	25983812	6	25999167	U91328.2
ENSG00000272462	25992641	6	26001775	U91328.1
ENSG00000272810	26013241	6	26013757	U91328.3
ENSG00000224447	26016379	6	26016601	H3P26
ENSG00000124610	26017032	6	26017787	H1-1
ENSG00000275714	26020451	6	26020958	H3C1
ENSG00000278637	26021649	6	26022050	H4C1
ENSG00000278705	26026815	6	26027252	H4C2
ENSG00000286522	26031589	6	26032099	H3C2
ENSG00000278463	26033092	6	26033618	H2AC4
ENSG00000276410	26043227	6	26043713	H2BC3
ENSG00000234816	26043989	6	26044357	H2AC5P
ENSG00000287080	26045384	6	26045869	H3C3
ENSG00000187837	26055740	6	26056470	H1-2
ENSG00000010704	26087281	6	26098343	HFE
ENSG00000197061	26103933	6	26104337	H4C3
ENSG00000187475	26107412	6	26108135	H1-6
ENSG00000180596	26114873	6	26123926	H2BC4
ENSG00000180573	26124145	6	26139116	H2AC6
ENSG00000168298	26156329	6	26157115	H1-4
ENSG00000158373	26158146	6	26171349	H2BC5
ENSG00000283064	26160765	6	26172802	AL353759.1
ENSG00000217159	26164072	6	26164363	LARP1P1
ENSG00000274290	26172059	6	26184655	H2BC6
ENSG00000277157	26188710	6	26189112	H4C4
ENSG00000216331	26195554	6	26196633	H1-12P
ENSG00000282988	26195595	6	26199293	AL031777.2
ENSG00000197409	26196784	6	26197286	H3C4
ENSG00000196866	26198784	6	26199293	H2AC7
ENSG00000277224	26199520	6	26200715	H2BC7
ENSG00000217275	26202156	6	26202654	AL031777.1
ENSG00000276966	26204552	6	26206038	H4C5
ENSG00000273802	26215159	6	26216692	H2BC8
ENSG00000277075	26216975	6	26217483	H2AC8
ENSG00000277720	26219045	6	26219240	H3C5P
ENSG00000274750	26224199	6	26227473	H3C6
ENSG00000218281	26233122	6	26233255	H2AC9P
ENSG00000124575	26234212	6	26234987	H1-3
ENSG00000274618	26240393	6	26240793	H4C6
ENSG00000275663	26246611	6	26246996	H4C7
ENSG00000277775	26250142	6	26250635	H3C7
ENSG00000275713	26251651	6	26253710	H2BC9
ENSG00000273983	26269405	6	26271815	H3C8
ENSG00000218690	26272021	6	26272701	H2AC10P
ENSG00000278588	26272931	6	26273412	H2BC10
ENSG00000158406	26277609	6	26285638	H4C8
ENSG00000220875	26321876	6	26322292	H3C9P
ENSG00000287050	26324705	6	26331900	AL021917.1
ENSG00000186470	26365159	6	26378320	BTN3A2
ENSG00000124508	26383096	6	26394874	BTN2A2
ENSG00000026950	26402237	6	26415208	BTN3A1
ENSG00000124549	26421391	6	26432383	BTN2A3P
ENSG00000111801	26440472	6	26453415	BTN3A3
ENSG00000112763	26457904	6	26476621	BTN2A1
ENSG00000284688	26477872	6	26478533	AL121936.2
ENSG00000124557	26501221	6	26510422	BTN1A1
ENSG00000199289	26519351	6	26519458	RNU6-502P
ENSG00000228223	26521709	6	26527404	HCG11
ENSG00000182952	26538366	6	26546933	HMGN4
ENSG00000284607	26569324	6	26574698	AL121936.1
ENSG00000146109	26596953	6	26600739	ABT1
ENSG00000275846	26602733	6	26606661	AL513548.3
ENSG00000271071	26611903	6	26613109	AL513548.2
ENSG00000181315	26634383	6	26659752	ZNF322
ENSG00000285571	26677003	6	26683211	AL513548.4
ENSG00000261584	26686241	6	26687964	AL513548.1
ENSG00000241549	26871484	6	26956554	GUSBP2
ENSG00000243307	26896952	6	26898777	POM121L6P
ENSG00000224843	26956932	6	27059749	LINC00240
ENSG00000272312	27001208	6	27001648	AL133255.1
ENSG00000287966	27018935	6	27020280	AL590062.1
ENSG00000220581	27033435	6	27034310	VN1R12P
ENSG00000216762	27060365	6	27061249	VN1R13P
ENSG00000219770	27083280	6	27084147	VN1R11P
ENSG00000222800	27109790	6	27109980	RNU2-62P
ENSG00000272468	27122657	6	27123221	AL021807.1
ENSG00000124635	27125897	6	27132795	H2BC11
ENSG00000196787	27133042	6	27135291	H2AC11
ENSG00000276180	27138588	6	27139881	H4C9
ENSG00000197903	27146361	6	27146855	H2BC12
ENSG00000274997	27147106	6	27147562	H2AC12
ENSG00000265565	27147626	6	27147688	MIR3143
ENSG00000174572	27211244	6	27211913	RPL10P2
ENSG00000112812	27247701	6	27256624	PRSS16
ENSG00000270935	27268113	6	27269229	AL021808.1
ENSG00000158553	27285903	6	27312170	POM121L2
ENSG00000220758	27324894	6	27325768	VN1R10P
ENSG00000204789	27357825	6	27360221	ZNF204P
ENSG00000124613	27374615	6	27403904	ZNF391
ENSG00000271755	27404010	6	27406964	AL031118.1
ENSG00000237154	27407697	6	27407996	MCFD2P1
ENSG00000096654	27450743	6	27473118	ZNF184
ENSG00000285849	27454568	6	27457575	AL021918.4
ENSG00000286652	27473194	6	27494436	AL021918.5
ENSG00000285703	27491422	6	27519435	AL021918.3
ENSG00000278332	27510501	6	27510694	AL021918.2
ENSG00000270666	27515039	6	27515274	AL021918.1
ENSG00000218347	27523076	6	27524339	HNRNPA1P1
ENSG00000219738	27560822	6	27561744	CD83P1
ENSG00000206671	27596412	6	27596517	RNU6-471P
ENSG00000216676	27652602	6	27652825	AL031229.1
ENSG00000287674	27679971	6	27680555	AL009179.3
ENSG00000281706	27694035	6	27713352	AL009179.1
ENSG00000216915	27737000	6	27738494	GPR89P
ENSG00000287252	27759870	6	27763184	AL009179.2
ENSG00000218069	27780619	6	27781111	RSL24D1P1
ENSG00000217862	27807075	6	27807339	H4C10P
ENSG00000185130	27807444	6	27807931	H2BC13
ENSG00000196747	27808199	6	27808701	H2AC13
ENSG00000278828	27810064	6	27811300	H3C10
ENSG00000276368	27814302	6	27814777	H2AC14
ENSG00000273703	27815022	6	27815489	H2BC14
ENSG00000197238	27824092	6	27824480	H4C11
ENSG00000273542	27831174	6	27831560	H4C12
ENSG00000233822	27837760	6	27865798	H2BC15
ENSG00000275221	27837880	6	27838375	H2AC15
ENSG00000217646	27864062	6	27864401	H2BC16P
ENSG00000276903	27865317	6	27865798	H2AC16
ENSG00000184357	27866792	6	27867588	H1-5
ENSG00000275379	27871845	6	27872346	H3C11
ENSG00000275126	27873148	6	27873534	H4C13
ENSG00000197153	27890315	6	27893106	H3C12
ENSG00000278677	27892699	6	27893185	H2AC17
ENSG00000274641	27893425	6	27893891	H2BC17
ENSG00000238610	27897504	6	27897566	RNU7-26P
ENSG00000168131	27911185	6	27912396	OR2B2
ENSG00000168126	27937465	6	27938403	OR2W6P
ENSG00000124657	27957241	6	27958182	OR2B6
ENSG00000214374	27965175	6	27965514	RPLP2P1
ENSG00000216629	27977150	6	27978075	OR2W4P
ENSG00000217539	28010723	6	28012355	IQCB2P
ENSG00000269293	28015122	6	28137293	ZSCAN16-AS1
ENSG00000199851	28015568	6	28015777	AL121944.1
ENSG00000217315	28033947	6	28034855	OR2W2P
ENSG00000187763	28046434	6	28047367	OR2B7P
ENSG00000182477	28053228	6	28054165	OR2B8P
ENSG00000220721	28073316	6	28074260	OR1F12
ENSG00000272009	28078792	6	28081130	AL121944.2
ENSG00000197279	28080568	6	28089563	ZNF165
ENSG00000219891	28091154	6	28093664	ZSCAN12P1
ENSG00000219392	28115628	6	28116551	ZNF602P
ENSG00000196812	28124609	6	28130082	ZSCAN16
ENSG00000261839	28136849	6	28139678	AL358933.1
ENSG00000198315	28141883	6	28159460	ZKSCAN8
ENSG00000226314	28161769	6	28169594	ZNF192P1
ENSG00000280107	28170845	6	28172521	AL022393.1
ENSG00000216901	28176188	6	28176674	ZNF603P
ENSG00000218016	28188050	6	28189432	ZNF192P2
ENSG00000176933	28217643	6	28218634	TOB2P1
ENSG00000137185	28224886	6	28233482	ZSCAN9
ENSG00000187626	28241697	6	28252269	ZKSCAN4
ENSG00000189134	28259297	6	28260958	NKAPL
ENSG00000197062	28267010	6	28278224	ZSCAN26
ENSG00000276302	28267121	6	28281580	AL021997.3
ENSG00000137338	28281572	6	28302549	PGBD1
ENSG00000273712	28315613	6	28315883	AL021997.2
ENSG00000270326	28319660	6	28319852	AL021997.1
ENSG00000235109	28324693	6	28356271	ZSCAN31
ENSG00000189298	28349947	6	28369172	ZKSCAN3
ENSG00000158691	28378955	6	28399734	ZSCAN12
ENSG00000251877	28410270	6	28410456	RNU2-45P
ENSG00000187987	28431930	6	28443502	ZSCAN23
ENSG00000231162	28446973	6	28447807	COX11P1
ENSG00000219262	28455648	6	28456141	OR2E1P
ENSG00000287804	28476996	6	28489455	Z98745.2
ENSG00000286819	28489896	6	28491661	Z98745.1
ENSG00000198704	28503296	6	28528215	GPX6
ENSG00000224586	28525881	6	28534955	GPX5
ENSG00000232040	28570535	6	28616212	ZBED9
ENSG00000246350	28587378	6	28591747	AL049543.1
ENSG00000271440	28633381	6	28633594	AL121932.1
ENSG00000287279	28634861	6	28649538	AL121932.2
ENSG00000235570	28648286	6	28649066	LINC00533
ENSG00000237425	28732017	6	28732904	RPSAP2
ENSG00000235559	28783633	6	28784004	NOP56P1
ENSG00000225173	28837869	6	28839006	AL662890.1
ENSG00000225595	28859625	6	28864630	LINC01623
ENSG00000213916	28861416	6	28862047	RPL13P
ENSG00000233366	28888832	6	28889906	ZNF90P2
ENSG00000224157	28896530	6	28897322	HCG14
ENSG00000204713	28903002	6	28923988	TRIM27
ENSG00000212240	28915645	6	28915744	RNU6-930P
ENSG00000204709	28943877	6	28944537	LINC01556
ENSG00000228666	28969130	6	28970460	KRT18P1
ENSG00000263426	28977475	6	28977773	RN7SL471P
ENSG00000227214	28986203	6	28987484	HCG15
ENSG00000244349	28986800	6	28988536	AL662791.1
ENSG00000197935	28994785	6	29005316	ZNF311
ENSG00000223677	29026680	6	29027607	OR2AD1P
ENSG00000277661	29036021	6	29076524	AL662791.2
ENSG00000204704	29044213	6	29045240	OR2W1
ENSG00000236909	29071824	6	29072599	OR2P1P
ENSG00000228364	29076573	6	29077168	SAR1AP1
ENSG00000204703	29086208	6	29087313	OR2B3
ENSG00000204702	29099657	6	29102701	OR2J1
ENSG00000204701	29108059	6	29114770	OR2J3
ENSG00000227206	29124210	6	29128908	AL645937.2
ENSG00000203492	29137410	6	29142934	AL645937.1
ENSG00000284656	29162475	6	29166201	AL645937.4
ENSG00000204700	29170907	6	29175811	OR2J2
ENSG00000224233	29181510	6	29182445	OR2J4P
ENSG00000230598	29212886	6	29216933	AL645937.3
ENSG00000197171	29223973	6	29292963	AL672167.1
ENSG00000213911	29229227	6	29230157	OR2G1P
ENSG00000204697	29262703	6	29264079	OR2U1P
ENSG00000242524	29268462	6	29269421	OR2U2P
ENSG00000204695	29301701	6	29313017	OR14J1
ENSG00000230056	29329626	6	29331061	DDX6P1
ENSG00000243729	29353749	6	29431967	OR5V1
ENSG00000112462	29373423	6	29375291	OR12D3
ENSG00000280236	29395631	6	29398008	OR12D2
ENSG00000251608	29414928	6	29418905	OR12D1
ENSG00000204694	29425504	6	29457071	OR11A1
ENSG00000206474	29439306	6	29440977	OR10C1
ENSG00000277881	29450210	6	29450558	AL645927.1
ENSG00000204688	29457181	6	29464328	OR2H1
ENSG00000225797	29464596	6	29469806	UBDP1
ENSG00000230164	29475025	6	29476071	MAS1LP1
ENSG00000204687	29486697	6	29487956	MAS1L
ENSG00000213900	29489271	6	29489676	RPS17P1
ENSG00000229274	29497475	6	29510558	LINC02829
ENSG00000224582	29528721	6	29533665	LINC01015
ENSG00000229281	29537704	6	29538787	GPR53P
ENSG00000237988	29550407	6	29557721	OR2I1P
ENSG00000213886	29555515	6	29559732	UBD
ENSG00000204681	29555629	6	29633976	GABBR1
ENSG00000232173	29573909	6	29574836	OR2H5P
ENSG00000227609	29577459	6	29577748	TMEM183AP1
ENSG00000201330	29582249	6	29582332	SNORD32B
ENSG00000231301	29582508	6	29583025	RPL13AP
ENSG00000204657	29585121	6	29590500	OR2H2
ENSG00000235238	29636060	6	29636343	SUMO2P1
ENSG00000204655	29657002	6	29672372	MOG
ENSG00000204644	29672392	6	29681110	ZFP57
ENSG00000233916	29708125	6	29708547	ZDHHC20P1
ENSG00000204642	29722775	6	29738528	HLA-F
ENSG00000225864	29722981	6	29723971	AL645939.2
ENSG00000214922	29726601	6	29749049	HLA-F-AS1
ENSG00000239257	29726669	6	29727139	RPL23AP1
ENSG00000273340	29741731	6	29748969	MICE
ENSG00000227758	29748289	6	29748513	AL645939.3
ENSG00000199290	29750371	6	29750472	AL645939.1
ENSG00000235821	29750729	6	29751148	IFITM4P
ENSG00000272236	29751965	6	29752207	AL645939.5
ENSG00000285761	29752573	6	29763295	AL645939.6
ENSG00000270896	29763258	6	29763392	AL645939.4
ENSG00000181126	29790954	6	29797811	HLA-V
ENSG00000176998	29791753	6	29792750	HCG4
ENSG00000261548	29800415	6	29802425	HLA-P
ENSG00000213880	29803195	6	29803991	RPL7AP7
ENSG00000237042	29812565	6	29812696	MICG
ENSG00000204632	29826967	6	29831125	HLA-G
ENSG00000229142	29827385	6	29828364	HCG4P8
ENSG00000285799	29849550	6	29885615	AL645929.3
ENSG00000281831	29871895	6	29873783	AL645929.2
ENSG00000230521	29887294	6	29888268	AL645929.1
ENSG00000206341	29887752	6	29890482	HLA-H
ENSG00000231130	29896654	6	29897786	HLA-T
ENSG00000233677	29906543	6	29906909	DDX39BP1
ENSG00000235963	29907783	6	29908645	MCCD1P1
ENSG00000227262	29925983	6	29926973	HCG4B
ENSG00000230795	29926459	6	29929232	HLA-K
ENSG00000228078	29934101	6	29934286	HLA-U
ENSG00000206503	29941260	6	29945884	HLA-A
ENSG00000227766	29942075	6	29943067	AL671277.1
ENSG00000235290	29956596	6	29958570	HLA-W
ENSG00000229390	29970801	6	29972464	MICD
ENSG00000204625	29975112	6	29978410	HCG9
ENSG00000238024	29993209	6	29993605	DDX39BP2
ENSG00000224312	29994437	6	29995314	MCCD1P2
ENSG00000204623	30001011	6	30061640	ZNRD1ASP
ENSG00000204622	30005971	6	30009956	HLA-J
ENSG00000237669	30006121	6	30007116	AL671277.2
ENSG00000232757	30031713	6	30033003	ETF1P1
ENSG00000278104	30035916	6	30035983	AL669914.3
ENSG00000275856	30058115	6	30058190	AL669914.2
ENSG00000066379	30058899	6	30064909	ZNRD1
ENSG00000278773	30061080	6	30061183	AL669914.4
ENSG00000204619	30066709	6	30070333	PPP1R11
ENSG00000204618	30070266	6	30075887	RNF39
ENSG00000204616	30102897	6	30113090	TRIM31
ENSG00000231226	30105240	6	30114724	TRIM31-AS1
ENSG00000252228	30132805	6	30132966	AL669914.1
ENSG00000204614	30136124	6	30148735	TRIM40
ENSG00000204613	30151943	6	30161211	TRIM10
ENSG00000204610	30163206	6	30172693	TRIM15
ENSG00000234127	30184455	6	30213427	TRIM26
ENSG00000233892	30186798	6	30188614	PAIP1P1
ENSG00000270604	30234039	6	30326134	HCG17
ENSG00000236475	30238301	6	30242279	TRIM26BP
ENSG00000243753	30259584	6	30293014	HLA-L
ENSG00000280128	30282349	6	30286054	AL662795.2
ENSG00000231074	30286690	6	30327382	HCG18
ENSG00000204599	30326479	6	30343729	TRIM39
ENSG00000248167	30328907	6	30346854	TRIM39-RPP21
ENSG00000241370	30345131	6	30346884	RPP21
ENSG00000224372	30351416	6	30351550	HLA-N
ENSG00000224486	30359278	6	30359911	AL662795.1
ENSG00000236405	30363112	6	30364280	UBQLN1P1
ENSG00000226577	30414715	6	30419319	MICC
ENSG00000286301	30451139	6	30456212	AL662873.1
ENSG00000229068	30466452	6	30467994	TMPOP1
ENSG00000224936	30468882	6	30470251	SUCLA2P1
ENSG00000236603	30485940	6	30486590	RANP1
ENSG00000204592	30489509	6	30494194	HLA-E
ENSG00000235781	30516266	6	30519217	LINC02569
ENSG00000204590	30541377	6	30557174	GNL1
ENSG00000204576	30557280	6	30563723	PRR3
ENSG00000204574	30571393	6	30597179	ABCF1
ENSG00000216101	30584332	6	30584417	MIR877
ENSG00000204569	30600413	6	30618612	PPP1R10
ENSG00000204568	30617840	6	30626395	MRPS18B
ENSG00000137343	30626842	6	30646823	ATAT1
ENSG00000228415	30633632	6	30633956	PTMAP1
ENSG00000204564	30647039	6	30653210	C6orf136
ENSG00000204560	30653119	6	30673006	DHX16
ENSG00000146112	30676389	6	30687895	PPP1R18
ENSG00000137404	30688047	6	30691420	NRM
ENSG00000230449	30696806	6	30697535	RPL7P4
ENSG00000137337	30699807	6	30717447	MDC1
ENSG00000224328	30703067	6	30713184	MDC1-AS1
ENSG00000196230	30720352	6	30725426	TUBB
ENSG00000272540	30723105	6	30723877	AL662797.2
ENSG00000137312	30727709	6	30742732	FLOT1
ENSG00000201988	30736304	6	30736414	AL662797.1
ENSG00000272273	30742929	6	30743592	IER3-AS1
ENSG00000137331	30743199	6	30744548	IER3
ENSG00000228022	30743790	6	30792250	HCG20
ENSG00000263608	30751038	6	30751289	RN7SL353P
ENSG00000214894	30798654	6	30830659	LINC00243
ENSG00000237923	30839526	6	30848159	LINC02570
ENSG00000202241	30864250	6	30864552	RN7SKP186
ENSG00000237775	30866982	6	30875918	DDR1-DT
ENSG00000204580	30876421	6	30900156	DDR1
ENSG00000284370	30890883	6	30890972	MIR4640
ENSG00000213780	30908207	6	30914106	GTF2H4
ENSG00000288473	30908242	6	30926459	AL669830.2
ENSG00000137411	30914205	6	30926459	VARS2
ENSG00000196260	30931353	6	30955636	SFTA2
ENSG00000252761	30932618	6	30932709	AL669830.1
ENSG00000168631	30934523	6	30954221	MUCL3
ENSG00000233529	30945979	6	30954862	HCG21
ENSG00000275906	30961403	6	30962396	NAPGP2
ENSG00000204544	30983718	6	30989903	MUC21
ENSG00000261272	31010474	6	31035402	MUC22
ENSG00000228789	31053450	6	31059890	HCG22
ENSG00000222895	31083010	6	31083109	RNU6-1133P
ENSG00000204542	31111223	6	31112575	C6orf15
ENSG00000204540	31114750	6	31140092	PSORS1C1
ENSG00000204539	31115087	6	31120446	CDSN
ENSG00000204538	31137534	6	31139066	PSORS1C2
ENSG00000238211	31140727	6	31140913	POLR2LP1
ENSG00000204536	31142439	6	31158238	CCHCR1
ENSG00000137310	31158547	6	31167159	TCF19
ENSG00000204531	31164337	6	31180731	POU5F1
ENSG00000204528	31173735	6	31177899	PSORS1C3
ENSG00000272501	31195200	6	31198037	AL662844.4
ENSG00000206344	31197760	6	31203968	HCG27
ENSG00000271821	31200165	6	31201918	AL662844.3
ENSG00000255726	31222913	6	31223093	AL662844.1
ENSG00000255899	31224342	6	31225058	AL662844.2
ENSG00000204525	31268749	6	31272130	HLA-C
ENSG00000234745	31269491	6	31357188	HLA-B
ENSG00000214892	31275572	6	31278754	USP8P1
ENSG00000227939	31280317	6	31281519	RPL3P2
ENSG00000231402	31287510	6	31288964	WASF5P
ENSG00000256166	31293908	6	31301642	LINC02571
ENSG00000229836	31307815	6	31308549	AL671883.1
ENSG00000277402	31355224	6	31355316	MIR6891
ENSG00000271581	31356647	6	31357637	AL671883.2
ENSG00000228432	31366352	6	31366898	DHFRP2
ENSG00000285647	31367057	6	31376088	AL671883.3
ENSG00000201658	31370134	6	31370240	RNU6-283P
ENSG00000230994	31377419	6	31378019	FGFR3P1
ENSG00000223702	31380411	6	31380839	ZDHHC20P2
ENSG00000225851	31382074	6	31382288	HLA-S
ENSG00000272221	31394289	6	31395495	AL645933.3
ENSG00000204520	31399784	6	31415315	MICA
ENSG00000288587	31400702	6	31463705	AL645933.5
ENSG00000199332	31402152	6	31402250	AL645933.1
ENSG00000230174	31441667	6	31446973	LINC01149
ENSG00000233902	31462728	6	31463336	AL645933.2
ENSG00000206337	31463170	6	31478936	HCP5
ENSG00000286940	31479973	6	31494935	AL645933.4
ENSG00000204516	31494881	6	31511124	MICB
ENSG00000201680	31496689	6	31496790	AL663061.1
ENSG00000256851	31515979	6	31516211	AL663061.2
ENSG00000219797	31519480	6	31520291	PPIAP9
ENSG00000225499	31528114	6	31528693	RPL15P4
ENSG00000204511	31528962	6	31530232	MCCD1
ENSG00000198563	31530219	6	31542448	DDX39B
ENSG00000254870	31530219	6	31546608	ATP6V1G2-DDX39B
ENSG00000201785	31536374	6	31536449	SNORD117
ENSG00000265236	31541101	6	31541178	SNORD84
ENSG00000234006	31542304	6	31543138	DDX39B-AS1
ENSG00000213760	31544462	6	31548427	ATP6V1G2
ENSG00000204498	31546870	6	31558829	NFKBIL1
ENSG00000226979	31572054	6	31574324	LTA
ENSG00000232810	31575565	6	31578336	TNF
ENSG00000227507	31580525	6	31582522	LTB
ENSG00000204482	31586124	6	31588909	LST1
ENSG00000204475	31588895	6	31593006	NCR3
ENSG00000230622	31611083	6	31611356	UQCRHP1
ENSG00000204472	31615217	6	31617021	AIF1
ENSG00000204469	31620715	6	31637771	PRRC2A
ENSG00000200816	31623079	6	31623210	SNORA38
ENSG00000274494	31633787	6	31633858	MIR6832
ENSG00000204463	31639028	6	31652705	BAG6
ENSG00000204444	31652416	6	31658210	APOM
ENSG00000204439	31658298	6	31660778	C6orf47
ENSG00000227198	31658329	6	31660721	C6orf47-AS1
ENSG00000204438	31661228	6	31666283	GPANK1
ENSG00000201207	31663288	6	31663401	AL662899.1
ENSG00000204435	31665236	6	31670343	CSNK2B
