gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
MT-TN	yes	no	no	0	0	0	0	chrMT	5657	5729	0	25729	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TC	yes	no	no	0	0	0	0	chrMT	5761	5826	0	25826	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TY	yes	no	no	0	0	0	0	chrMT	5826	5891	0	25891	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-CO1	yes	no	no	0	0	0	0	chrMT	5904	7445	0	27445	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TS1	yes	no	no	0	0	0	0	chrMT	7446	7514	0	27514	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TD	yes	no	no	0	0	0	0	chrMT	7518	7585	0	27585	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-CO2	yes	no	no	0	0	0	0	chrMT	7586	8269	0	28269	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TK	yes	no	no	0	0	0	0	chrMT	8295	8364	0	28364	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ATP8	yes	no	no	0	0	0	0	chrMT	8366	8572	0	28572	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ATP6	yes	no	no	0	0	0	0	chrMT	8527	9207	0	29207	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-CO3	yes	no	no	0	0	0	0	chrMT	9207	9990	0	29990	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TG	yes	no	no	0	0	0	0	chrMT	9991	10058	0	30058	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ND3	yes	no	no	0	0	0	0	chrMT	10059	10404	0	30404	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TR	yes	no	no	0	0	0	0	chrMT	10405	10469	0	30469	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ND4L	yes	no	no	0	0	0	0	chrMT	10470	10766	0	30766	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ND4	yes	no	no	0	0	0	0	chrMT	10760	12137	0	32137	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TH	yes	no	no	0	0	0	0	chrMT	12138	12206	0	32206	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TS2	yes	no	no	0	0	0	0	chrMT	12207	12265	0	32265	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TL2	yes	no	no	0	0	0	0	chrMT	12266	12336	0	32336	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ND5	yes	no	no	0	0	0	0	chrMT	12337	14148	0	34148	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-ND6	yes	no	no	0	0	0	0	chrMT	14149	14673	0	34673	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TE	yes	no	no	0	0	0	0	chrMT	14674	14742	0	34742	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-CYB	yes	no	no	0	0	0	0	chrMT	14747	15887	0	35887	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TT	yes	no	no	0	0	0	0	chrMT	15888	15953	0	35953	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
MT-TP	yes	no	no	0	0	75067	1	chrMT	15956	16023	0	36023	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
SHOX	yes	no	no	0	0	54895	0.842283733	chrX	624344	659411	604344	679411	NA	NA	0	0	NA	NA	0	0	0	0	14360	0.409501811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3005	0.085693102	0	NA	0	NA	0	NA
CRLF2	no	yes	no	0	0	75267	0.922604528	chrX	1187549	1212723	1167549	1232723	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149	0.045642329	0	NA	0	NA	0	NA
CSF2RA	yes	no	no	0	0	114604	1	chrX	1268800	1310381	1248800	1330381	NA	NA	0	0	NA	NA	0	0	0	0	26236	0.630961256	0	0	0	0	0	0	0	0	0	0	0	0	2531	0.060869147	4412	0.106106154	0	NA	0	NA	0	NA
P2RY8	no	yes	no	0	0	68022	1	chrX	1462581	1537185	1442581	1557185	NA	NA	0	0	NA	NA	0	0	0	0	21968	0.294461423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4563	0.06116294	0	NA	0	NA	0	NA
ASMT	yes	no	no	0	0	115247	1	chrX	1615059	1643081	1595059	1663081	NA	NA	0	0	NA	NA	0	0	0	0	9902	0.353365213	0	0	0	0	0	0	0	0	0	0	0	0	5435	0.19395475	7162	0.255584898	0	NA	0	NA	0	NA
XG	yes	no	no	0	0	145220	1	chrX	2752048	2816500	2732048	2847295	NA	NA	0	0	NA	NA	0	0	0	0	2281	0.035390678	0	0	0	0	0	0	0	0	0	0	0	0	64078	0.994197232	64078	0.994197232	0	NA	0	NA	0	NA
GYG2	yes	no	no	0	0	428230	1	chrX	2828822	2882820	2780766	2925986	NA	NA	0	0	NA	NA	0	0	0	0	2996	0.055483536	0	0	0	0	0	0	0	0	0	0	0	0	18473	0.342105263	19363	0.358587355	0	NA	0	NA	0	NA
NLGN4X	yes	no	yes	0	0	697121	1	chrX	5840637	6228867	5820637	6248867	NA	NA	0	0	NA	NA	0	0	0	0	3589	0.00924452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3432	0.008840121	0	NA	0	NA	0	NA
STS	yes	no	no	0	0	317742	1	chrX	7147237	7804358	7127237	7824358	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10657	0.016217713	29156	0.044369302	0	NA	0	NA	0	NA
TBL1X	yes	no	no	0	0	100951	1	chrX	9463295	9741037	9443295	9761037	NA	NA	0	0	NA	NA	0	0	0	0	487	0.001753426	0	0	0	0	0	0	0	0	0	0	0	0	1507	0.005425899	2691	0.009688848	0	NA	0	NA	0	NA
GPR143	yes	no	no	0	0	120715	1	chrX	9725346	9786297	9705346	9806297	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0.003281324	0	NA	0	NA	0	NA
CLCN4	yes	no	yes	0	0	428344	1	chrX	10156945	10237660	10136945	10257660	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0.007743294	0	NA	0	NA	0	NA
MID1	yes	no	yes	0	0	51785	1	chrX	10445310	10833654	10425310	10853654	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	0.002714089	19071	0.049108522	0	NA	0	NA	0	NA
HCCS	yes	no	no	0	0	588269	1	chrX	11111301	11123086	11091301	11143086	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
ARHGAP6	yes	no	no	0	0	47348	1	chrX	11117651	11665920	11097651	11685920	NA	NA	0	0	NA	NA	0	0	0	0	1158	0.002112102	0	0	0	0	0	0	0	0	0	0	0	0	28105	0.051261333	42730	0.077936196	0	NA	0	NA	0	NA
AMELX	yes	no	no	0	0	942100	1	chrX	11293413	11300761	11273413	11320761	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.36E-04	0	NA	0	NA	0	NA
FRMPD4	yes	no	no	0	0	42163	1	chrX	11822423	12724523	11802423	12744523	NA	NA	0	0	NA	NA	0	0	0	0	4678	0.005185678	0	0	0	0	0	0	0	0	0	0	0	0	11341	0.012571777	40308	0.044682408	0	NA	0	NA	0	NA
ATXN3L	yes	no	no	0	0	62391	1	chrX	13318236	13320399	13298236	13340399	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
TRAPPC2	yes	no	no	0	0	74612	1	chrX	13712244	13734635	13692244	13754635	NA	NA	0	0	NA	NA	0	0	0	0	306	0.013666205	0	0	0	0	0	0	0	0	0	0	0	0	2245	0.100263499	4783	0.213612612	0	NA	0	NA	0	NA
OFD1	yes	no	yes	0	0	77108	1	chrX	13734745	13769357	13714745	13789357	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0.005980585	0	NA	0	NA	0	NA
FANCB	yes	no	no	0	0	56129	1	chrX	14835961	14873069	14815961	14893069	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0.014120944	0	NA	0	NA	0	NA
PIGA	yes	no	yes	0	0	72788	1	chrX	15319451	15335580	15299451	15355580	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5691	0.352842706	5929	0.367598735	0	NA	0	NA	0	NA
ZRSR2	no	yes	no	0	0	69125	1	chrX	15790472	15823260	15770472	15843260	NA	NA	0	0	NA	NA	0	0	0	0	956	0.029157009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0.010339148	0	NA	0	NA	0	NA
AP1S2	yes	no	yes	0	0	69953	1	chrX	15825806	15854931	15805806	15874931	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2948	0.101218884	3143	0.107914163	0	NA	0	NA	0	NA
GRPR	yes	no	no	0	0	246614	1	chrX	16123565	16153518	16103565	16173518	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
REPS2	yes	no	no	0	0	400574	1	chrX	16946658	17153272	16926658	17173272	NA	NA	0	0	NA	NA	0	0	0	0	2390	0.011567464	0	0	0	0	0	0	0	0	0	0	0	0	1933	0.00935561	9901	0.047920276	0	NA	0	NA	0	NA
NHS	yes	no	yes	0	0	268046	1	chrX	17375420	17735994	17355420	17755994	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196	0.011637001	0	NA	0	NA	0	NA
CDKL5	yes	no	yes	0	0	72420	1	chrX	18425583	18653629	18405583	18673629	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	0.011181955	0	NA	0	NA	0	NA
RS1	yes	no	yes	0	0	131816	1	chrX	18639688	18672108	18619688	18692108	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0.008173967	0	NA	0	NA	0	NA
PHKA2	yes	no	no	0	0	57825	1	chrX	18892298	18984114	18872298	19004114	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0.004617932	0	NA	0	NA	0	NA
PDHA1	yes	no	yes	0	0	195205	1	chrX	19343893	19361718	19323893	19381718	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.12E-04	0	NA	0	NA	0	NA
MAP3K15	yes	no	no	0	0	57313	1	chrX	19360056	19515261	19340056	19535261	NA	NA	0	0	NA	NA	0	0	0	0	2248	0.014484069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7190	0.046325827	0	NA	0	NA	0	NA
EIF1AX	no	yes	no	0	0	157608	1	chrX	20124525	20141838	20104525	20161838	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2530	0.146132964	2784	0.16080402	0	NA	0	NA	0	NA
RPS6KA3	yes	no	yes	0	0	321894	1	chrX	20149911	20267519	20129911	20287519	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0.005518332	0	NA	0	NA	0	NA
CNKSR2	yes	no	no	0	0	92138	1	chrX	21372801	21654695	21352801	21674695	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284	0.004554904	3585	0.012717546	0	NA	0	NA	0	NA
SMPX	yes	no	yes	0	0	85806	1	chrX	21705978	21758116	21685978	21778116	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1.53E-04	0	NA	0	NA	0	NA
MBTPS2	yes	no	yes	0	0	94128	1	chrX	21839617	21885423	21819617	21905423	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2397	0.052329389	2550	0.055669563	0	NA	0	NA	0	NA
SMS	yes	no	yes	0	0	258985	1	chrX	21940709	21994837	21920709	22014837	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	0.015832841	0	NA	0	NA	0	NA
PHEX	yes	no	no	0	0	43629	1	chrX	22032325	22251310	22012325	22271310	NA	NA	0	0	NA	NA	0	0	0	0	795	0.003630386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1736	0.007927484	0	NA	0	NA	0	NA
DDX53	yes	no	no	0	0	109525	1	chrX	22999960	23003589	22979960	23023589	NA	NA	0	0	NA	NA	0	0	0	0	1424	0.392394599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0.141361257	0	NA	0	NA	0	NA
PTCHD1	yes	no	yes	0	0	43053	1	chrX	23334849	23404374	23314849	23424374	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2015	0.02898238	0	NA	0	NA	0	NA
SAT1	yes	no	no	0	0	63864	1	chrX	23783173	23786226	23763173	23806226	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
EIF2S3	yes	no	no	0	0	125245	1	chrX	24054946	24078810	24034946	24098810	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2082	0.087244385	2596	0.108783104	0	NA	0	NA	0	NA
PDK3	yes	no	no	0	0	52726	1	chrX	24465221	24550466	24445221	24570466	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0.005560443	0	NA	0	NA	0	NA
ARX	yes	no	yes	0	0	1409272	1	chrX	25003694	25016420	24983694	25036420	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
IL1RAPL1	yes	no	yes	0	0	45184	1	chrX	28587446	29956718	28567446	29976718	NA	NA	0	0	NA	NA	0	0	0	0	4809	0.003512085	0	0	0	0	0	0	0	0	0	0	0	0	2428	0.001773205	27374	0.019991645	0	NA	0	NA	0	NA
NR0B1	yes	no	yes	0	0	118097	1	chrX	30304206	30309390	30284206	30329390	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
GK	yes	no	no	0	0	40808	1	chrX	30653359	30731456	30633359	30751456	NA	NA	0	0	NA	NA	0	0	0	0	561	0.007183375	0	0	0	0	0	0	0	0	0	0	0	0	1881	0.024085432	3677	0.047082474	0	NA	0	NA	0	NA
FTHL17	yes	no	no	0	0	2281764	1	chrX	31071233	31072041	31051233	31092041	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
DMD	yes	no	yes	0	0	42119	1	chrX	31097677	33339441	31077677	33359441	NA	NA	0	0	NA	NA	0	0	0	0	10644	0.004748047	0	0	0	0	0	0	0	0	0	0	0	0	1263	5.63E-04	50043	0.022323046	0	NA	0	NA	0	NA
FAM47B	yes	no	no	0	0	94329	1	chrX	34942796	34944915	34922796	34964915	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119	1	2119	1	0	NA	0	NA	0	NA
FAM47C	no	yes	no	0	0	86339	1	chrX	37008366	37011664	36968332	37062661	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3298	1	3298	1	0	NA	0	NA	0	NA
XK	yes	no	no	0	0	73402	1	chrX	37685791	37732130	37665791	37752130	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	0.02740672	0	NA	0	NA	0	NA
CYBB	yes	no	no	0	0	162266	1	chrX	37780059	37813461	37760059	37833461	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
SYTL5	yes	no	no	0	0	111588	1	chrX	38006553	38128819	37986553	38148819	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0.004694682	0	NA	0	NA	0	NA
SRPX	yes	no	no	0	0	98381	1	chrX	38149336	38220924	38129336	38240924	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0.004372241	0	NA	0	NA	0	NA
RPGR	yes	no	no	0	0	108860	1	chrX	38269163	38327544	38249163	38347544	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0.003100324	0	NA	0	NA	0	NA
OTC	yes	no	yes	0	0	167550	1	chrX	38352586	38421446	38332586	38441446	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0.005707232	0	NA	0	NA	0	NA
TSPAN7	yes	no	no	0	0	167514	1	chrX	38561370	38688920	38541370	38708920	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2785	0.021834575	0	NA	0	NA	0	NA
BCOR	yes	yes	no	0	0	67476	1	chrX	40049815	40177329	40029815	40197329	NA	NA	0	0	NA	NA	0	0	0	0	1133	0.008885299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0.003913296	0	NA	0	NA	0	NA
ATP6AP2	yes	no	no	0	0	191134	1	chrX	40579372	40606848	40559372	40626848	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0.017033047	0	NA	0	NA	0	NA
USP9X	yes	no	no	0	0	71188	1	chrX	41085445	41236579	41065445	41256579	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0.006338746	0	NA	0	NA	0	NA
DDX3X	yes	yes	yes	0	0	68276	1	chrX	41333284	41364472	41313284	41384472	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1575	0.050500192	1796	0.057586251	0	NA	0	NA	0	NA
NYX	yes	no	no	0	0	448711	1	chrX	41447434	41475710	41427434	41495710	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	0.021643797	0	NA	0	NA	0	NA
CASK	yes	no	yes	0	0	131917	1	chrX	41514934	41923645	41494934	41943645	NA	NA	0	0	NA	NA	0	0	0	0	1872	0.004580254	0	0	0	0	0	0	0	0	0	0	0	0	2740	0.006704004	18565	0.045423294	0	NA	0	NA	0	NA
MAOA	yes	no	yes	0	0	157138	1	chrX	43654907	43746824	43634907	43766824	NA	NA	0	0	NA	NA	0	0	0	0	459	0.004993636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6348	0.069062306	0	NA	0	NA	0	NA
MAOB	yes	no	no	0	0	65138	1	chrX	43766610	43882450	43746610	43903748	NA	NA	0	0	NA	NA	0	0	0	0	369	0.003185428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	0.00914192	0	NA	0	NA	0	NA
NDP	yes	no	yes	0	0	235800	1	chrX	43948776	43973395	43928776	43993914	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
EFHC2	yes	no	no	0	0	279602	1	chrX	44147872	44343672	44127872	44363672	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764	0.039652707	9977	0.050955056	0	NA	0	NA	0	NA
KDM6A	yes	yes	no	0	0	87730	1	chrX	44873177	45112779	44853177	45132779	NA	NA	0	0	NA	NA	0	0	0	0	4958	0.020692649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10984	0.045842689	0	NA	0	NA	0	NA
ZNF674	yes	no	no	0	0	64731	1	chrX	46497727	46545457	46477727	46565457	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7460	0.156295831	9806	0.205447308	0	NA	0	NA	0	NA
CHST7	yes	no	no	0	0	85315	1	chrX	46573765	46598496	46553765	46618496	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0.004245684	0	NA	0	NA	0	NA
RP2	yes	no	no	0	0	81592	1	chrX	46837043	46882358	46817043	46902358	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516	0.033454706	0	NA	0	NA	0	NA
RBM10	yes	yes	no	0	0	64267	1	chrX	47145221	47186813	47125221	47206813	NA	NA	0	0	NA	NA	0	0	0	0	1033	0.024836507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0.016565686	0	NA	0	NA	0	NA
UBA1	yes	no	no	0	0	52137	1	chrX	47190861	47215128	47170861	47235128	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0.008612519	0	NA	0	NA	0	NA
CDK16	yes	no	no	0	0	77067	1	chrX	47217860	47229997	47197860	47249997	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
ZNF41	yes	no	no	0	0	50820	1	chrX	47445879	47482946	47425879	47502946	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0.013677935	0	NA	0	NA	0	NA
ARAF	no	yes	no	0	0	87956	1	chrX	47561100	47571920	47541100	47591920	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1.85E-04	0	NA	0	NA	0	NA
SYN1	yes	no	yes	0	0	47133	1	chrX	47571901	47619857	47551901	47639857	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0.002564851	0	NA	0	NA	0	NA
CFP	yes	no	no	0	0	55083	1	chrX	47623172	47630305	47603172	47650305	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	NA
ELK1	yes	no	no	0	0	205659	1	chrX	47635521	47650604	47615521	47670604	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3819	0.253198966	3841	0.254657561	0	NA	0	NA	0	NA
ZNF81	yes	no	no	0	0	212462	1	chrX	47836902	48002561	47816902	48022561	NA	NA	0	0	NA	NA	0	0	0	0	975	0.005885584	0	0	0	0	0	0	0	0	0	0	0	0	7579	0.045750608	12863	0.077647457	0	NA	0	NA	0	NA
SSX1	no	yes	no	0	0	211724	1	chrX	48255317	48267444	48235317	48447779	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12127	1	12127	1	0	NA	0	NA	0	NA
