gene	ref	chrom	start	end	mandelker	cosmic	high_priority	ClinGen	CPIC	Counsyl	ACMG	HTD	NCCN_ESMO	ACOG
RIPOR2	GRCh38	chr6	24804282	25042170	no	no	yes	1	0	0	0	0	0	0
SLC17A3	GRCh38	chr6	25833066	25882286	yes	no	no	0	0	0	0	0	0	0
HFE	GRCh38	chr6	26087281	26098343	yes	no	yes	0	0	1	0	0	0	0
TRIM27	GRCh38	chr6	28903002	28923988	no	yes	no	0	0	0	0	0	0	0
OR2J1	GRCh38	chr6	29099657	29102701	yes	no	no	0	0	0	0	0	0	0
OR12D2	GRCh38	chr6	29395631	29398008	yes	no	no	0	0	0	0	0	0	0
OR10C1	GRCh38	chr6	29439306	29440977	yes	no	no	0	0	0	0	0	0	0
GABBR1	GRCh38	chr6	29555629	29633976	yes	no	no	0	0	0	0	0	0	0
MOG	GRCh38	chr6	29657002	29672372	yes	no	no	0	0	0	0	0	0	0
ZFP57	GRCh38	chr6	29672392	29681110	yes	no	no	0	0	0	0	0	0	0
HLA-G	GRCh38	chr6	29826967	29831125	yes	no	no	0	0	0	0	0	0	0
HLA-A	GRCh38	chr6	29941260	29945884	yes	yes	yes	0	3	0	0	0	0	0
FLOT1	GRCh38	chr6	30727709	30742732	no	no	yes	0	1	0	0	0	0	0
CDSN	GRCh38	chr6	31115087	31120446	yes	no	no	0	0	0	0	0	0	0
CCHCR1	GRCh38	chr6	31142439	31158238	no	no	yes	0	1	0	0	0	0	0
POU5F1	GRCh38	chr6	31164337	31180731	yes	yes	no	0	0	0	0	0	0	0
HLA-C	GRCh38	chr6	31268749	31272130	yes	no	yes	0	2	0	0	0	0	0
HLA-B	GRCh38	chr6	31269491	31357188	yes	no	yes	0	11	0	0	0	0	0
MICA	GRCh38	chr6	31399784	31415315	yes	no	no	0	0	0	0	0	0	0
HCP5	GRCh38	chr6	31463170	31478936	yes	no	no	0	0	0	0	0	0	0
MICB	GRCh38	chr6	31494881	31511124	yes	no	no	0	0	0	0	0	0	0
DDX39B	GRCh38	chr6	31530219	31542448	yes	no	no	0	0	0	0	0	0	0
NFKBIL1	GRCh38	chr6	31546870	31558829	yes	no	no	0	0	0	0	0	0	0
LTA	GRCh38	chr6	31572054	31574324	yes	no	no	0	0	0	0	0	0	0
TNF	GRCh38	chr6	31575565	31578336	yes	no	yes	0	1	0	0	0	0	0
NCR3	GRCh38	chr6	31588895	31593006	yes	no	no	0	0	0	0	0	0	0
MSH5	GRCh38	chr6	31739677	31762676	yes	no	no	0	0	0	0	0	0	0
NEU1	GRCh38	chr6	31857659	31862822	yes	no	no	0	0	0	0	0	0	0
EHMT2	GRCh38	chr6	31879759	31897687	yes	no	no	0	0	0	0	0	0	0
C2	GRCh38	chr6	31897785	31945672	yes	no	no	0	0	0	0	0	0	0
CFB	GRCh38	chr6	31945650	31952084	yes	no	no	0	0	0	0	0	0	0
SKIV2L	GRCh38	chr6	31959117	31969751	yes	no	no	0	0	0	0	0	0	0
DXO	GRCh38	chr6	31969810	31972290	yes	no	no	0	0	0	0	0	0	0
STK19	GRCh38	chr6	31971091	31982821	yes	no	no	0	0	0	0	0	0	0
C4A	GRCh38	chr6	31982057	32002681	yes	no	no	0	0	0	0	0	0	0
C4B	GRCh38	chr6	32014795	32035418	yes	no	no	0	0	0	0	0	0	0
CYP21A2	GRCh38	chr6	32038327	32041644	yes	no	yes	0	0	1	0	0	0	0
TNXB	GRCh38	chr6	32041153	32115334	yes	no	yes	0	0	0	0	1	0	0
AGER	GRCh38	chr6	32180968	32184322	yes	no	no	0	0	0	0	0	0	0
NOTCH4	GRCh38	chr6	32194843	32224067	yes	no	no	0	0	0	0	0	0	0
BTNL2	GRCh38	chr6	32393963	32407128	yes	no	no	0	0	0	0	0	0	0
HLA-DRA	GRCh38	chr6	32439878	32445046	yes	no	no	0	0	0	0	0	0	0
HLA-DRB1	GRCh38	chr6	32578769	32589848	yes	no	yes	0	1	0	0	0	0	0
HLA-DQA1	GRCh38	chr6	32628179	32647062	yes	no	yes	0	1	0	0	0	0	0
HLA-DQB1	GRCh38	chr6	32659467	32668383	yes	no	no	0	0	0	0	0	0	0
TAP2	GRCh38	chr6	32821833	32838770	yes	no	no	0	0	0	0	0	0	0
PSMB8	GRCh38	chr6	32840717	32844679	yes	no	no	0	0	0	0	0	0	0
TAP1	GRCh38	chr6	32845209	32853978	yes	no	no	0	0	0	0	0	0	0
BRD2	GRCh38	chr6	32968594	32981505	yes	no	no	0	0	0	0	0	0	0
HLA-DPB1	GRCh38	chr6	33075990	33089696	yes	no	yes	0	1	0	0	0	0	0
HLA-DPB2	GRCh38	chr6	33112451	33129084	yes	no	no	0	0	0	0	0	0	0
COL11A2	GRCh38	chr6	33162681	33192499	yes	no	yes	4	0	0	0	0	0	0
B3GALT4	GRCh38	chr6	33277123	33284832	yes	no	no	0	0	0	0	0	0	0
TAPBP	GRCh38	chr6	33299694	33314387	yes	no	no	0	0	0	0	0	0	0
DAXX	GRCh38	chr6	33318558	33323016	no	yes	no	0	0	0	0	0	0	0
SYNGAP1	GRCh38	chr6	33419661	33453689	yes	no	yes	1	0	0	0	0	0	0
HMGA1	GRCh38	chr6	34236873	34246231	yes	yes	no	0	0	0	0	0	0	0
RPS10	GRCh38	chr6	34417454	34426069	yes	no	yes	1	0	0	0	0	0	0
ANKS1A	GRCh38	chr6	34889255	35091406	yes	no	no	0	0	0	0	0	0	0
DEF6	GRCh38	chr6	35297818	35321771	yes	no	no	0	0	0	0	0	0	0
FANCE	GRCh38	chr6	35452338	35467102	yes	yes	yes	1	0	0	0	0	0	0
TULP1	GRCh38	chr6	35497874	35512896	yes	no	no	0	0	0	0	0	0	0
FKBP5	GRCh38	chr6	35573585	35728583	yes	no	yes	0	1	0	0	0	0	0
LHFPL5	GRCh38	chr6	35797206	35845397	yes	no	yes	1	0	0	0	0	0	0
PNPLA1	GRCh38	chr6	36243203	36312229	yes	no	no	0	0	0	0	0	0	0
SRSF3	GRCh38	chr6	36594353	36605600	no	yes	no	0	0	0	0	0	0	0
CDKN1A	GRCh38	chr6	36676460	36687337	no	yes	no	0	0	0	0	0	0	0
PIM1	GRCh38	chr6	37170152	37175428	no	yes	no	0	0	0	0	0	0	0
BTBD9	GRCh38	chr6	38168451	38640148	yes	no	no	0	0	0	0	0	0	0
GLO1	GRCh38	chr6	38675925	38703145	yes	no	no	0	0	0	0	0	0	0
GLP1R	GRCh38	chr6	39048781	39091303	yes	no	no	0	0	0	0	0	0	0
KIF6	GRCh38	chr6	39329990	39725408	no	no	yes	0	2	0	0	0	0	0
MOCS1	GRCh38	chr6	39899578	39934551	yes	no	no	0	0	0	0	0	0	0
UNC5CL	GRCh38	chr6	41026895	41039221	yes	no	no	0	0	0	0	0	0	0
TREM2	GRCh38	chr6	41158506	41163186	yes	no	no	0	0	0	0	0	0	0
TFEB	GRCh38	chr6	41683978	41736259	no	yes	no	0	0	0	0	0	0	0
CCND3	GRCh38	chr6	41934934	42050357	no	yes	no	0	0	0	0	0	0	0
GUCA1A	GRCh38	chr6	42155406	42180049	yes	no	no	0	0	0	0	0	0	0
GUCA1A	GRCh38	chr6	42155406	42180056	yes	no	no	0	0	0	0	0	0	0
GUCA1B	GRCh38	chr6	42183284	42194956	yes	no	no	0	0	0	0	0	0	0
TRERF1	GRCh38	chr6	42224931	42452051	yes	no	no	0	0	0	0	0	0	0
PRPH2	GRCh38	chr6	42696598	42722597	yes	no	no	0	0	0	0	0	0	0
CNPY3	GRCh38	chr6	42929192	42939294	yes	no	no	0	0	0	0	0	0	0
GNMT	GRCh38	chr6	42960754	42963880	yes	no	no	0	0	0	0	0	0	0
PEX6	GRCh38	chr6	42963865	42979181	yes	no	yes	1	0	1	0	0	0	0
CUL7	GRCh38	chr6	43037617	43053945	yes	no	no	0	0	0	0	0	0	0
PTK7	GRCh38	chr6	43076307	43161719	yes	no	no	0	0	0	0	0	0	0
POLR1C	GRCh38	chr6	43509702	43562419	yes	no	no	0	0	0	0	0	0	0
POLH	GRCh38	chr6	43576185	43620523	yes	no	yes	1	0	0	0	0	0	0
RSPH9	GRCh38	chr6	43645036	43672600	yes	no	no	0	0	0	0	0	0	0
VEGFA	GRCh38	chr6	43770184	43786487	yes	no	no	0	0	0	0	0	0	0
HSP90AB1	GRCh38	chr6	44246166	44253888	no	yes	no	0	0	0	0	0	0	0
NFKBIE	GRCh38	chr6	44258166	44265788	no	yes	no	0	0	0	0	0	0	0
TCTE1	GRCh38	chr6	44278734	44297698	yes	no	no	0	0	0	0	0	0	0
AARS2	GRCh38	chr6	44298731	44313347	yes	no	no	0	0	0	0	0	0	0
RUNX2	GRCh38	chr6	45328157	45664349	yes	no	no	0	0	0	0	0	0	0
CLIC5	GRCh38	chr6	45880827	46080348	no	no	yes	1	0	0	0	0	0	0
PLA2G7	GRCh38	chr6	46704201	46735693	yes	no	no	0	0	0	0	0	0	0
CD2AP	GRCh38	chr6	47477789	47627263	yes	no	no	0	0	0	0	0	0	0
RHAG	GRCh38	chr6	49605175	49636839	yes	no	no	0	0	0	0	0	0	0
CRISP2	GRCh38	chr6	49692358	49713590	yes	no	no	0	0	0	0	0	0	0
TFAP2B	GRCh38	chr6	50818723	50847619	yes	no	no	0	0	0	0	0	0	0
PKHD1	GRCh38	chr6	51615299	52087613	yes	no	yes	0	0	1	0	0	0	0
IL17F	GRCh38	chr6	52236681	52244500	yes	no	no	0	0	0	0	0	0	0
EFHC1	GRCh38	chr6	52362123	52529886	yes	no	no	0	0	0	0	0	0	0
GSTA2	GRCh38	chr6	52750087	52763475	yes	no	no	0	0	0	0	0	0	0
GSTA3	GRCh38	chr6	52896639	52909698	yes	no	no	0	0	0	0	0	0	0
GCLC	GRCh38	chr6	53497341	53616970	yes	no	no	0	0	0	0	0	0	0
TINAG	GRCh38	chr6	54307859	54390142	yes	no	no	0	0	0	0	0	0	0
BMP5	GRCh38	chr6	55753653	55875590	yes	yes	no	0	0	0	0	0	0	0
DST	GRCh38	chr6	56457987	56954649	yes	no	no	0	0	0	0	0	0	0
RAB23	GRCh38	chr6	57186992	57222307	yes	no	no	0	0	0	0	0	0	0
PHF3	GRCh38	chr6	63635802	63779336	yes	no	no	0	0	0	0	0	0	0
EYS	GRCh38	chr6	63719980	65707226	yes	no	yes	0	0	1	0	0	0	0
LMBRD1	GRCh38	chr6	69672757	69867236	yes	no	no	0	0	0	0	0	0	0
COL9A1	GRCh38	chr6	70215061	70303083	yes	no	no	0	0	0	0	0	0	0
B3GAT2	GRCh38	chr6	70856679	70957060	yes	no	no	0	0	0	0	0	0	0
RIMS1	GRCh38	chr6	71886703	72403143	yes	no	no	0	0	0	0	0	0	0
KCNQ5	GRCh38	chr6	72621792	73198851	yes	no	no	0	0	0	0	0	0	0
KHDC3L	GRCh38	chr6	73362658	73364171	yes	no	no	0	0	0	0	0	0	0
MTO1	GRCh38	chr6	73461578	73509236	yes	no	no	0	0	0	0	0	0	0
EEF1A1	GRCh38	chr6	73515750	73523797	yes	no	no	0	0	0	0	0	0	0
SLC17A5	GRCh38	chr6	73593379	73653992	yes	no	yes	0	0	1	0	0	0	0
CD109	GRCh38	chr6	73695785	73828316	yes	no	no	0	0	0	0	0	0	0
MYO6	GRCh38	chr6	75749192	75919537	yes	no	yes	1	0	0	0	0	0	0
HTR1B	GRCh38	chr6	77460924	77463491	yes	no	no	0	0	0	0	0	0	0
PHIP	GRCh38	chr6	78934419	79078254	yes	no	no	0	0	0	0	0	0	0
LCA5	GRCh38	chr6	79484991	79537458	yes	no	no	0	0	0	0	0	0	0
ELOVL4	GRCh38	chr6	79914814	79947553	yes	no	no	0	0	0	0	0	0	0
BCKDHB	GRCh38	chr6	80106647	80346270	yes	no	yes	1	0	1	0	0	0	0
CYB5R4	GRCh38	chr6	83859656	83967423	yes	no	yes	0	1	0	0	0	0	0
NT5E	GRCh38	chr6	85449584	85495791	yes	no	no	0	0	0	0	0	0	0
ZNF292	GRCh38	chr6	87152833	87265943	no	no	yes	1	0	0	0	0	0	0
SLC35A1	GRCh38	chr6	87470623	87512336	yes	no	no	0	0	0	0	0	0	0
RARS2	GRCh38	chr6	87513938	87589987	yes	no	yes	0	0	1	0	0	0	0
CNR1	GRCh38	chr6	88139864	88166359	yes	no	no	0	0	0	0	0	0	0
GABRR2	GRCh38	chr6	89254464	89315299	yes	no	no	0	0	0	0	0	0	0
MDN1	GRCh38	chr6	89642498	89819794	yes	no	no	0	0	0	0	0	0	0
EPHA7	GRCh38	chr6	93240020	93419559	yes	yes	no	0	0	0	0	0	0	0
NDUFAF4	GRCh38	chr6	96889315	96897891	yes	no	no	0	0	0	0	0	0	0
CCNC	GRCh38	chr6	99542387	99568825	no	yes	no	0	0	0	0	0	0	0
SIM1	GRCh38	chr6	100385009	100464921	yes	no	no	0	0	0	0	0	0	0
ASCC3	GRCh38	chr6	100508194	100881372	yes	no	no	0	0	0	0	0	0	0
GRIK2	GRCh38	chr6	101181257	102070083	yes	no	no	0	0	0	0	0	0	0
HACE1	GRCh38	chr6	104728094	104859919	yes	no	no	0	0	0	0	0	0	0
PRDM1	GRCh38	chr6	105993463	106109939	no	yes	no	0	0	0	0	0	0	0
CD24	GRCh38	chr6	106969831	106975627	yes	no	no	0	0	0	0	0	0	0
PDSS2	GRCh38	chr6	107152562	107459564	yes	no	no	0	0	0	0	0	0	0
SOBP	GRCh38	chr6	107490106	107661306	yes	no	no	0	0	0	0	0	0	0
SEC63	GRCh38	chr6	107867756	107958208	yes	no	no	0	0	0	0	0	0	0
OSTM1	GRCh38	chr6	108041409	108165854	yes	no	no	0	0	0	0	0	0	0
NR2E1	GRCh38	chr6	108166022	108188805	yes	no	no	0	0	0	0	0	0	0
SNX3	GRCh38	chr6	108211222	108261246	yes	no	no	0	0	0	0	0	0	0
FOXO3	GRCh38	chr6	108559835	108684774	yes	yes	no	0	0	0	0	0	0	0
ZBTB24	GRCh38	chr6	109462594	109483219	yes	no	no	0	0	0	0	0	0	0
FIG4	GRCh38	chr6	109691296	109825426	yes	no	no	0	0	0	0	0	0	0
TRAF3IP2	GRCh38	chr6	111555381	111606906	yes	no	no	0	0	0	0	0	0	0
LAMA4	GRCh38	chr6	112107931	112254939	yes	no	no	0	0	0	0	0	0	0
FRK	GRCh38	chr6	115931149	116060891	yes	no	no	0	0	0	0	0	0	0
COL10A1	GRCh38	chr6	116118909	116158747	yes	no	no	0	0	0	0	0	0	0
TSPYL1	GRCh38	chr6	116267760	116279930	yes	no	no	0	0	0	0	0	0	0
RSPH4A	GRCh38	chr6	116616479	116632985	yes	no	no	0	0	0	0	0	0	0
RFX6	GRCh38	chr6	116877212	116932161	yes	no	no	0	0	0	0	0	0	0
ROS1	GRCh38	chr6	117288300	117425855	yes	yes	no	0	0	0	0	0	0	0
GOPC	GRCh38	chr6	117560269	117602542	yes	yes	no	0	0	0	0	0	0	0
NUS1	GRCh38	chr6	117675469	117710727	yes	no	no	0	0	0	0	0	0	0
PLN	GRCh38	chr6	118548296	118561716	yes	no	yes	1	0	0	0	0	0	0
MCM9	GRCh38	chr6	118813442	118935162	yes	no	no	0	0	0	0	0	0	0
GJA1	GRCh38	chr6	121435595	121449727	yes	no	no	0	0	0	0	0	0	0
TRDN	GRCh38	chr6	123216339	123637093	yes	no	yes	1	0	0	0	0	0	0
NKAIN2	GRCh38	chr6	123803865	124825640	yes	no	no	0	0	0	0	0	0	0
HEY2	GRCh38	chr6	125747664	125761269	yes	no	no	0	0	0	0	0	0	0
RSPO3	GRCh38	chr6	127118671	127199481	no	yes	no	0	0	0	0	0	0	0
SOGA3	GRCh38	chr6	127472794	127519191	yes	no	no	0	0	0	0	0	0	0
PTPRK	GRCh38	chr6	127968779	128520674	yes	yes	no	0	0	0	0	0	0	0
LAMA2	GRCh38	chr6	128883141	129516569	yes	no	yes	0	0	1	0	0	0	0
ARG1	GRCh38	chr6	131470832	131584332	yes	no	yes	1	0	1	0	0	0	0
MED23	GRCh38	chr6	131573966	131628242	yes	no	yes	1	0	0	0	0	0	0
ENPP1	GRCh38	chr6	131808016	131895155	yes	no	no	0	0	0	0	0	0	0
TAAR9	GRCh38	chr6	132538290	132539336	yes	no	no	0	0	0	0	0	0	0
TAAR6	GRCh38	chr6	132570322	132571359	yes	no	no	0	0	0	0	0	0	0
TAAR1	GRCh38	chr6	132644898	132646051	yes	no	no	0	0	0	0	0	0	0
VNN1	GRCh38	chr6	132680849	132714055	yes	no	no	0	0	0	0	0	0	0
EYA4	GRCh38	chr6	133240598	133532128	yes	no	yes	1	0	0	0	0	0	0
SGK1	GRCh38	chr6	134169246	134318112	no	yes	no	0	0	0	0	0	0	0
MYB	GRCh38	chr6	135181308	135219173	yes	yes	no	0	0	0	0	0	0	0
AHI1	GRCh38	chr6	135283532	135497765	yes	no	no	0	0	0	0	0	0	0
BCLAF1	GRCh38	chr6	136256627	136289851	no	yes	no	0	0	0	0	0	0	0
PEX7	GRCh38	chr6	136822564	136913934	yes	no	yes	1	0	1	0	0	0	0
IFNGR1	GRCh38	chr6	137197485	137219449	yes	no	no	0	0	0	0	0	0	0
TNFAIP3	GRCh38	chr6	137867214	137883312	no	yes	no	0	0	0	0	0	0	0
ECT2L	GRCh38	chr6	138795911	138904070	no	yes	no	0	0	0	0	0	0	0
CITED2	GRCh38	chr6	139371807	139374648	yes	no	no	0	0	0	0	0	0	0
PEX3	GRCh38	chr6	143450805	143490616	yes	no	yes	1	0	0	0	0	0	0
PLAGL1	GRCh38	chr6	143940300	144064599	yes	no	no	0	0	0	0	0	0	0
HYMAI	GRCh38	chr6	144004916	144008262	yes	no	no	0	0	0	0	0	0	0
STX11	GRCh38	chr6	144150517	144191939	yes	no	no	0	0	0	0	0	0	0
UTRN	GRCh38	chr6	144285701	144853034	yes	no	no	0	0	0	0	0	0	0
EPM2A	GRCh38	chr6	145382535	145736023	yes	no	yes	1	0	0	0	0	0	0
GRM1	GRCh38	chr6	146027646	146437601	yes	no	no	0	0	0	0	0	0	0
UST	GRCh38	chr6	148747030	149076990	yes	no	no	0	0	0	0	0	0	0
TAB2	GRCh38	chr6	149218641	149411613	yes	no	no	0	0	0	0	0	0	0
SUMO4	GRCh38	chr6	149400262	149401278	yes	no	no	0	0	0	0	0	0	0
LATS1	GRCh38	chr6	149658153	149718105	no	yes	no	0	0	0	0	0	0	0
PCMT1	GRCh38	chr6	149749443	149811420	yes	no	no	0	0	0	0	0	0	0
IYD	GRCh38	chr6	150368892	150405969	yes	no	no	0	0	0	0	0	0	0
RMND1	GRCh38	chr6	151404762	151452158	yes	no	no	0	0	0	0	0	0	0
ESR1	GRCh38	chr6	151656691	152129619	yes	yes	no	0	0	0	0	0	0	0
SYNE1	GRCh38	chr6	152121684	152637801	yes	no	no	0	0	0	0	0	0	0
OPRM1	GRCh38	chr6	154010496	154246867	no	no	yes	0	8	0	0	0	0	0
TFB1M	GRCh38	chr6	155256134	155314493	yes	no	no	0	0	0	0	0	0	0
ARID1B	GRCh38	chr6	156776020	157210779	yes	yes	yes	1	0	0	0	0	0	0
SERAC1	GRCh38	chr6	158109519	158168280	yes	no	no	0	0	0	0	0	0	0
GTF2H5	GRCh38	chr6	158168350	158199344	yes	no	no	0	0	0	0	0	0	0
SYTL3	GRCh38	chr6	158650014	158764876	yes	no	no	0	0	0	0	0	0	0
EZR	GRCh38	chr6	158765741	158819368	no	yes	no	0	0	0	0	0	0	0
SOD2	GRCh38	chr6	159669069	159745186	yes	no	yes	0	1	0	0	0	0	0
SOD2	GRCh38	chr6	159679119	159762529	yes	no	yes	0	1	0	0	0	0	0
ACAT2	GRCh38	chr6	159762045	159779112	yes	no	no	0	0	0	0	0	0	0
IGF2R	GRCh38	chr6	159969099	160113507	yes	no	no	0	0	0	0	0	0	0
SLC22A1	GRCh38	chr6	160121815	160158718	yes	no	no	0	0	0	0	0	0	0
SLC22A2	GRCh38	chr6	160171061	160277638	yes	no	no	0	0	0	0	0	0	0
SLC22A3	GRCh38	chr6	160348378	160452577	yes	no	no	0	0	0	0	0	0	0
LPA	GRCh38	chr6	160531482	160664275	yes	no	yes	0	1	0	0	1	0	0
PLG	GRCh38	chr6	160702238	160753315	yes	no	yes	1	0	0	0	0	0	0
PACRG	GRCh38	chr6	162727132	163315492	yes	no	no	0	0	0	0	0	0	0
QKI	GRCh38	chr6	163414000	163578592	yes	yes	no	0	0	0	0	0	0	0
MPC1	GRCh38	chr6	166364919	166383013	yes	no	no	0	0	0	0	0	0	0
RNASET2	GRCh38	chr6	166922113	166957191	yes	no	no	0	0	0	0	0	0	0
FGFR1OP	GRCh38	chr6	166999317	167094789	no	yes	no	0	0	0	0	0	0	0
UNC93A	GRCh38	chr6	167271169	167316014	yes	no	no	0	0	0	0	0	0	0
AFDN	GRCh38	chr6	167826922	167972023	no	yes	no	0	0	0	0	0	0	0
SMOC2	GRCh38	chr6	168441151	168673445	yes	no	no	0	0	0	0	0	0	0
THBS2	GRCh38	chr6	169215780	169254044	yes	no	no	0	0	0	0	0	0	0
TCTE3	GRCh38	chr6	169740109	169751587	yes	no	no	0	0	0	0	0	0	0
DLL1	GRCh38	chr6	170282206	170306565	yes	no	no	0	0	0	0	0	0	0
TBP	GRCh38	chr6	170554302	170572870	yes	no	no	0	0	0	0	0	0	0
FAM20C	GRCh38	chr7	192571	260772	yes	no	no	0	0	0	0	0	0	0
MAD1L1	GRCh38	chr7	1815793	2233243	yes	no	no	0	0	0	0	0	0	0
NUDT1	GRCh38	chr7	2242222	2251146	yes	no	no	0	0	0	0	0	0	0
LFNG	GRCh38	chr7	2512529	2529177	yes	no	no	0	0	0	0	0	0	0
BRAT1	GRCh38	chr7	2537810	2555694	yes	no	no	0	0	0	0	0	0	0
CARD11	GRCh38	chr7	2906141	3043945	no	yes	no	0	0	0	0	0	0	0
FOXK1	GRCh38	chr7	4682295	4771442	yes	no	no	0	0	0	0	0	0	0
AP5Z1	GRCh38	chr7	4775615	4794397	yes	no	no	0	0	0	0	0	0	0
SLC29A4	GRCh38	chr7	5274369	5306870	yes	no	no	0	0	0	0	0	0	0
ACTB	GRCh38	chr7	5527148	5563784	yes	no	no	0	0	0	0	0	0	0
PMS2	GRCh38	chr7	5970925	6009106	yes	yes	yes	2	0	0	1	1	1	0
RAC1	GRCh38	chr7	6374527	6403967	yes	yes	no	0	0	0	0	0	0	0
C1GALT1	GRCh38	chr7	7156934	7248616	yes	no	no	0	0	0	0	0	0	0
GLCCI1	GRCh38	chr7	7968796	8094272	yes	no	no	0	0	0	0	0	0	0
NDUFA4	GRCh38	chr7	10931943	10940153	yes	no	no	0	0	0	0	0	0	0
THSD7A	GRCh38	chr7	11370365	11832198	yes	no	no	0	0	0	0	0	0	0
ETV1	GRCh38	chr7	13891229	13991425	no	yes	no	0	0	0	0	0	0	0
AGMO	GRCh38	chr7	15200317	15562015	yes	no	no	0	0	0	0	0	0	0
AHR	GRCh38	chr7	16916359	17346152	yes	no	no	0	0	0	0	0	0	0
HDAC9	GRCh38	chr7	18086949	19002416	yes	no	no	0	0	0	0	0	0	0
TWIST1	GRCh38	chr7	19020991	19117636	yes	no	no	0	0	0	0	0	0	0
MACC1	GRCh38	chr7	20134655	20217404	no	yes	no	0	0	0	0	0	0	0
SP8	GRCh38	chr7	20782283	20786886	yes	no	no	0	0	0	0	0	0	0
DNAH11	GRCh38	chr7	21543039	21901839	yes	no	no	0	0	0	0	0	0	0
IL6	GRCh38	chr7	22725884	22732002	yes	no	no	0	0	0	0	0	0	0
FAM126A	GRCh38	chr7	22889371	23014130	yes	no	no	0	0	0	0	0	0	0
KLHL7	GRCh38	chr7	23105758	23177914	yes	no	no	0	0	0	0	0	0	0
GPNMB	GRCh38	chr7	23235967	23275108	yes	no	no	0	0	0	0	0	0	0
NPY	GRCh38	chr7	24284188	24291862	yes	no	no	0	0	0	0	0	0	0
MPP6	GRCh38	chr7	24573268	24694193	yes	no	no	0	0	0	0	0	0	0
GSDME	GRCh38	chr7	24698355	24757940	no	no	yes	1	0	0	0	0	0	0
CYCS	GRCh38	chr7	25118656	25125260	yes	no	no	0	0	0	0	0	0	0
HNRNPA2B1	GRCh38	chr7	26173057	26201529	no	yes	no	0	0	0	0	0	0	0
SNX10	GRCh38	chr7	26291862	26374383	yes	no	no	0	0	0	0	0	0	0
HOXA1	GRCh38	chr7	27092993	27096000	yes	no	yes	1	0	0	0	0	0	0
HOXA2	GRCh38	chr7	27100354	27102686	yes	no	no	0	0	0	0	0	0	0
HOXA3	GRCh38	chr7	27106184	27152581	yes	no	no	0	0	0	0	0	0	0
HOXA4	GRCh38	chr7	27128507	27130780	yes	no	no	0	0	0	0	0	0	0
HOXA9	GRCh38	chr7	27162438	27175180	no	yes	no	0	0	0	0	0	0	0
HOXA10	GRCh38	chr7	27170592	27180261	yes	no	no	0	0	0	0	0	0	0
HOXA11	GRCh38	chr7	27181157	27185232	yes	yes	no	0	0	0	0	0	0	0
HOXA13	GRCh38	chr7	27193503	27200091	yes	yes	no	0	0	0	0	0	0	0
JAZF1	GRCh38	chr7	27830573	28180795	no	yes	no	0	0	0	0	0	0	0
FKBP14	GRCh38	chr7	30010587	30026702	yes	no	no	0	0	0	0	0	0	0
NOD1	GRCh38	chr7	30424527	30478784	yes	no	no	0	0	0	0	0	0	0
CRHR2	GRCh38	chr7	30651942	30700129	no	no	yes	0	1	0	0	0	0	0
AQP1	GRCh38	chr7	30911694	30925517	yes	no	no	0	0	0	0	0	0	0
GHRHR	GRCh38	chr7	30938669	30993254	yes	no	no	0	0	0	0	0	0	0
PPP1R17	GRCh38	chr7	31687215	31708455	yes	no	no	0	0	0	0	0	0	0
FKBP9	GRCh38	chr7	32957404	33006930	no	yes	no	0	0	0	0	0	0	0
NT5C3A	GRCh38	chr7	33014114	33062797	yes	no	no	0	0	0	0	0	0	0
RP9	GRCh38	chr7	33094797	33109404	yes	no	no	0	0	0	0	0	0	0
BBS9	GRCh38	chr7	33109557	33877180	yes	no	no	0	0	0	0	0	0	0
BMPER	GRCh38	chr7	33904308	34156427	yes	no	no	0	0	0	0	0	0	0
NPSR1	GRCh38	chr7	34658218	34878332	yes	no	no	0	0	0	0	0	0	0
TBX20	GRCh38	chr7	35202430	35254100	yes	no	no	0	0	0	0	0	0	0
NME8	GRCh38	chr7	37848597	37900397	yes	no	no	0	0	0	0	0	0	0
SFRP4	GRCh38	chr7	37905932	38025695	no	yes	no	0	0	0	0	0	0	0
POU6F2	GRCh38	chr7	38977909	39493095	yes	no	no	0	0	0	0	0	0	0
MPLKIP	GRCh38	chr7	40126027	40134622	yes	no	no	0	0	0	0	0	0	0
SUGCT	GRCh38	chr7	40134977	40860763	yes	no	no	0	0	0	0	0	0	0
GLI3	GRCh38	chr7	41960949	42237870	yes	no	no	0	0	0	0	0	0	0
BLVRA	GRCh38	chr7	43758680	43807342	yes	no	no	0	0	0	0	0	0	0
PGAM2	GRCh38	chr7	44062727	44065567	yes	no	no	0	0	0	0	0	0	0
GCK	GRCh38	chr7	44143213	44198170	yes	no	yes	1	0	0	0	0	0	0
NPC1L1	GRCh38	chr7	44512535	44541315	yes	no	no	0	0	0	0	0	0	0
PPIA	GRCh38	chr7	44796680	44824564	yes	no	no	0	0	0	0	0	0	0
CCM2	GRCh38	chr7	44999475	45076469	yes	no	no	0	0	0	0	0	0	0
TNS3	GRCh38	chr7	47275154	47582558	yes	no	no	0	0	0	0	0	0	0
ZPBP	GRCh38	chr7	49850421	50121329	yes	no	no	0	0	0	0	0	0	0
IKZF1	GRCh38	chr7	50304068	50405101	yes	yes	no	0	0	0	0	0	0	0
DDC	GRCh38	chr7	50458436	50565405	yes	no	no	0	0	0	0	0	0	0
GRB10	GRCh38	chr7	50590063	50793462	yes	no	no	0	0	0	0	0	0	0
