gene	ref	coords	benchmark	bench_type	region	cov
HBG1	GRCh38	chr11:5248269-5249857	mrg	smallvar	gene	1
MDK	GRCh38	chr11:46380756-46383837	mrg	smallvar	gene	0.9918857
SPI1	GRCh38	chr11:47354860-47378547	mrg	smallvar	gene	0.9126103
B3GAT3	GRCh38	chr11:62615296-62622154	mrg	smallvar	gene	0.8947215
ESRRA	GRCh38	chr11:64305497-64316743	mrg	smallvar	gene	0.8866264
SLC22A12	GRCh38	chr11:64590641-64602353	mrg	smallvar	gene	0.8132684
TPCN2	GRCh38	chr11:69048932-69136316	mrg	smallvar	gene	0.9419574
FGF3	GRCh38	chr11:69809968-69819416	mrg	smallvar	gene	0.9320491
CD4	GRCh38	chr12:6786858-6820799	mrg	smallvar	gene	0.9651749
PEX5	GRCh38	chr12:7188685-7218574	mrg	smallvar	gene	0.9120747
APOBEC1	GRCh38	chr12:7649400-7665908	mrg	smallvar	gene	0.9815241
GDF3	GRCh38	chr12:7689784-7695775	mrg	smallvar	gene	0.9592723
COX14	GRCh38	chr12:50112082-50120457	mrg	smallvar	gene	0.9882985
NACA	GRCh38	chr12:56712427-56731628	mrg	smallvar	gene	0.9243789
DPY19L2	GRCh38	chr12:63558913-63668939	mrg	smallvar	gene	0.9951557
HNF1A	GRCh38	chr12:120978543-121002512	mrg	smallvar	gene	0.9692102
KDM2B	GRCh38	chr12:121429096-121581023	mrg	smallvar	gene	0.9755475
HPD	GRCh38	chr12:121839527-121863596	mrg	smallvar	gene	0.9197308
P2RX2	GRCh38	chr12:132618776-132622388	mrg	smallvar	gene	0.935216
PGAM5	GRCh38	chr12:132710819-132722734	mrg	smallvar	gene	0.9612253
GOLGA3	GRCh38	chr12:132768914-132829078	mrg	smallvar	gene	0.8617113
F7	GRCh38	chr13:113105788-113120685	mrg	smallvar	gene	0.7899577
PROZ	GRCh38	chr13:113158648-113172386	mrg	smallvar	gene	0.8999854
NDUFB1	GRCh38	chr14:92116122-92121917	mrg	smallvar	gene	0.976359
JAG2	GRCh38	chr14:105140982-105168824	mrg	smallvar	gene	0.9466633
IGHV3-21	GRCh38	chr14:106235064-106235594	mrg	smallvar	gene	1
NDUFAF1	GRCh38	chr15:41387353-41402519	mrg	smallvar	gene	0.9174469
PPIP5K1	GRCh38	chr15:43533462-43590253	mrg	smallvar	gene	0.9646775
USP8	GRCh38	chr15:50424380-50514421	mrg	smallvar	gene	0.9464022
MPG	GRCh38	chr16:77007-85851	mrg	smallvar	gene	0.9061511
HBM	GRCh38	chr16:153892-166764	mrg	smallvar	gene	0.7503884
AXIN1	GRCh38	chr16:287440-352723	mrg	smallvar	gene	0.9584118
LMF1	GRCh38	chr16:853634-981318	mrg	smallvar	gene	0.8608988
SSTR5	GRCh38	chr16:1078781-1080142	mrg	smallvar	gene	1
GNPTG	GRCh38	chr16:1351931-1364113	mrg	smallvar	gene	0.9948285
UNKL	GRCh38	chr16:1363205-1414751	mrg	smallvar	gene	0.9302565
CLCN7	GRCh38	chr16:1444934-1475084	mrg	smallvar	gene	0.9064013
PKD1	GRCh38	chr16:2088708-2135898	mrg	smallvar	gene	0.9751219
PDPK1	GRCh38	chr16:2537979-2603188	mrg	smallvar	gene	0.9935745
SMG1	GRCh38	chr16:18804860-18926408	mrg	smallvar	gene	0.9441373
SH2B1	GRCh38	chr16:28846600-28874212	mrg	smallvar	gene	0.9328915
PHKG2	GRCh38	chr16:30748293-30761176	mrg	smallvar	gene	0.9079407
VKORC1	GRCh38	chr16:31090842-31095980	mrg	smallvar	gene	0.8645387
ORC6	GRCh38	chr16:46689643-46698394	mrg	smallvar	gene	0.9894869
HSD11B2	GRCh38	chr16:67430652-67437553	mrg	smallvar	gene	0.9439211
HYDIN	GRCh38	chr16:70802084-71230722	mrg	smallvar	gene	0.9939833
GCSH	GRCh38	chr16:81081945-81096395	mrg	smallvar	gene	0.9622145
ZNF469	GRCh38	chr16:88382959-88440757	mrg	smallvar	gene	0.9358974
CDH15	GRCh38	chr16:89171748-89195492	mrg	smallvar	gene	0.8966054
ANKRD11	GRCh38	chr16:89267630-89490561	mrg	smallvar	gene	0.954219
MC1R	GRCh38	chr16:89912119-89920977	mrg	smallvar	gene	1
ABR	GRCh38	chr17:1003518-1229738	mrg	smallvar	gene	0.9194633
SERPINF2	GRCh38	chr17:1742836-1755268	mrg	smallvar	gene	0.91361
SRR	GRCh38	chr17:2303383-2325260	mrg	smallvar	gene	0.959638
P2RX5	GRCh38	chr17:3672199-3696240	mrg	smallvar	gene	0.8391082
GP1BA	GRCh38	chr17:4932277-4935023	mrg	smallvar	gene	0.8787327
ENO3	GRCh38	chr17:4948092-4957131	mrg	smallvar	gene	0.9340635
ALOXE3	GRCh38	chr17:8095900-8119047	mrg	smallvar	gene	0.9536873
HES7	GRCh38	chr17:8120592-8124106	mrg	smallvar	gene	1
ATPAF2	GRCh38	chr17:17977409-18039209	mrg	smallvar	gene	0.9809871
FOXN1	GRCh38	chr17:28506243-28538896	mrg	smallvar	gene	0.9038067
SUZ12	GRCh38	chr17:31937007-32001038	mrg	smallvar	gene	0.9846324
KRTAP1-1	GRCh38	chr17:41040541-41041450	mrg	smallvar	gene	0.5962597
G6PC3	GRCh38	chr17:44070735-44076344	mrg	smallvar	gene	0.8908896
HOXB8	GRCh38	chr17:48611377-48615292	mrg	smallvar	gene	0.9642401
GIP	GRCh38	chr17:48958554-48968596	mrg	smallvar	gene	0.8568015
TMC6	GRCh38	chr17:78110458-78132407	mrg	smallvar	gene	0.976172
CANT1	GRCh38	chr17:78991716-79009867	mrg	smallvar	gene	0.9166988
RNF213	GRCh38	chr17:80260866-80398786	mrg	smallvar	gene	0.9320983
FSCN2	GRCh38	chr17:81528396-81537130	mrg	smallvar	gene	0.9062285
TYMS	GRCh38	chr18:657653-673578	mrg	smallvar	gene	0.9373313
GALR1	GRCh38	chr18:77249848-77277900	mrg	smallvar	gene	0.9365464
CTDP1	GRCh38	chr18:79679803-79754510	mrg	smallvar	gene	0.9398986
BSG	GRCh38	chr19:571277-583493	mrg	smallvar	gene	1
HCN2	GRCh38	chr19:589881-617159	mrg	smallvar	gene	0.9482367
KISS1R	GRCh38	chr19:917287-921005	mrg	smallvar	gene	0.9962345
STK11	GRCh38	chr19:1177558-1228431	mrg	smallvar	gene	0.868614
TCF3	GRCh38	chr19:1609290-1652615	mrg	smallvar	gene	0.9466359
LMNB2	GRCh38	chr19:2427638-2456959	mrg	smallvar	gene	0.949115
GIPC3	GRCh38	chr19:3585478-3593541	mrg	smallvar	gene	0.7843235
TBXA2R	GRCh38	chr19:3594507-3606875	mrg	smallvar	gene	0.8914133
CREB3L3	GRCh38	chr19:4153631-4173054	mrg	smallvar	gene	0.9036709
RFX2	GRCh38	chr19:5993164-6199572	mrg	smallvar	gene	0.9696378
C3	GRCh38	chr19:6677704-6730562	mrg	smallvar	gene	0.9565629
STXBP2	GRCh38	chr19:7636881-7647873	mrg	smallvar	gene	0.9175764
TYK2	GRCh38	chr19:10350529-10380572	mrg	smallvar	gene	0.9624538
TRMT1	GRCh38	chr19:13104902-13117567	mrg	smallvar	gene	0.9919463
CYP4F3	GRCh38	chr19:15640897-15662825	mrg	smallvar	gene	0.8698012
CYP4F12	GRCh38	chr19:15673018-15697174	mrg	smallvar	gene	0.8741513
CALR3	GRCh38	chr19:16479061-16496167	mrg	smallvar	gene	0.9400795
MYO9B	GRCh38	chr19:17075781-17214537	mrg	smallvar	gene	0.9686212
INSL3	GRCh38	chr19:17816512-17821574	mrg	smallvar	gene	0.864678
FKBP8	GRCh38	chr19:18531751-18544077	mrg	smallvar	gene	0.9243063
GPI	GRCh38	chr19:34359480-34402413	mrg	smallvar	gene	0.9297976
COX6B1	GRCh38	chr19:35648323-35658782	mrg	smallvar	gene	0.8937757
IFNL3	GRCh38	chr19:39243553-39245129	mrg	smallvar	gene	1
CYP2G1P	GRCh38	chr19:40890826-40912357	mrg	smallvar	gene	0.9901537
ETHE1	GRCh38	chr19:43506719-43527230	mrg	smallvar	gene	0.9191653
APOC1	GRCh38	chr19:44914247-44919349	mrg	smallvar	gene	0.9147393
APOC4	GRCh38	chr19:44942237-44945496	mrg	smallvar	gene	0.9788278
APOC2	GRCh38	chr19:44946035-44949565	mrg	smallvar	gene	1
BLOC1S3	GRCh38	chr19:45178784-45216933	mrg	smallvar	gene	0.9600514
DMPK	GRCh38	chr19:45769709-45782552	mrg	smallvar	gene	0.8448182
FUT1	GRCh38	chr19:48748011-48755390	mrg	smallvar	gene	0.9952568
BAX	GRCh38	chr19:48954815-48961798	mrg	smallvar	gene	0.9775168
TRPM4	GRCh38	chr19:49157741-49211836	mrg	smallvar	gene	0.9125428
PNKP	GRCh38	chr19:49859882-49878351	mrg	smallvar	gene	0.9755807
SIGLEC16	GRCh38	chr19:49969673-49975814	mrg	smallvar	gene	0.9798079
KLK4	GRCh38	chr19:50906352-50910738	mrg	smallvar	gene	0.8864569
ETFB	GRCh38	chr19:51345169-51366388	mrg	smallvar	gene	0.9079127
NLRP12	GRCh38	chr19:53793741-53824394	mrg	smallvar	gene	0.9718462
PRKCG	GRCh38	chr19:53879190-53907652	mrg	smallvar	gene	0.94455769999999994
MBOAT7	GRCh38	chr19:54173412-54189882	mrg	smallvar	gene	0.9557984
NLRP7	GRCh38	chr19:54923509-54966312	mrg	smallvar	gene	0.9072729
NLRP2	GRCh38	chr19:54953130-55001142	mrg	smallvar	gene	0.9160835
GP6	GRCh38	chr19:55013705-55038264	mrg	smallvar	gene	0.9403477
TNNT1	GRCh38	chr19:55132698-55149206	mrg	smallvar	gene	0.8807245
TNNI3	GRCh38	chr19:55151767-55157773	mrg	smallvar	gene	0.6042291
SBK3	GRCh38	chr19:55540656-55545543	mrg	smallvar	gene	1
ZNF419	GRCh38	chr19:57487711-57496097	mrg	smallvar	gene	0.9841402
SLC27A5	GRCh38	chr19:58479512-58512413	mrg	smallvar	gene	0.9183611
SNTG2	GRCh38	chr2:950849-1367613	mrg	smallvar	gene	0.9293941
TPO	GRCh38	chr2:1374066-1543711	mrg	smallvar	gene	0.8693802
PXDN	GRCh38	chr2:1631887-1744852	mrg	smallvar	gene	0.9561988
KLF11	GRCh38	chr2:10042849-10054836	mrg	smallvar	gene	0.9058146
ABCG8	GRCh38	chr2:43831942-43882988	mrg	smallvar	gene	0.9949065
PCBP1	GRCh38	chr2:70087477-70089203	mrg	smallvar	gene	0.8991889
MOGS	GRCh38	chr2:74461057-74465410	mrg	smallvar	gene	0.8614749
RPIA	GRCh38	chr2:88691673-88750929	mrg	smallvar	gene	0.942605
RGPD3	GRCh38	chr2:106391290-106468413	mrg	smallvar	gene	0.958054
CASP10	GRCh38	chr2:201182898-201229406	mrg	smallvar	gene	0.9927539
MLPH	GRCh38	chr2:237485428-237555322	mrg	smallvar	gene	0.933299
ANO7	GRCh38	chr2:241188509-241225377	mrg	smallvar	gene	0.9259249
D2HGDH	GRCh38	chr2:241734602-241768816	mrg	smallvar	gene	0.9286842
SEMG1	GRCh38	chr20:45207033-45209768	mrg	smallvar	gene	0.8190128
PLTP	GRCh38	chr20:45898621-45912155	mrg	smallvar	gene	0.95515
CHRNA4	GRCh38	chr20:63343223-63378401	mrg	smallvar	gene	0.8164194
EEF1A2	GRCh38	chr20:63488014-63499185	mrg	smallvar	gene	0.8519381
PTK6	GRCh38	chr20:63528001-63537376	mrg	smallvar	gene	0.9386666
OPRL1	GRCh38	chr20:64080082-64100643	mrg	smallvar	gene	0.8158163
MYT1	GRCh38	chr20:64102394-64242253	mrg	smallvar	gene	0.8848912
KCNE1	GRCh38	chr21:34446688-34512210	mrg	smallvar	gene	0.9979702
CBR3	GRCh38	chr21:36135079-36146562	mrg	smallvar	gene	0.9252809
NDUFV3	GRCh38	chr21:42879644-42913304	mrg	smallvar	gene	0.9029412
CBS	GRCh38	chr21:43053191-43076943	mrg	smallvar	gene	0.9938111
U2AF1	GRCh38	chr21:43092956-43107587	mrg	smallvar	gene	1
CRYAA	GRCh38	chr21:43169008-43172805	mrg	smallvar	gene	1
TRAPPC10	GRCh38	chr21:44012309-44106552	mrg	smallvar	gene	0.9903017
DNMT3L	GRCh38	chr21:44246339-44262216	mrg	smallvar	gene	0.9936386
COL18A1	GRCh38	chr21:45405165-45513720	mrg	smallvar	gene	0.9225738
COL6A1	GRCh38	chr21:45981769-46005050	mrg	smallvar	gene	0.9421846
APOBEC3H	GRCh38	chr22:39097224-39104067	mrg	smallvar	gene	0.9399386
NDUFA6	GRCh38	chr22:42085526-42090884	mrg	smallvar	gene	0.7698768
CYB5R3	GRCh38	chr22:42617840-42649392	mrg	smallvar	gene	0.9208925
A4GALT	GRCh38	chr22:42692121-42721298	mrg	smallvar	gene	0.9445797
TTLL1	GRCh38	chr22:43039516-43089419	mrg	smallvar	gene	0.9343526
MLC1	GRCh38	chr22:50059391-50085426	mrg	smallvar	gene	0.9567121
TUBGCP6	GRCh38	chr22:50217689-50245023	mrg	smallvar	gene	0.9355016
CHL1	GRCh38	chr3:196763-409417	mrg	smallvar	gene	0.9939902
DAZL	GRCh38	chr3:16586792-16670306	mrg	smallvar	gene	0.9960006
LZTFL1	GRCh38	chr3:45823316-45916042	mrg	smallvar	gene	0.9967647
RHOA	GRCh38	chr3:49359145-49412998	mrg	smallvar	gene	0.9405419
MST1R	GRCh38	chr3:49887002-49903873	mrg	smallvar	gene	0.9016656
HYAL1	GRCh38	chr3:50299890-50312381	mrg	smallvar	gene	0.8386838
RPN1	GRCh38	chr3:128619969-128681075	mrg	smallvar	gene	0.9372729
BFSP2	GRCh38	chr3:133400056-133475222	mrg	smallvar	gene	0.9312322
PCCB	GRCh38	chr3:136250340-136337896	mrg	smallvar	gene	0.903753
EIF2B5	GRCh38	chr3:184135038-184146127	mrg	smallvar	gene	0.8880873
KNG1	GRCh38	chr3:186717348-186744410	mrg	smallvar	gene	0.988434
TM4SF19	GRCh38	chr3:196319342-196338503	mrg	smallvar	gene	0.9423308
ZNF141	GRCh38	chr4:337814-384868	mrg	smallvar	gene	0.9932843
PDE6B	GRCh38	chr4:625584-670782	mrg	smallvar	gene	0.9487588
GAK	GRCh38	chr4:849276-932373	mrg	smallvar	gene	0.9443181
FGFRL1	GRCh38	chr4:1009936-1026898	mrg	smallvar	gene	0.9681641
RNF212	GRCh38	chr4:1056250-1113564	mrg	smallvar	gene	0.9606205
UVSSA	GRCh38	chr4:1347208-1395989	mrg	smallvar	gene	0.9449786
DOK7	GRCh38	chr4:3463306-3501473	mrg	smallvar	gene	0.9813451
HMX1	GRCh38	chr4:8846076-8871839	mrg	smallvar	gene	1
UGT2A1	GRCh38	chr4:69588417-69653249	mrg	smallvar	gene	0.9120805
UGT2A2	GRCh38	chr4:69589309-69639642	mrg	smallvar	gene	0.8867542
AFP	GRCh38	chr4:73431138-73456174	mrg	smallvar	gene	0.9900543
DSPP	GRCh38	chr4:87608529-87616873	mrg	smallvar	gene	0.7299856
PDLIM3	GRCh38	chr4:185500660-185535507	mrg	smallvar	gene	0.923035
FAT1	GRCh38	chr4:186587794-186726722	mrg	smallvar	gene	0.9860432
SLC6A18	GRCh38	chr5:1225381-1246189	mrg	smallvar	gene	0.9211361
TERT	GRCh38	chr5:1253147-1295068	mrg	smallvar	gene	0.8041077
SLC6A3	GRCh38	chr5:1392794-1445440	mrg	smallvar	gene	0.9610037
MARVELD2	GRCh38	chr5:69415065-69444330	mrg	smallvar	gene	0.9368871
SMN1	GRCh38	chr5:70925030-70953942	mrg	smallvar	gene	0.9500207
TTC37	GRCh38	chr5:95461755-95554977	mrg	smallvar	gene	0.9964172
LIX1	GRCh38	chr5:97091867-97142753	mrg	smallvar	gene	0.9971112
SAR1B	GRCh38	chr5:134601149-134649271	mrg	smallvar	gene	0.9464278
MYOT	GRCh38	chr5:137867858-137887851	mrg	smallvar	gene	0.9929475
PCDHA10	GRCh38	chr5:140855883-141012347	mrg	smallvar	gene	0.9743647
NPM1	GRCh38	chr5:171387116-171411137	mrg	smallvar	gene	0.939095
FLT4	GRCh38	chr5:180601506-180649624	mrg	smallvar	gene	0.8555634
SLC17A5	GRCh38	chr6:73593379-73653992	mrg	smallvar	gene	0.9548612
SEC63	GRCh38	chr6:107867756-107958208	mrg	smallvar	gene	0.9754897
PCMT1	GRCh38	chr6:149749443-149811420	mrg	smallvar	gene	0.9482228
SLC22A1	GRCh38	chr6:160121815-160158718	mrg	smallvar	gene	0.9470233
SMOC2	GRCh38	chr6:168441151-168673445	mrg	smallvar	gene	0.9177163
THBS2	GRCh38	chr6:169215780-169254044	mrg	smallvar	gene	0.9349519
SLC29A4	GRCh38	chr7:5274369-5306870	mrg	smallvar	gene	0.969324
NOD1	GRCh38	chr7:30424527-30478784	mrg	smallvar	gene	0.9965534
PPIA	GRCh38	chr7:44796680-44824564	mrg	smallvar	gene	0.9527686
PSPH	GRCh38	chr7:56011051-56051604	mrg	smallvar	gene	0.9801001
GUSB	GRCh38	chr7:65960684-65982215	mrg	smallvar	gene	0.9938229
CLIP2	GRCh38	chr7:74289407-74405935	mrg	smallvar	gene	0.9497803
GTF2I	GRCh38	chr7:74650231-74760692	mrg	smallvar	gene	0.9832973
NCF1	GRCh38	chr7:74773962-74789376	mrg	smallvar	gene	0.991631
GTF2IRD2	GRCh38	chr7:74796144-74851551	mrg	smallvar	gene	0.9656722
ZAN	GRCh38	chr7:100733595-100797797	mrg	smallvar	gene	0.8147566
LAMB1	GRCh38	chr7:107923799-108003187	mrg	smallvar	gene	0.9840026
KLF14	GRCh38	chr7:130731235-130734176	mrg	smallvar	gene	0.9891194
BRAF	GRCh38	chr7:140719327-140924928	mrg	smallvar	gene	0.9922617
TRBV9	GRCh38	chr7:142391891-142392412	mrg	smallvar	gene	1
KMT2C	GRCh38	chr7:152134922-152436005	mrg	smallvar	gene	0.9849311
ARHGEF10	GRCh38	chr8:1823926-1958641	mrg	smallvar	gene	0.8971236
IKBKB	GRCh38	chr8:42271302-42332653	mrg	smallvar	gene	0.9802937
IMPA1	GRCh38	chr8:81656914-81686331	mrg	smallvar	gene	0.9418024
CDH17	GRCh38	chr8:94127162-94217303	mrg	smallvar	gene	0.9917573
GPIHBP1	GRCh38	chr8:143213218-143217170	mrg	smallvar	gene	0.9865891
MAFA	GRCh38	chr8:143419182-143430732	mrg	smallvar	gene	1
KCNV2	GRCh38	chr9:2717510-2730037	mrg	smallvar	gene	0.9336633
GALT	GRCh38	chr9:34638133-34651035	mrg	smallvar	gene	0.9283057
FXN	GRCh38	chr9:69035563-69100178	mrg	smallvar	gene	0.9704713
TJP2	GRCh38	chr9:69121264-69274615	mrg	smallvar	gene	0.9531336
MUSK	GRCh38	chr9:110668779-110806558	mrg	smallvar	gene	0.9743357
SLC27A4	GRCh38	chr9:128340527-128361470	mrg	smallvar	gene	0.9434656
PKN3	GRCh38	chr9:128702503-128720916	mrg	smallvar	gene	0.9916906
ABO	GRCh38	chr9:133250401-133276024	mrg	smallvar	gene	0.9277602
SOHLH1	GRCh38	chr9:135693407-135704498	mrg	smallvar	gene	0.9759264
INPP5E	GRCh38	chr9:136428619-136439845	mrg	smallvar	gene	0.9328345
MAN1B1	GRCh38	chr9:137086985-137109183	mrg	smallvar	gene	0.8903955
GRIN1	GRCh38	chr9:137139154-137168756	mrg	smallvar	gene	0.9286873
AGRN	GRCh38	chr1:1020120-1056118	mrg	SV	gene	0.9919718
RPL22	GRCh38	chr1:6185020-6209389	mrg	SV	gene	1
ESPN	GRCh38	chr1:6424776-6461367	mrg	SV	gene	1
MASP2	GRCh38	chr1:11026523-11047239	mrg	SV	gene	0.9126762
NPPA	GRCh38	chr1:11845709-11848345	mrg	SV	gene	1
HMGCL	GRCh38	chr1:23801885-23838620	mrg	SV	gene	0.9645298
CNR2	GRCh38	chr1:23870515-23913362	mrg	SV	gene	0.9927649
RHCE	GRCh38	chr1:25362249-25430192	mrg	SV	gene	0.9988226
PIGV	GRCh38	chr1:26787054-26800659	mrg	SV	gene	1
AGL	GRCh38	chr1:99850361-99924023	mrg	SV	gene	0.9981537
EXTL2	GRCh38	chr1:100872372-100895179	mrg	SV	gene	1
LRIG2	GRCh38	chr1:113073198-113132260	mrg	SV	gene	1
VANGL1	GRCh38	chr1:115641970-115698224	mrg	SV	gene	1
FLG	GRCh38	chr1:152302165-152325239	mrg	SV	gene	0.52596
FLAD1	GRCh38	chr1:154983338-154993111	mrg	SV	gene	1
MUC1	GRCh38	chr1:155185824-155192916	mrg	SV	gene	0.4811055
HCN3	GRCh38	chr1:155277463-155289848	mrg	SV	gene	1
FCGR3A	GRCh38	chr1:161541759-161550737	mrg	SV	gene	1
FCGR2B	GRCh38	chr1:161663147-161678654	mrg	SV	gene	1
CD247	GRCh38	chr1:167430640-167518610	mrg	SV	gene	0.9917131
PRG4	GRCh38	chr1:186296279-186314567	mrg	SV	gene	1
PTPRC	GRCh38	chr1:198638457-198757476	mrg	SV	gene	1
KISS1	GRCh38	chr1:204190341-204196491	mrg	SV	gene	1
LBR	GRCh38	chr1:225401502-225428925	mrg	SV	gene	1
DCLRE1C	GRCh38	chr10:14897359-14954432	mrg	SV	gene	1
MRC1	GRCh38	chr10:17809348-17911164	mrg	SV	gene	1
PDSS1	GRCh38	chr10:26697701-26746798	mrg	SV	gene	1
PAPSS2	GRCh38	chr10:87659613-87747705	mrg	SV	gene	1
PTEN	GRCh38	chr10:87863625-87971930	mrg	SV	gene	1
LIPN	GRCh38	chr10:88761406-88778242	mrg	SV	gene	1
BTRC	GRCh38	chr10:101354033-101557321	mrg	SV	gene	0.9978799
ECHS1	GRCh38	chr10:133362485-133373354	mrg	SV	gene	1
SPRN	GRCh38	chr10:133420666-133424572	mrg	SV	gene	0.9480287
IFITM3	GRCh38	chr11:319676-327537	mrg	SV	gene	0.7292965
DRD4	GRCh38	chr11:637269-640706	mrg	SV	gene	1
DEAF1	GRCh38	chr11:644233-706715	mrg	SV	gene	0.9785858
MUC5B	GRCh38	chr11:1223066-1262172	mrg	SV	gene	1
H19	GRCh38	chr11:1995176-2001470	mrg	SV	gene	1
HBG1	GRCh38	chr11:5248269-5249857	mrg	SV	gene	1
MDK	GRCh38	chr11:46380756-46383837	mrg	SV	gene	1
SPI1	GRCh38	chr11:47354860-47378547	mrg	SV	gene	1
B3GAT3	GRCh38	chr11:62615296-62622154	mrg	SV	gene	1
ESRRA	GRCh38	chr11:64305497-64316743	mrg	SV	gene	1
SLC22A12	GRCh38	chr11:64590641-64602353	mrg	SV	gene	0.8195868
TPCN2	GRCh38	chr11:69048932-69136316	mrg	SV	gene	0.9566282
FGF3	GRCh38	chr11:69809968-69819416	mrg	SV	gene	0.9387172
CD4	GRCh38	chr12:6786858-6820799	mrg	SV	gene	0.9913674
PEX5	GRCh38	chr12:7188685-7218574	mrg	SV	gene	0.9090635
APOBEC1	GRCh38	chr12:7649400-7665908	mrg	SV	gene	0.9926702
GDF3	GRCh38	chr12:7689784-7695775	mrg	SV	gene	1
COX14	GRCh38	chr12:50112082-50120457	mrg	SV	gene	1
NACA	GRCh38	chr12:56712427-56731628	mrg	SV	gene	0.9294828
DPY19L2	GRCh38	chr12:63558913-63668939	mrg	SV	gene	0.997546
HNF1A	GRCh38	chr12:120978543-121002512	mrg	SV	gene	0.9944929
KDM2B	GRCh38	chr12:121429096-121581023	mrg	SV	gene	0.9939708
HPD	GRCh38	chr12:121839527-121863596	mrg	SV	gene	1
P2RX2	GRCh38	chr12:132618776-132622388	mrg	SV	gene	1
PGAM5	GRCh38	chr12:132710819-132722734	mrg	SV	gene	0.9654217
GOLGA3	GRCh38	chr12:132768914-132829078	mrg	SV	gene	0.8753906
F7	GRCh38	chr13:113105788-113120685	mrg	SV	gene	0.7913002
PROZ	GRCh38	chr13:113158648-113172386	mrg	SV	gene	0.9030427
NDUFB1	GRCh38	chr14:92116122-92121917	mrg	SV	gene	1
JAG2	GRCh38	chr14:105140982-105168824	mrg	SV	gene	0.9633647
IGHV3-21	GRCh38	chr14:106235064-106235594	mrg	SV	gene	1
NDUFAF1	GRCh38	chr15:41387353-41402519	mrg	SV	gene	1
PPIP5K1	GRCh38	chr15:43533462-43590253	mrg	SV	gene	1
USP8	GRCh38	chr15:50424380-50514421	mrg	SV	gene	1
MPG	GRCh38	chr16:77007-85851	mrg	SV	gene	0.9105608
HBM	GRCh38	chr16:153892-166764	mrg	SV	gene	0.76344
AXIN1	GRCh38	chr16:287440-352723	mrg	SV	gene	1
LMF1	GRCh38	chr16:853634-981318	mrg	SV	gene	0.8685035
SSTR5	GRCh38	chr16:1078781-1080142	mrg	SV	gene	1
GNPTG	GRCh38	chr16:1351931-1364113	mrg	SV	gene	0.9808734
UNKL	GRCh38	chr16:1363205-1414751	mrg	SV	gene	0.9567183
CLCN7	GRCh38	chr16:1444934-1475084	mrg	SV	gene	0.9135655
PKD1	GRCh38	chr16:2088708-2135898	mrg	SV	gene	1
PDPK1	GRCh38	chr16:2537979-2603188	mrg	SV	gene	1
SMG1	GRCh38	chr16:18804860-18926408	mrg	SV	gene	1
SH2B1	GRCh38	chr16:28846600-28874212	mrg	SV	gene	0.9634217
PHKG2	GRCh38	chr16:30748293-30761176	mrg	SV	gene	1
VKORC1	GRCh38	chr16:31090842-31095980	mrg	SV	gene	1
ORC6	GRCh38	chr16:46689643-46698394	mrg	SV	gene	1
HSD11B2	GRCh38	chr16:67430652-67437553	mrg	SV	gene	1
HYDIN	GRCh38	chr16:70802084-71230722	mrg	SV	gene	1
GCSH	GRCh38	chr16:81081945-81096395	mrg	SV	gene	1
ZNF469	GRCh38	chr16:88382959-88440757	mrg	SV	gene	0.9357071
CDH15	GRCh38	chr16:89171748-89195492	mrg	SV	gene	0.8348635
ANKRD11	GRCh38	chr16:89267630-89490561	mrg	SV	gene	0.9831921
MC1R	GRCh38	chr16:89912119-89920977	mrg	SV	gene	0.8750283
ABR	GRCh38	chr17:1003518-1229738	mrg	SV	gene	0.9376138
SERPINF2	GRCh38	chr17:1742836-1755268	mrg	SV	gene	1
SRR	GRCh38	chr17:2303383-2325260	mrg	SV	gene	1
P2RX5	GRCh38	chr17:3672199-3696240	mrg	SV	gene	0.8420199
GP1BA	GRCh38	chr17:4932277-4935023	mrg	SV	gene	1
ENO3	GRCh38	chr17:4948092-4957131	mrg	SV	gene	0.9832946
ALOXE3	GRCh38	chr17:8095900-8119047	mrg	SV	gene	0.9834104
HES7	GRCh38	chr17:8120592-8124106	mrg	SV	gene	1
ATPAF2	GRCh38	chr17:17977409-18039209	mrg	SV	gene	1
FOXN1	GRCh38	chr17:28506243-28538896	mrg	SV	gene	0.9038067
SUZ12	GRCh38	chr17:31937007-32001038	mrg	SV	gene	1
KRTAP1-1	GRCh38	chr17:41040541-41041450	mrg	SV	gene	1
G6PC3	GRCh38	chr17:44070735-44076344	mrg	SV	gene	1
HOXB8	GRCh38	chr17:48611377-48615292	mrg	SV	gene	1
GIP	GRCh38	chr17:48958554-48968596	mrg	SV	gene	0.9120693
TMC6	GRCh38	chr17:78110458-78132407	mrg	SV	gene	0.980637
CANT1	GRCh38	chr17:78991716-79009867	mrg	SV	gene	0.919178
RNF213	GRCh38	chr17:80260866-80398786	mrg	SV	gene	0.9676044
FSCN2	GRCh38	chr17:81528396-81537130	mrg	SV	gene	0.9062285
TYMS	GRCh38	chr18:657653-673578	mrg	SV	gene	0.946562
GALR1	GRCh38	chr18:77249848-77277900	mrg	SV	gene	0.9388279
CTDP1	GRCh38	chr18:79679803-79754510	mrg	SV	gene	0.9600974
BSG	GRCh38	chr19:571277-583493	mrg	SV	gene	1
HCN2	GRCh38	chr19:589881-617159	mrg	SV	gene	0.9894054
KISS1R	GRCh38	chr19:917287-921005	mrg	SV	gene	1
STK11	GRCh38	chr19:1177558-1228431	mrg	SV	gene	0.992609
