gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
GABRA1	GRCh38	chr5:161847063-161899981	FALSE	v4	gene	0.99130248	81	NA
GABRA1	GRCh38	chr5:161847063-161899981	FALSE	v4	exon	0.974479264	4	NA
GABRA1	GRCh38	chr5:161847063-161899981	FALSE	mrg	gene	0	0	0
GABRA1	GRCh38	chr5:161847063-161899981	FALSE	mrg	exon	0	0	0
GABRA1	GRCh38	chr5:161847063-161899981	FALSE	hifi	gene	1	NA	NA
GABRG2	GRCh38	chr5:162000057-162162977	FALSE	v4	gene	0.999212301	127	NA
GABRG2	GRCh38	chr5:162000057-162162977	FALSE	v4	exon	1	11	NA
GABRG2	GRCh38	chr5:162000057-162162977	FALSE	mrg	gene	0	0	0
GABRG2	GRCh38	chr5:162000057-162162977	FALSE	mrg	exon	0	0	0
GABRG2	GRCh38	chr5:162000057-162162977	FALSE	hifi	gene	1	NA	NA
HMMR	GRCh38	chr5:163460203-163491941	FALSE	v4	gene	0.978655094	17	NA
HMMR	GRCh38	chr5:163460203-163491941	FALSE	v4	exon	1	1	NA
HMMR	GRCh38	chr5:163460203-163491941	FALSE	mrg	gene	0	0	0
HMMR	GRCh38	chr5:163460203-163491941	FALSE	mrg	exon	0	0	0
HMMR	GRCh38	chr5:163460203-163491941	FALSE	hifi	gene	1	NA	NA
WWC1	GRCh38	chr5:168291651-168472303	FALSE	v4	gene	0.982485307	226	NA
WWC1	GRCh38	chr5:168291651-168472303	FALSE	v4	exon	1	7	NA
WWC1	GRCh38	chr5:168291651-168472303	FALSE	mrg	gene	0	0	0
WWC1	GRCh38	chr5:168291651-168472303	FALSE	mrg	exon	0	0	0
WWC1	GRCh38	chr5:168291651-168472303	FALSE	hifi	gene	1	NA	NA
SLIT3	GRCh38	chr5:168661733-169301139	FALSE	v4	gene	1	674	NA
SLIT3	GRCh38	chr5:168661733-169301139	FALSE	v4	exon	1	4	NA
SLIT3	GRCh38	chr5:168661733-169301139	FALSE	mrg	gene	0	0	0
SLIT3	GRCh38	chr5:168661733-169301139	FALSE	mrg	exon	0	0	0
SLIT3	GRCh38	chr5:168661733-169301139	FALSE	hifi	gene	1	NA	NA
FOXI1	GRCh38	chr5:170105897-170109734	FALSE	v4	gene	0.978814409	10	NA
FOXI1	GRCh38	chr5:170105897-170109734	FALSE	v4	exon	1	6	NA
FOXI1	GRCh38	chr5:170105897-170109734	FALSE	mrg	gene	0	0	0
FOXI1	GRCh38	chr5:170105897-170109734	FALSE	mrg	exon	0	0	0
FOXI1	GRCh38	chr5:170105897-170109734	FALSE	hifi	gene	1	NA	NA
KCNMB1	GRCh38	chr5:170374671-170389634	FALSE	v4	gene	0.920788654	22	NA
KCNMB1	GRCh38	chr5:170374671-170389634	FALSE	v4	exon	0.99197973800000006	6	NA
KCNMB1	GRCh38	chr5:170374671-170389634	FALSE	mrg	gene	0	0	0
KCNMB1	GRCh38	chr5:170374671-170389634	FALSE	mrg	exon	0	0	0
KCNMB1	GRCh38	chr5:170374671-170389634	FALSE	hifi	gene	1	NA	NA
TLX3	GRCh38	chr5:171309248-171312139	FALSE	v4	gene	0.834394904	2	NA
TLX3	GRCh38	chr5:171309248-171312139	FALSE	v4	exon	1	1	NA
TLX3	GRCh38	chr5:171309248-171312139	FALSE	mrg	gene	0	0	0
TLX3	GRCh38	chr5:171309248-171312139	FALSE	mrg	exon	0	0	0
TLX3	GRCh38	chr5:171309248-171312139	FALSE	hifi	gene	1	NA	NA
NPM1	GRCh38	chr5:171387116-171411137	TRUE	v4	gene	0.976782913	43	NA
NPM1	GRCh38	chr5:171387116-171411137	TRUE	v4	exon	0.962591593	2	NA
NPM1	GRCh38	chr5:171387116-171411137	TRUE	mrg	gene	0.939094959	63	1
NPM1	GRCh38	chr5:171387116-171411137	TRUE	mrg	exon	1	2	0
NPM1	GRCh38	chr5:171387116-171411137	TRUE	hifi	gene	1	NA	NA
FBXW11	GRCh38	chr5:171861549-172006873	FALSE	v4	gene	0.967527504	110	NA
FBXW11	GRCh38	chr5:171861549-172006873	FALSE	v4	exon	0.995029177	1	NA
FBXW11	GRCh38	chr5:171861549-172006873	FALSE	mrg	gene	0	0	0
FBXW11	GRCh38	chr5:171861549-172006873	FALSE	mrg	exon	0	0	0
FBXW11	GRCh38	chr5:171861549-172006873	FALSE	hifi	gene	1	NA	NA
SH3PXD2B	GRCh38	chr5:172325000-172454525	FALSE	v4	gene	0.95846346	232	NA
SH3PXD2B	GRCh38	chr5:172325000-172454525	FALSE	v4	exon	0.987696171	12	NA
SH3PXD2B	GRCh38	chr5:172325000-172454525	FALSE	mrg	gene	0	0	0
SH3PXD2B	GRCh38	chr5:172325000-172454525	FALSE	mrg	exon	0	0	0
SH3PXD2B	GRCh38	chr5:172325000-172454525	FALSE	hifi	gene	1	NA	NA
NKX2-5	GRCh38	chr5:173232109-173235311	FALSE	v4	gene	0.980202724	3	NA
NKX2-5	GRCh38	chr5:173232109-173235311	FALSE	v4	exon	0.975341028	2	NA
NKX2-5	GRCh38	chr5:173232109-173235311	FALSE	mrg	gene	0	0	0
NKX2-5	GRCh38	chr5:173232109-173235311	FALSE	mrg	exon	0	0	0
NKX2-5	GRCh38	chr5:173232109-173235311	FALSE	hifi	gene	0.964071339	NA	NA
MSX2	GRCh38	chr5:174724582-174730896	FALSE	v4	gene	1	18	NA
MSX2	GRCh38	chr5:174724582-174730896	FALSE	v4	exon	0.99009901	6	NA
MSX2	GRCh38	chr5:174724582-174730896	FALSE	mrg	gene	0	0	0
MSX2	GRCh38	chr5:174724582-174730896	FALSE	mrg	exon	0	0	0
MSX2	GRCh38	chr5:174724582-174730896	FALSE	hifi	gene	1	NA	NA
DRD1	GRCh38	chr5:175440036-175444182	FALSE	v4	gene	0.982111708	7	NA
DRD1	GRCh38	chr5:175440036-175444182	FALSE	v4	exon	1	7	NA
DRD1	GRCh38	chr5:175440036-175444182	FALSE	mrg	gene	0	0	0
DRD1	GRCh38	chr5:175440036-175444182	FALSE	mrg	exon	0	0	0
DRD1	GRCh38	chr5:175440036-175444182	FALSE	hifi	gene	0.882849844	NA	NA
CPLX2	GRCh38	chr5:175796310-175884021	FALSE	v4	gene	1	133	NA
CPLX2	GRCh38	chr5:175796310-175884021	FALSE	v4	exon	0.989846743	12	NA
CPLX2	GRCh38	chr5:175796310-175884021	FALSE	mrg	gene	0	0	0
CPLX2	GRCh38	chr5:175796310-175884021	FALSE	mrg	exon	0	0	0
CPLX2	GRCh38	chr5:175796310-175884021	FALSE	hifi	gene	1	NA	NA
HIGD2A	GRCh38	chr5:176388751-176389761	FALSE	v4	gene	0.978804659	3	NA
HIGD2A	GRCh38	chr5:176388751-176389761	FALSE	v4	exon	1	3	NA
HIGD2A	GRCh38	chr5:176388751-176389761	FALSE	mrg	gene	0	0	0
HIGD2A	GRCh38	chr5:176388751-176389761	FALSE	mrg	exon	0	0	0
HIGD2A	GRCh38	chr5:176388751-176389761	FALSE	hifi	gene	1	NA	NA
SNCB	GRCh38	chr5:176620082-176630556	FALSE	v4	gene	0.991257393	25	NA
SNCB	GRCh38	chr5:176620082-176630556	FALSE	v4	exon	1	2	NA
SNCB	GRCh38	chr5:176620082-176630556	FALSE	mrg	gene	0	0	0
SNCB	GRCh38	chr5:176620082-176630556	FALSE	mrg	exon	0	0	0
SNCB	GRCh38	chr5:176620082-176630556	FALSE	hifi	gene	1	NA	NA
TSPAN17	GRCh38	chr5:176647387-176659054	FALSE	v4	gene	0.928707451	33	NA
TSPAN17	GRCh38	chr5:176647387-176659054	FALSE	v4	exon	1	9	NA
TSPAN17	GRCh38	chr5:176647387-176659054	FALSE	mrg	gene	0	0	0
TSPAN17	GRCh38	chr5:176647387-176659054	FALSE	mrg	exon	0	0	0
TSPAN17	GRCh38	chr5:176647387-176659054	FALSE	hifi	gene	1	NA	NA
UIMC1	GRCh38	chr5:176905005-177022633	FALSE	v4	gene	0.918853991	91	NA
UIMC1	GRCh38	chr5:176905005-177022633	FALSE	v4	exon	1	2	NA
UIMC1	GRCh38	chr5:176905005-177022633	FALSE	mrg	gene	0	0	0
UIMC1	GRCh38	chr5:176905005-177022633	FALSE	mrg	exon	0	0	0
UIMC1	GRCh38	chr5:176905005-177022633	FALSE	hifi	gene	1	NA	NA
FGFR4	GRCh38	chr5:177086905-177098144	FALSE	v4	gene	0.969059154	19	NA
FGFR4	GRCh38	chr5:177086905-177098144	FALSE	v4	exon	0.938271605	5	NA
FGFR4	GRCh38	chr5:177086905-177098144	FALSE	mrg	gene	0	0	0
FGFR4	GRCh38	chr5:177086905-177098144	FALSE	mrg	exon	0	0	0
FGFR4	GRCh38	chr5:177086905-177098144	FALSE	hifi	gene	1	NA	NA
NSD1	GRCh38	chr5:177133025-177300215	FALSE	v4	gene	0.950135114	75	NA
NSD1	GRCh38	chr5:177133025-177300215	FALSE	v4	exon	0.984104938	4	NA
NSD1	GRCh38	chr5:177133025-177300215	FALSE	mrg	gene	0	0	0
NSD1	GRCh38	chr5:177133025-177300215	FALSE	mrg	exon	0	0	0
NSD1	GRCh38	chr5:177133025-177300215	FALSE	hifi	gene	1	NA	NA
SLC34A1	GRCh38	chr5:177379235-177398848	FALSE	v4	gene	1	19	NA
SLC34A1	GRCh38	chr5:177379235-177398848	FALSE	v4	exon	0.966318235	2	NA
SLC34A1	GRCh38	chr5:177379235-177398848	FALSE	mrg	gene	0	0	0
SLC34A1	GRCh38	chr5:177379235-177398848	FALSE	mrg	exon	0	0	0
SLC34A1	GRCh38	chr5:177379235-177398848	FALSE	hifi	gene	1	NA	NA
F12	GRCh38	chr5:177402140-177409576	FALSE	v4	gene	1	13	NA
F12	GRCh38	chr5:177402140-177409576	FALSE	v4	exon	1	3	NA
F12	GRCh38	chr5:177402140-177409576	FALSE	mrg	gene	0	0	0
F12	GRCh38	chr5:177402140-177409576	FALSE	mrg	exon	0	0	0
F12	GRCh38	chr5:177402140-177409576	FALSE	hifi	gene	1	NA	NA
DDX41	GRCh38	chr5:177511577-177516961	FALSE	v4	gene	1	9	NA
DDX41	GRCh38	chr5:177511577-177516961	FALSE	v4	exon	1	2	NA
DDX41	GRCh38	chr5:177511577-177516961	FALSE	mrg	gene	0	0	0
DDX41	GRCh38	chr5:177511577-177516961	FALSE	mrg	exon	0	0	0
DDX41	GRCh38	chr5:177511577-177516961	FALSE	hifi	gene	0.605958046	NA	NA
B4GALT7	GRCh38	chr5:177600132-177610330	FALSE	v4	gene	0.957324682	23	NA
B4GALT7	GRCh38	chr5:177600132-177610330	FALSE	v4	exon	1	2	NA
B4GALT7	GRCh38	chr5:177600132-177610330	FALSE	mrg	gene	0	0	0
B4GALT7	GRCh38	chr5:177600132-177610330	FALSE	mrg	exon	0	0	0
B4GALT7	GRCh38	chr5:177600132-177610330	FALSE	hifi	gene	1	NA	NA
PROP1	GRCh38	chr5:177992235-177996242	FALSE	v4	gene	1	8	NA
PROP1	GRCh38	chr5:177992235-177996242	FALSE	v4	exon	0.882956879	3	NA
PROP1	GRCh38	chr5:177992235-177996242	FALSE	mrg	gene	0	0	0
PROP1	GRCh38	chr5:177992235-177996242	FALSE	mrg	exon	0	0	0
PROP1	GRCh38	chr5:177992235-177996242	FALSE	hifi	gene	1	NA	NA
NHP2	GRCh38	chr5:178149463-178153894	FALSE	v4	gene	0.970138031	1	NA
NHP2	GRCh38	chr5:178149463-178153894	FALSE	v4	exon	1	0	NA
NHP2	GRCh38	chr5:178149463-178153894	FALSE	mrg	gene	0	0	0
NHP2	GRCh38	chr5:178149463-178153894	FALSE	mrg	exon	0	0	0
NHP2	GRCh38	chr5:178149463-178153894	FALSE	hifi	gene	1	NA	NA
GRM6	GRCh38	chr5:178977587-178996206	FALSE	v4	gene	0.955883857	43	NA
GRM6	GRCh38	chr5:178977587-178996206	FALSE	v4	exon	1	10	NA
GRM6	GRCh38	chr5:178977587-178996206	FALSE	mrg	gene	0	0	0
GRM6	GRCh38	chr5:178977587-178996206	FALSE	mrg	exon	0	0	0
GRM6	GRCh38	chr5:178977587-178996206	FALSE	hifi	gene	1	NA	NA
ADAMTS2	GRCh38	chr5:179110853-179345461	FALSE	v4	gene	1	343	NA
ADAMTS2	GRCh38	chr5:179110853-179345461	FALSE	v4	exon	1	10	NA
ADAMTS2	GRCh38	chr5:179110853-179345461	FALSE	mrg	gene	0	0	0
ADAMTS2	GRCh38	chr5:179110853-179345461	FALSE	mrg	exon	0	0	0
ADAMTS2	GRCh38	chr5:179110853-179345461	FALSE	hifi	gene	1	NA	NA
LTC4S	GRCh38	chr5:179793980-179796647	FALSE	v4	gene	1	3	NA
LTC4S	GRCh38	chr5:179793980-179796647	FALSE	v4	exon	1	1	NA
LTC4S	GRCh38	chr5:179793980-179796647	FALSE	mrg	gene	0	0	0
LTC4S	GRCh38	chr5:179793980-179796647	FALSE	mrg	exon	0	0	0
LTC4S	GRCh38	chr5:179793980-179796647	FALSE	hifi	gene	1	NA	NA
MGAT4B	GRCh38	chr5:179797597-179806952	FALSE	v4	gene	0.927367424	4	NA
MGAT4B	GRCh38	chr5:179797597-179806952	FALSE	v4	exon	1	0	NA
MGAT4B	GRCh38	chr5:179797597-179806952	FALSE	mrg	gene	0	0	0
MGAT4B	GRCh38	chr5:179797597-179806952	FALSE	mrg	exon	0	0	0
MGAT4B	GRCh38	chr5:179797597-179806952	FALSE	hifi	gene	1	NA	NA
SQSTM1	GRCh38	chr5:179806398-179838078	FALSE	v4	gene	0.775447857	61	NA
SQSTM1	GRCh38	chr5:179806398-179838078	FALSE	v4	exon	1	4	NA
SQSTM1	GRCh38	chr5:179806398-179838078	FALSE	mrg	gene	0	0	0
SQSTM1	GRCh38	chr5:179806398-179838078	FALSE	mrg	exon	0	0	0
SQSTM1	GRCh38	chr5:179806398-179838078	FALSE	hifi	gene	1	NA	NA
FLT4	GRCh38	chr5:180601506-180649624	TRUE	v4	gene	0.956656948	108	NA
FLT4	GRCh38	chr5:180601506-180649624	TRUE	v4	exon	0.861047836	4	NA
FLT4	GRCh38	chr5:180601506-180649624	TRUE	mrg	gene	0.855563407	129	1
FLT4	GRCh38	chr5:180601506-180649624	TRUE	mrg	exon	0.949397982	6	0
FLT4	GRCh38	chr5:180601506-180649624	TRUE	hifi	gene	1	NA	NA
MGAT1	GRCh38	chr5:180784782-180815652	FALSE	v4	gene	0.941343761	128	NA
MGAT1	GRCh38	chr5:180784782-180815652	FALSE	v4	exon	0.98345227	14	NA
MGAT1	GRCh38	chr5:180784782-180815652	FALSE	mrg	gene	0	0	0
MGAT1	GRCh38	chr5:180784782-180815652	FALSE	mrg	exon	0	0	0
MGAT1	GRCh38	chr5:180784782-180815652	FALSE	hifi	gene	0.820592719	NA	NA
IRF4	GRCh38	chr6:391752-411443	FALSE	v4	gene	0.982246557	25	NA
IRF4	GRCh38	chr6:391752-411443	FALSE	v4	exon	0.972855796	17	NA
IRF4	GRCh38	chr6:391752-411443	FALSE	mrg	gene	0	0	0
IRF4	GRCh38	chr6:391752-411443	FALSE	mrg	exon	0	0	0
IRF4	GRCh38	chr6:391752-411443	FALSE	hifi	gene	1	NA	NA
FOXF2	GRCh38	chr6:1389576-1395603	FALSE	v4	gene	0.974384731	6	NA
FOXF2	GRCh38	chr6:1389576-1395603	FALSE	v4	exon	0.99795835	2	NA
FOXF2	GRCh38	chr6:1389576-1395603	FALSE	mrg	gene	0	0	0
FOXF2	GRCh38	chr6:1389576-1395603	FALSE	mrg	exon	0	0	0
FOXF2	GRCh38	chr6:1389576-1395603	FALSE	hifi	gene	1	NA	NA
FOXC1	GRCh38	chr6:1609915-1613897	FALSE	v4	gene	0.97988003	0	NA
FOXC1	GRCh38	chr6:1609915-1613897	FALSE	v4	exon	0.974384731	0	NA
FOXC1	GRCh38	chr6:1609915-1613897	FALSE	mrg	gene	0	0	0
FOXC1	GRCh38	chr6:1609915-1613897	FALSE	mrg	exon	0	0	0
FOXC1	GRCh38	chr6:1609915-1613897	FALSE	hifi	gene	1	NA	NA
SERPINB6	GRCh38	chr6:2948159-2972165	FALSE	v4	gene	0.940024151	52	NA
SERPINB6	GRCh38	chr6:2948159-2972165	FALSE	v4	exon	0.968289603	15	NA
SERPINB6	GRCh38	chr6:2948159-2972165	FALSE	mrg	gene	0	0	0
SERPINB6	GRCh38	chr6:2948159-2972165	FALSE	mrg	exon	0	0	0
SERPINB6	GRCh38	chr6:2948159-2972165	FALSE	hifi	gene	1	NA	NA
TUBB2B	GRCh38	chr6:3224277-3231730	FALSE	v4	gene	0.981636827	10	NA
TUBB2B	GRCh38	chr6:3224277-3231730	FALSE	v4	exon	0.946819604	2	NA
TUBB2B	GRCh38	chr6:3224277-3231730	FALSE	mrg	gene	0	0	0
TUBB2B	GRCh38	chr6:3224277-3231730	FALSE	mrg	exon	0	0	0
TUBB2B	GRCh38	chr6:3224277-3231730	FALSE	hifi	gene	1	NA	NA
FARS2	GRCh38	chr6:5261044-5829192	FALSE	v4	gene	0.968196282	832	NA
FARS2	GRCh38	chr6:5261044-5829192	FALSE	v4	exon	1	6	NA
FARS2	GRCh38	chr6:5261044-5829192	FALSE	mrg	gene	0	0	0
FARS2	GRCh38	chr6:5261044-5829192	FALSE	mrg	exon	0	0	0
FARS2	GRCh38	chr6:5261044-5829192	FALSE	hifi	gene	1	NA	NA
F13A1	GRCh38	chr6:6144084-6321013	FALSE	v4	gene	0.990620219	338	NA
F13A1	GRCh38	chr6:6144084-6321013	FALSE	v4	exon	1	6	NA
F13A1	GRCh38	chr6:6144084-6321013	FALSE	mrg	gene	0	0	0
F13A1	GRCh38	chr6:6144084-6321013	FALSE	mrg	exon	0	0	0
F13A1	GRCh38	chr6:6144084-6321013	FALSE	hifi	gene	1	NA	NA
DSP	GRCh38	chr6:7541617-7586714	FALSE	v4	gene	0.982057487	82	NA
DSP	GRCh38	chr6:7541617-7586714	FALSE	v4	exon	1	3	NA
DSP	GRCh38	chr6:7541617-7586714	FALSE	mrg	gene	0	0	0
DSP	GRCh38	chr6:7541617-7586714	FALSE	mrg	exon	0	0	0
DSP	GRCh38	chr6:7541617-7586714	FALSE	hifi	gene	1	NA	NA
BLOC1S5	GRCh38	chr6:8013567-8064396	FALSE	v4	gene	0.97325577	7	NA
BLOC1S5	GRCh38	chr6:8013567-8064396	FALSE	v4	exon	1	0	NA
BLOC1S5	GRCh38	chr6:8013567-8064396	FALSE	mrg	gene	0	0	0
BLOC1S5	GRCh38	chr6:8013567-8064396	FALSE	mrg	exon	0	0	0
BLOC1S5	GRCh38	chr6:8013567-8064396	FALSE	hifi	gene	1	NA	NA
TFAP2A	GRCh38	chr6:10393186-10419659	FALSE	v4	gene	0.96247767	8	NA
TFAP2A	GRCh38	chr6:10393186-10419659	FALSE	v4	exon	0.951014349	1	NA
TFAP2A	GRCh38	chr6:10393186-10419659	FALSE	mrg	gene	0	0	0
TFAP2A	GRCh38	chr6:10393186-10419659	FALSE	mrg	exon	0	0	0
TFAP2A	GRCh38	chr6:10393186-10419659	FALSE	hifi	gene	1	NA	NA
GCNT2	GRCh38	chr6:10492223-10629368	FALSE	v4	gene	0.977529275	172	NA
GCNT2	GRCh38	chr6:10492223-10629368	FALSE	v4	exon	1	3	NA
GCNT2	GRCh38	chr6:10492223-10629368	FALSE	mrg	gene	0	0	0
GCNT2	GRCh38	chr6:10492223-10629368	FALSE	mrg	exon	0	0	0
GCNT2	GRCh38	chr6:10492223-10629368	FALSE	hifi	gene	1	NA	NA
MAK	GRCh38	chr6:10762723-10838555	FALSE	v4	gene	0.98684509	92	NA
MAK	GRCh38	chr6:10762723-10838555	FALSE	v4	exon	0.975146199	5	NA
MAK	GRCh38	chr6:10762723-10838555	FALSE	mrg	gene	0	0	0
MAK	GRCh38	chr6:10762723-10838555	FALSE	mrg	exon	0	0	0
MAK	GRCh38	chr6:10762723-10838555	FALSE	hifi	gene	1	NA	NA
GCM2	GRCh38	chr6:10873223-10882041	FALSE	v4	gene	0.974871568	16	NA
GCM2	GRCh38	chr6:10873223-10882041	FALSE	v4	exon	1	2	NA
GCM2	GRCh38	chr6:10873223-10882041	FALSE	mrg	gene	0	0	0
GCM2	GRCh38	chr6:10873223-10882041	FALSE	mrg	exon	0	0	0
GCM2	GRCh38	chr6:10873223-10882041	FALSE	hifi	gene	1	NA	NA
ADTRP	GRCh38	chr6:11712054-11807046	FALSE	v4	gene	0.965754427	155	NA
ADTRP	GRCh38	chr6:11712054-11807046	FALSE	v4	exon	0.951543943	3	NA
ADTRP	GRCh38	chr6:11712054-11807046	FALSE	mrg	gene	0	0	0
ADTRP	GRCh38	chr6:11712054-11807046	FALSE	mrg	exon	0	0	0
ADTRP	GRCh38	chr6:11712054-11807046	FALSE	hifi	gene	1	NA	NA
EDN1	GRCh38	chr6:12290361-12297194	FALSE	v4	gene	0.982816522	5	NA
EDN1	GRCh38	chr6:12290361-12297194	FALSE	v4	exon	1	2	NA
EDN1	GRCh38	chr6:12290361-12297194	FALSE	mrg	gene	0	0	0
EDN1	GRCh38	chr6:12290361-12297194	FALSE	mrg	exon	0	0	0
EDN1	GRCh38	chr6:12290361-12297194	FALSE	hifi	gene	1	NA	NA
DTNBP1	GRCh38	chr6:15522807-15663058	FALSE	v4	gene	0.975435736	62	NA
DTNBP1	GRCh38	chr6:15522807-15663058	FALSE	v4	exon	1	4	NA
DTNBP1	GRCh38	chr6:15522807-15663058	FALSE	mrg	gene	0	0	0
DTNBP1	GRCh38	chr6:15522807-15663058	FALSE	mrg	exon	0	0	0
DTNBP1	GRCh38	chr6:15522807-15663058	FALSE	hifi	gene	1	NA	NA
ATXN1	GRCh38	chr6:16299112-16761491	FALSE	v4	gene	0.97870849	623	NA
ATXN1	GRCh38	chr6:16299112-16761491	FALSE	v4	exon	1	8	NA
ATXN1	GRCh38	chr6:16299112-16761491	FALSE	mrg	gene	0	0	0
ATXN1	GRCh38	chr6:16299112-16761491	FALSE	mrg	exon	0	0	0
ATXN1	GRCh38	chr6:16299112-16761491	FALSE	hifi	gene	1	NA	NA
FAM8A1	GRCh38	chr6:17600302-17611715	FALSE	v4	gene	1	13	NA
FAM8A1	GRCh38	chr6:17600302-17611715	FALSE	v4	exon	0.995128151	3	NA
FAM8A1	GRCh38	chr6:17600302-17611715	FALSE	mrg	gene	0	0	0
FAM8A1	GRCh38	chr6:17600302-17611715	FALSE	mrg	exon	0	0	0
FAM8A1	GRCh38	chr6:17600302-17611715	FALSE	hifi	gene	1	NA	NA
NHLRC1	GRCh38	chr6:18120440-18122677	FALSE	v4	gene	0.995105731	1	NA
NHLRC1	GRCh38	chr6:18120440-18122677	FALSE	v4	exon	1	1	NA
NHLRC1	GRCh38	chr6:18120440-18122677	FALSE	mrg	gene	0	0	0
NHLRC1	GRCh38	chr6:18120440-18122677	FALSE	mrg	exon	0	0	0
NHLRC1	GRCh38	chr6:18120440-18122677	FALSE	hifi	gene	1	NA	NA
TPMT	GRCh38	chr6:18128311-18155077	FALSE	v4	gene	0.979576288	46	NA
TPMT	GRCh38	chr6:18128311-18155077	FALSE	v4	exon	0.991496063	3	NA
TPMT	GRCh38	chr6:18128311-18155077	FALSE	mrg	gene	0	0	0
TPMT	GRCh38	chr6:18128311-18155077	FALSE	mrg	exon	0	0	0
TPMT	GRCh38	chr6:18128311-18155077	FALSE	hifi	gene	1	NA	NA
DEK	GRCh38	chr6:18223860-18264548	FALSE	v4	gene	1	31	NA
DEK	GRCh38	chr6:18223860-18264548	FALSE	v4	exon	1	1	NA
DEK	GRCh38	chr6:18223860-18264548	FALSE	mrg	gene	0	0	0
DEK	GRCh38	chr6:18223860-18264548	FALSE	mrg	exon	0	0	0
DEK	GRCh38	chr6:18223860-18264548	FALSE	hifi	gene	1	NA	NA
ID4	GRCh38	chr6:19837370-19842197	FALSE	v4	gene	0.972977891	2	NA
ID4	GRCh38	chr6:19837370-19842197	FALSE	v4	exon	1	2	NA
ID4	GRCh38	chr6:19837370-19842197	FALSE	mrg	gene	0	0	0
ID4	GRCh38	chr6:19837370-19842197	FALSE	mrg	exon	0	0	0
ID4	GRCh38	chr6:19837370-19842197	FALSE	hifi	gene	1	NA	NA
CDKAL1	GRCh38	chr6:20534457-21232404	FALSE	v4	gene	0.968138876	940	NA
CDKAL1	GRCh38	chr6:20534457-21232404	FALSE	v4	exon	0.961054891	5	NA
CDKAL1	GRCh38	chr6:20534457-21232404	FALSE	mrg	gene	0	0	0
CDKAL1	GRCh38	chr6:20534457-21232404	FALSE	mrg	exon	0	0	0
CDKAL1	GRCh38	chr6:20534457-21232404	FALSE	hifi	gene	1	NA	NA
ALDH5A1	GRCh38	chr6:24494867-24537207	FALSE	v4	gene	0.967978293	50	NA
ALDH5A1	GRCh38	chr6:24494867-24537207	FALSE	v4	exon	1	1	NA
ALDH5A1	GRCh38	chr6:24494867-24537207	FALSE	mrg	gene	0	0	0
ALDH5A1	GRCh38	chr6:24494867-24537207	FALSE	mrg	exon	0	0	0
ALDH5A1	GRCh38	chr6:24494867-24537207	FALSE	hifi	gene	1	NA	NA
KIAA0319	GRCh38	chr6:24544104-24646191	FALSE	v4	gene	0.930866626	144	NA
KIAA0319	GRCh38	chr6:24544104-24646191	FALSE	v4	exon	0.982463466	9	NA
KIAA0319	GRCh38	chr6:24544104-24646191	FALSE	mrg	gene	0	0	0
KIAA0319	GRCh38	chr6:24544104-24646191	FALSE	mrg	exon	0	0	0
KIAA0319	GRCh38	chr6:24544104-24646191	FALSE	hifi	gene	1	NA	NA
RIPOR2	GRCh38	chr6:24804282-25042170	FALSE	v4	gene	0.990044697	488	NA
RIPOR2	GRCh38	chr6:24804282-25042170	FALSE	v4	exon	0.975381896	14	NA
RIPOR2	GRCh38	chr6:24804282-25042170	FALSE	mrg	gene	0	0	0
RIPOR2	GRCh38	chr6:24804282-25042170	FALSE	mrg	exon	0	0	0
RIPOR2	GRCh38	chr6:24804282-25042170	FALSE	hifi	gene	1	NA	NA
SLC17A3	GRCh38	chr6:25833066-25882286	FALSE	v4	gene	0.966280962	99	NA
SLC17A3	GRCh38	chr6:25833066-25882286	FALSE	v4	exon	1	4	NA
SLC17A3	GRCh38	chr6:25833066-25882286	FALSE	mrg	gene	0	0	0
SLC17A3	GRCh38	chr6:25833066-25882286	FALSE	mrg	exon	0	0	0
SLC17A3	GRCh38	chr6:25833066-25882286	FALSE	hifi	gene	1	NA	NA
HFE	GRCh38	chr6:26087281-26098343	FALSE	v4	gene	0.964929	17	NA
HFE	GRCh38	chr6:26087281-26098343	FALSE	v4	exon	1	9	NA
HFE	GRCh38	chr6:26087281-26098343	FALSE	mrg	gene	0	0	0
HFE	GRCh38	chr6:26087281-26098343	FALSE	mrg	exon	0	0	0
HFE	GRCh38	chr6:26087281-26098343	FALSE	hifi	gene	1	NA	NA
TRIM27	GRCh38	chr6:28903002-28923988	FALSE	v4	gene	0.979632063	24	NA
TRIM27	GRCh38	chr6:28903002-28923988	FALSE	v4	exon	1	3	NA
TRIM27	GRCh38	chr6:28903002-28923988	FALSE	mrg	gene	0	0	0
TRIM27	GRCh38	chr6:28903002-28923988	FALSE	mrg	exon	0	0	0
TRIM27	GRCh38	chr6:28903002-28923988	FALSE	hifi	gene	1	NA	NA
OR2J1	GRCh38	chr6:29099657-29102701	FALSE	v4	gene	0.88725284	8	NA
OR2J1	GRCh38	chr6:29099657-29102701	FALSE	v4	exon	0.978630615	7	NA
OR2J1	GRCh38	chr6:29099657-29102701	FALSE	mrg	gene	0	0	0
OR2J1	GRCh38	chr6:29099657-29102701	FALSE	mrg	exon	0	0	0
OR2J1	GRCh38	chr6:29099657-29102701	FALSE	hifi	gene	1	NA	NA
OR12D2	GRCh38	chr6:29395631-29398008	FALSE	v4	gene	0.987432675	16	NA
