gene	ref	chrom	start	end	data_set	avg_cov	bp_cov_by_100X	bp_cov_by_20X
NT5C2	GRCh37	10	104845940	104953056	10X	67.52	4580	146918
CALHM1	GRCh37	10	105213144	105218645	10X	52.87	132	45501
COL17A1	GRCh37	10	105791044	105845760	10X	95.34	3113	94691
GSTO1	GRCh37	10	105995114	106027217	10X	61.76	1463	72103
SORCS1	GRCh37	10	108333421	108924292	10X	67.71	20093	630835
MXI1	GRCh37	10	111967363	112047123	10X	66.24	4346	119760
SMNDC1	GRCh37	10	112050488	112064709	10X	63.36	881	54221
SMC3	GRCh37	10	112327449	112364394	10X	70.71	4804	76945
RBM20	GRCh37	10	112404155	112599227	10X	62.23	2945	235000
SHOC2	GRCh37	10	112679301	112773425	10X	64.99	1975	134093
ADRA2A	GRCh37	10	112836790	112840658	10X	60.3	796	43446
GPAM	GRCh37	10	113909624	113975135	10X	63.58	2902	105511
VTI1A	GRCh37	10	114206756	114578503	10X	59.88	5405	411464
TCF7L2	GRCh37	10	114710009	114927437	10X	62.98	4054	257181
HABP2	GRCh37	10	115310596	115349361	10X	52.86	129	78765
ADRB1	GRCh37	10	115803806	115806667	10X	58.88	756	42529
ATRNL1	GRCh37	10	116853124	117708503	10X	67.09	24550	894317
GFRA1	GRCh37	10	117816444	118032979	10X	53.83	1606	256199
PNLIP	GRCh37	10	118305443	118327367	10X	59.91	673	61924
VAX1	GRCh37	10	118888032	118897812	10X	58.1	1229	49585
KCNK18	GRCh37	10	118957000	118969810	10X	58.02	1016	52810
EMX2	GRCh37	10	119301955	119309056	10X	85.89	1575	46847
BAG3	GRCh37	10	121410882	121437331	10X	53.7	578	66367
WDR11	GRCh37	10	122610687	122669036	10X	57.46	707	98333
FGFR2	GRCh37	10	123237848	123357972	10X	58.41	1236	160005
ARMS2	GRCh37	10	124214169	124216868	10X	55.33	431	41948
HTRA1	GRCh37	10	124221041	124274424	10X	55.03	715	92618
HMX2	GRCh37	10	124907638	124910188	10X	50.32	259	42193
OAT	GRCh37	10	126085872	126107545	10X	53.95	491	61442
EDRF1	GRCh37	10	127408084	127452712	10X	60.94	1052	84628
UROS	GRCh37	10	127477146	127511817	10X	58.53	993	74671
ADAM12	GRCh37	10	127700950	128077024	10X	71.04	4941	415494
MGMT	GRCh37	10	131265448	131566271	10X	54.84	3900	340655
UTF1	GRCh37	10	135043778	135045062	10X	36.17	223	38183
SPRN	GRCh37	10	135234170	135382916	10X	57.9	4394	184131
CYP2E1	GRCh37	10	135333910	135374724	10X	65.45	3591	80699
SIRT3	GRCh37	11	215458	236931	10X	61.42	2511	61221
IFITM5	GRCh37	11	298200	299526	10X	44.42	304	40382
IFITM3	GRCh37	11	319669	327537	10X	47.88	107	45860
HRAS	GRCh37	11	532242	537287	10X	46.56	1559	43585
DRD4	GRCh37	11	637293	640706	10X	48.85	293	43260
DEAF1	GRCh37	11	644233	706715	10X	46.02	410	101586
TALDO1	GRCh37	11	747329	765024	10X	48.95	228	57195
SLC25A22	GRCh37	11	790475	798316	10X	41.32	0	47442
PNPLA2	GRCh37	11	818902	825573	10X	36.17	0	45256
CD151	GRCh37	11	832843	839831	10X	37.03	118	45182
MUC5B	GRCh37	11	1244296	1283406	10X	32.52	0	72711
CTSD	GRCh37	11	1773982	1785222	10X	69.04	2871	50531
TNNI2	GRCh37	11	1860219	1862910	10X	65.75	2224	40904
TNNT3	GRCh37	11	1940792	1959936	10X	68.61	3383	55300
H19	GRCh37	11	2016406	2022700	10X	35.31	0	44273
IGF2	GRCh37	11	2150342	2170833	10X	139.32	3505	49906
INS	GRCh37	11	2181009	2182571	10X	29.26	375	32977
TH	GRCh37	11	2185159	2193107	10X	83.69	1613	39270
CD81	GRCh37	11	2397407	2418649	10X	36.91	0	59989
TSSC4	GRCh37	11	2421718	2425106	10X	35.36	0	42607
KCNQ1	GRCh37	11	2465914	2870339	10X	55.04	8533	440352
KCNQ1OT1	GRCh37	11	2629558	2721224	10X	58.11	1563	131180
CDKN1C	GRCh37	11	2904443	2907111	10X	44.44	113	41322
SLC22A18	GRCh37	11	2920951	2946476	10X	43.44	533	63400
PHLDA2	GRCh37	11	2949503	2950685	10X	44.69	426	40298
CARS	GRCh37	11	3022152	3078843	10X	53.28	760	96582
OSBPL5	GRCh37	11	3108346	3187969	10X	87.2	2615	118863
NUP98	GRCh37	11	3692313	3819022	10X	104.74	5371	166396
RHOG	GRCh37	11	3848208	3862213	10X	53.79	503	53693
STIM1	GRCh37	11	3875757	4114439	10X	62.74	5415	278323
TRIM21	GRCh37	11	4406127	4414926	10X	57	5	48798
OR51G1	GRCh37	11	4944531	4945637	10X	67.7	1638	41097
OR51A2	GRCh37	11	4976002	4976943	10X	62.11	1272	40280
HBB	GRCh37	11	5246694	5250625	10X	68.08	967	43875
HBD	GRCh37	11	5253908	5256600	10X	67.71	999	42580
HBG1	GRCh37	11	5269313	5271122	10X	68.87	859	41753
HBG2	GRCh37	11	5274420	5667019	10X	67.53	13042	432157
HBE1	GRCh37	11	5289582	5526847	10X	68.73	9383	276913
OR52H1	GRCh37	11	5565719	5566779	10X	70.94	1626	41060
OR52N4	GRCh37	11	5775923	5776959	10X	66.46	459	41036
CCKBR	GRCh37	11	6280966	6293357	10X	61.13	1750	52391
SMPD1	GRCh37	11	6411655	6416228	10X	48.83	0	44301
ILK	GRCh37	11	6624961	6632102	10X	51.86	369	46850
TPP1	GRCh37	11	6634000	6640692	10X	49.82	434	46395
NLRP14	GRCh37	11	7041677	7092539	10X	65.14	1675	90785
RBMXL2	GRCh37	11	7110165	7112379	10X	66.1	1632	42137
TUB	GRCh37	11	8040791	8127659	10X	58.54	1210	126449
LMO1	GRCh37	11	8245851	8290263	10X	60.49	2125	84376
ST5	GRCh37	11	8714898	8932498	10X	61.74	4474	257568
SCUBE2	GRCh37	11	9041071	9159661	10X	59.39	806	158024
SBF2	GRCh37	11	9800214	10315754	10X	65.14	11716	555383
ADM	GRCh37	11	10326227	10328944	10X	59.86	155	42717
AMPD3	GRCh37	11	10329860	10529126	10X	59.53	2115	239029
CSNK2A3	GRCh37	11	11373489	11374904	10X	62.11	334	41370
DKK3	GRCh37	11	11984653	12031316	10X	62.94	1566	86582
TEAD1	GRCh37	11	12695969	12966298	10X	61.67	4299	309752
PTH	GRCh37	11	13513602	13517728	10X	59.97	74	44126
SOX6	GRCh37	11	15987995	16761138	10X	67.66	21429	812665
KCNJ11	GRCh37	11	17407406	17410878	10X	57.38	725	43472
ABCC8	GRCh37	11	17414432	17498449	10X	55.88	469	124017
USH1C	GRCh37	11	17515442	17565963	10X	51.12	299	90496
OTOG	GRCh37	11	17568920	17668697	10X	54.47	1123	139717
MYOD1	GRCh37	11	17741115	17743678	10X	58.7	251	42557
TPH1	GRCh37	11	18039111	18063973	10X	63.43	1214	64313
SAA1	GRCh37	11	18287721	18291524	10X	61.46	481	43795
HPS5	GRCh37	11	18300223	18343745	10X	62.11	1521	83500
LDHA	GRCh37	11	18415935	18429972	10X	60.05	552	53956
TSG101	GRCh37	11	18489883	18548779	10X	61.01	981	98394
CSRP3	GRCh37	11	19203578	19232120	10X	61.27	312	68540
NAV2	GRCh37	11	19372271	20143144	10X	58.27	5936	810380
PRMT3	GRCh37	11	20409076	20530840	10X	66.72	4535	161764
SLC6A5	GRCh37	11	20620946	20680831	10X	62.78	1972	99817
ANO5	GRCh37	11	22214722	22304903	10X	66.77	2562	130177
FANCF	GRCh37	11	22644079	22647387	10X	66.4	1148	42964
ANO3	GRCh37	11	26210829	26684835	10X	69.4	20372	513469
BDNF	GRCh37	11	27676440	27743605	10X	56.43	624	106755
KCNA4	GRCh37	11	30031288	30038570	10X	65.85	935	47275
FSHB	GRCh37	11	30252563	30256808	10X	61.53	209	44133
ARL14EP	GRCh37	11	30344598	30359774	10X	57.66	246	55132
ELP4	GRCh37	11	31531297	31805546	10X	70.69	13595	314115
PAX6	GRCh37	11	31806340	31839509	10X	53.3	80	72964
WT1	GRCh37	11	32409321	32457176	10X	58.03	445	87816
WT1-AS	GRCh37	11	32457064	32480315	10X	57.09	420	63212
CD59	GRCh37	11	33719807	33757991	10X	59.82	78	78182
LMO2	GRCh37	11	33880122	33913836	10X	57.69	358	73714
CAT	GRCh37	11	34460472	34493609	10X	69.92	3231	73137
PDHX	GRCh37	11	34937376	35042138	10X	67.06	2642	144762
CD44	GRCh37	11	35160417	35253949	10X	60.76	1384	133240
TRAF6	GRCh37	11	36508577	36531822	10X	62.25	1012	63063
RAG1	GRCh37	11	36532259	36614706	10X	66.36	2677	122176
RAG2	GRCh37	11	36597124	36619829	10X	68.36	1343	62705
ACCS	GRCh37	11	44087475	44105772	10X	53.56	229	58295
EXT2	GRCh37	11	44117099	44266979	10X	58.69	671	189826
ALX4	GRCh37	11	44281994	44331716	10X	50.43	304	89521
SLC35C1	GRCh37	11	45825623	45834566	10X	53.39	52	48943
MAPK8IP1	GRCh37	11	45907202	45928016	10X	44.18	0	60341
PEX16	GRCh37	11	45931220	45940363	10X	44.78	20	48670
GYLTL1B	GRCh37	11	45943172	45950647	10X	49.04	236	47006
CREB3L1	GRCh37	11	46299212	46342972	10X	49.12	430	83165
MDK	GRCh37	11	46402306	46405375	10X	37.93	0	42599
F2	GRCh37	11	46740730	46761056	10X	56.74	187	60322
LRP4	GRCh37	11	46878419	46940193	10X	56.88	464	101497
DDB2	GRCh37	11	47236493	47260767	10X	56.86	201	64274
ACP2	GRCh37	11	47260853	47270457	10X	55.35	157	49604
NR1H3	GRCh37	11	47269851	47290396	10X	54.32	162	60545
MYBPC3	GRCh37	11	47352957	47374253	10X	59.52	2868	61238
SPI1	GRCh37	11	47376411	47400127	10X	59.65	3863	63655
SLC39A13	GRCh37	11	47428683	47438047	10X	47.11	1	48488
RAPSN	GRCh37	11	47459308	47470730	10X	49.97	146	51275
NDUFS3	GRCh37	11	47586888	47606114	10X	49.51	91	58871
PTPRJ	GRCh37	11	48002113	48189670	10X	52.56	1010	226630
FOLH1	GRCh37	11	49168187	49230222	10X	67.89	1200	102035
OR4A8P	GRCh37	11	51435459	51436403	10X	71.42	1370	40944
OR8K3	GRCh37	11	56085783	56086721	10X	63.21	141	40938
SERPING1	GRCh37	11	57364860	57382326	10X	61.91	946	57466
CLP1	GRCh37	11	57416465	57429340	10X	56.58	714	52875
CTNND1	GRCh37	11	57520715	57587018	10X	65.26	1972	106303
OR1S1	GRCh37	11	57982217	57983195	10X	66.23	690	40968
CNTF	GRCh37	11	58390146	58393198	10X	68.33	1768	43052
GIF	GRCh37	11	59596741	59612974	10X	61.94	936	56233
TCN1	GRCh37	11	59620273	59634048	10X	68.32	1645	53775
MS4A2	GRCh37	11	59855734	59863444	10X	62.04	394	47693
MS4A1	GRCh37	11	60223225	60238233	10X	65.88	2178	54902
MS4A12	GRCh37	11	60260251	60274903	10X	61.34	737	54650
CD5	GRCh37	11	60869867	60895324	10X	150.15	5284	65425
TMEM138	GRCh37	11	61129473	61136981	10X	57.66	802	47498
TMEM216	GRCh37	11	61159159	61166335	10X	68.77	2536	47176
SDHAF2	GRCh37	11	61197514	61215001	10X	65.36	2505	57487
FEN1	GRCh37	11	61560109	61564716	10X	51.34	609	44605
BEST1	GRCh37	11	61717293	61732987	10X	52.7	225	55642
FTH1	GRCh37	11	61727190	61735132	10X	51.42	24	47890
SCGB1A1	GRCh37	11	62172575	62190667	10X	56.54	1487	58064
MTA2	GRCh37	11	62360686	62369312	10X	51.77	241	48425
ROM1	GRCh37	11	62379194	62382592	10X	53.08	421	43199
B3GAT3	GRCh37	11	62382768	62389647	10X	52.53	457	46643
BSCL2	GRCh37	11	62457747	62477317	10X	58.37	1119	59526
CHRM1	GRCh37	11	62676151	62689279	10X	48	84	53050
SLC22A6	GRCh37	11	62703857	62752455	10X	54.24	264	88526
SLC22A9	GRCh37	11	63137261	63177766	10X	65.45	1777	80505
FERMT3	GRCh37	11	63974150	63991354	10X	50.49	325	56476
ESRRA	GRCh37	11	64073044	64084215	10X	49.87	518	50853
SLC22A12	GRCh37	11	64358113	64369820	10X	189.13	2978	49413
NRXN2	GRCh37	11	64373646	64490660	10X	89.14	2108	153815
RASGRP2	GRCh37	11	64494383	64512928	10X	44.13	0	57652
PYGM	GRCh37	11	64513861	64527769	10X	47.42	176	53173
MEN1	GRCh37	11	64570982	64578766	10X	44.62	326	46924
MALAT1	GRCh37	11	65265233	65273940	10X	56.62	913	48624
LTBP3	GRCh37	11	65306276	65326401	10X	48.35	204	60070
SIPA1	GRCh37	11	65405568	65418401	10X	45.12	30	52139
RNASEH2C	GRCh37	11	65482367	65488418	10X	57.93	229	46018
MUS81	GRCh37	11	65624597	65635124	10X	44.13	93	49936
EFEMP2	GRCh37	11	65633912	65641063	10X	41.58	19	46566
BANF1	GRCh37	11	65769550	65771620	10X	53.25	389	42063
CST6	GRCh37	11	65779312	65780976	10X	52.16	217	41657
CATSPER1	GRCh37	11	65784223	65793988	10X	52.86	287	49758
GAL3ST3	GRCh37	11	65809423	65816651	10X	56.39	383	47228
PACS1	GRCh37	11	65837834	66012218	10X	59.29	2582	214135
B3GNT1	GRCh37	11	66112843	66115163	10X	46.53	509	41820
SLC29A2	GRCh37	11	66129992	66139685	10X	48.92	0	49209
BBS1	GRCh37	11	66278077	66301098	10X	52.12	260	62999
CTSF	GRCh37	11	66330934	66336312	10X	47.88	296	45354
SPTBN2	GRCh37	11	66452719	66496697	10X	51.38	203	83057
PC	GRCh37	11	66615704	66725847	10X	49.36	462	147403
CLCF1	GRCh37	11	67131639	67141648	10X	44.02	24	49815
CABP4	GRCh37	11	67219877	67226699	10X	47.32	20	46620
AIP	GRCh37	11	67250512	67258574	10X	45.91	26	47910
CABP2	GRCh37	11	67286383	67290899	10X	51.63	187	44308
GSTP1	GRCh37	11	67351066	67354131	10X	54.82	224	43062
NDUFV1	GRCh37	11	67374323	67380006	10X	50.71	312	45546
TBX10	GRCh37	11	67398774	67407031	10X	46.26	227	48129
UNC93B1	GRCh37	11	67758575	67772452	10X	57.07	2086	53714
NDUFS8	GRCh37	11	67798084	67804111	10X	44.17	20	45707
MIR4691	GRCh37	11	67801364	67801448	10X	43.21	20	39764
TCIRG1	GRCh37	11	67806483	67818362	10X	48.79	2	51559
SUV420H1	GRCh37	11	67922330	67981295	10X	64.94	3501	98157
LRP5	GRCh37	11	68080077	68216743	10X	51.32	1676	175298
CPT1A	GRCh37	11	68522088	68611878	10X	52.69	861	129008
IGHMBP2	GRCh37	11	68671310	68708070	10X	47.87	119	76572
TPCN2	GRCh37	11	68816365	68858072	10X	59.58	1753	81325
CCND1	GRCh37	11	69455855	69469242	10X	51.56	496	53226
FGF4	GRCh37	11	69587797	69590171	10X	46	0	42305
FADD	GRCh37	11	70049269	70053496	10X	170.55	1862	43291
SHANK2	GRCh37	11	70313961	70963623	10X	53.36	11972	687396
DHCR7	GRCh37	11	71139239	71163914	10X	57.82	1511	64664
NUMA1	GRCh37	11	71713910	71791739	10X	61.25	1889	117408
LRTOMT	GRCh37	11	71791382	71821828	10X	63.75	1553	70446
FOLR1	GRCh37	11	71900602	71907345	10X	63.55	1714	46735
INPPL1	GRCh37	11	71934745	71950149	10X	53.55	294	55352
PHOX2A	GRCh37	11	71950121	71956708	10X	52.71	209	46540
MRPL48	GRCh37	11	73498361	73576178	10X	66.32	3083	117817
UCP2	GRCh37	11	73685712	73694352	10X	56.84	554	48640
UCP3	GRCh37	11	73711326	73720480	10X	53.11	399	49154
KCNE3	GRCh37	11	74165886	74178774	10X	58.24	751	52841
SLCO2B1	GRCh37	11	74811608	74917594	10X	58.53	2303	145940
SERPINH1	GRCh37	11	75273101	75283828	10X	55.62	404	50726
MAP6	GRCh37	11	75297963	75380165	10X	62.47	2257	122082
MYO7A	GRCh37	11	76839310	76926284	10X	85.21	1501	126584
ALG8	GRCh37	11	77811982	77850706	10X	69.48	2946	78724
NARS2	GRCh37	11	78147007	78285919	10X	63.78	3092	178036
PRCP	GRCh37	11	82534544	82681626	10X	65.77	3481	187082
TMEM126A	GRCh37	11	85359011	85367591	10X	70.42	1998	48580
PICALM	GRCh37	11	85668727	85780924	10X	68.3	3609	152181
EED	GRCh37	11	85955586	85989855	10X	63.08	1372	74168
FZD4	GRCh37	11	86656721	86666433	10X	61.94	497	49664
TMEM135	GRCh37	11	86748886	87034800	10X	66.34	6702	324452
CTSC	GRCh37	11	88026760	88070955	10X	71.93	4312	84195
GRM5	GRCh37	11	88237744	88799113	10X	67.59	18199	601245
TYR	GRCh37	11	88910620	89028927	10X	70.81	5779	158307
FAT3	GRCh37	11	92085262	92629618	10X	63.97	8752	583975
MTNR1B	GRCh37	11	92702886	92718232	10X	65.75	1235	55346
MED17	GRCh37	11	93517393	93547861	10X	66.49	1502	70437
HEPHL1	GRCh37	11	93754527	93846917	10X	66.75	5039	132289
MRE11A	GRCh37	11	94152895	94227074	10X	68.86	3498	114179
CWC15	GRCh37	11	94695787	94706776	10X	64.96	966	50989
CEP57	GRCh37	11	95523129	95565857	10X	70.61	2129	82728
MTMR2	GRCh37	11	95566046	95658479	10X	68.95	2533	132433
MAML2	GRCh37	11	95709762	96076344	10X	66.49	9416	406576
PGR	GRCh37	11	100900355	101001255	10X	60.21	778	140898
TRPC6	GRCh37	11	101322295	101743293	10X	66.95	15319	460949
ANGPTL5	GRCh37	11	101761405	101787253	10X	64.87	403	65848
BIRC3	GRCh37	11	102188215	102210134	10X	66.02	1529	61914
MMP20	GRCh37	11	102447566	102496063	10X	64.46	646	88407
MMP8	GRCh37	11	102582526	102597781	10X	165.34	1223	55255
MMP1	GRCh37	11	102660651	102668891	10X	68.26	982	48199
MMP13	GRCh37	11	102813724	102826463	10X	66.47	1038	52739
DYNC2H1	GRCh37	11	102980160	103350591	10X	64.59	6074	410277
CASP12	GRCh37	11	104756445	104769397	10X	73.32	3334	52952
CASP1	GRCh37	11	104896170	104972158	10X	65.69	2875	115617
CUL5	GRCh37	11	107879459	107978503	10X	64.36	3256	139044
ACAT1	GRCh37	11	107992243	108018503	10X	61.62	670	66256
NPAT	GRCh37	11	108027942	108093369	10X	66.72	3017	105427
ATM	GRCh37	11	108093211	108239829	10X	66.73	4811	186618
EXPH5	GRCh37	11	108376158	108464465	10X	58.67	1523	128106
DDX10	GRCh37	11	108535752	108811657	10X	65.59	4561	315905
RDX	GRCh37	11	110045605	110167447	10X	62.71	1158	161654
POU2AF1	GRCh37	11	111222977	111326355	10X	60.7	1881	143352
MIR34B	GRCh37	11	111383663	111383746	10X	62.86	326	40061
PPP2R1B	GRCh37	11	111597632	111637151	10X	58.78	1238	79422
ALG9	GRCh37	11	111652919	111742305	10X	58.98	1172	129377
CRYAB	GRCh37	11	111779289	111794446	10X	50.7	280	55141
DLAT	GRCh37	11	111895538	111935114	10X	58.17	145	79563
SDHD	GRCh37	11	111957497	111990353	10X	55.5	287	72768
BCO2	GRCh37	11	112046190	112095422	10X	61	1122	89206
PTS	GRCh37	11	112097088	112140678	10X	101.68	1438	83546
ANKK1	GRCh37	11	113258513	113271140	10X	52	87	52576
DRD2	GRCh37	11	113280318	113346413	10X	51.29	246	105472
TMPRSS5	GRCh37	11	113558272	113577095	10X	67.81	1007	58823
HTR3B	GRCh37	11	113775399	113817287	10X	60.83	1477	81868
HTR3A	GRCh37	11	113845603	113861035	10X	56.95	272	55432
ZBTB16	GRCh37	11	113930315	114121398	10X	58.2	2521	231007
CADM1	GRCh37	11	115039938	115375675	10X	63.55	6425	375696
APOA5	GRCh37	11	116660083	116663136	10X	59.06	841	43020
APOA4	GRCh37	11	116691419	116694022	10X	52.22	81	42434
APOC3	GRCh37	11	116700422	116703788	10X	52.76	88	43197
APOA1	GRCh37	11	116706467	116708666	10X	53.01	88	42199
PAFAH1B2	GRCh37	11	117014983	117047610	10X	58.27	1229	72421
CEP164	GRCh37	11	117185273	117283984	10X	54.88	556	138444
FXYD2	GRCh37	11	117671559	117699413	10X	54.15	843	67805
FXYD6	GRCh37	11	117707693	117748201	10X	58.07	2074	80465
IL10RA	GRCh37	11	117857063	117872196	10X	57.63	933	55133
SCN4B	GRCh37	11	118004092	118023603	10X	51.29	632	59313
SCN2B	GRCh37	11	118032666	118047388	10X	46.8	539	54496
CD3E	GRCh37	11	118175260	118186890	10X	60.41	449	51203
CD3D	GRCh37	11	118209669	118213459	10X	60.09	1054	43363
CD3G	GRCh37	11	118215059	118225876	10X	63.27	1360	50390
KMT2A	GRCh37	11	118307205	118397539	10X	63.43	2714	130318
TREH	GRCh37	11	118528026	118550399	10X	48.55	0	62266
DDX6	GRCh37	11	118620034	118661858	10X	55.53	695	81707
BCL9L	GRCh37	11	118764584	118796317	10X	47.95	656	71602
SLC37A4	GRCh37	11	118894824	118901616	10X	62.25	1228	46792
HMBS	GRCh37	11	118955576	118964259	10X	52.57	80	48649
DPAGT1	GRCh37	11	118967213	118979041	10X	52.89	81	51791
NLRX1	GRCh37	11	119037277	119054725	10X	51.42	368	57287
CBL	GRCh37	11	119076752	119178859	10X	62.44	3222	141796
C1QTNF5	GRCh37	11	119209652	119217383	10X	43.99	0	46589
MFRP	GRCh37	11	119209652	119217383	10X	43.99	0	46589
PVRL1	GRCh37	11	119494120	119599794	10X	66.8	1469	145441
ARHGEF12	GRCh37	11	120207787	120360645	10X	70.96	6148	192708
GRIK4	GRCh37	11	120382468	120859613	10X	58.27	8582	516636
TECTA	GRCh37	11	120971882	121062202	10X	69.87	3450	130320
SC5D	GRCh37	11	121163162	121179403	10X	61.86	229	56241
SORL1	GRCh37	11	121322912	121504402	10X	67.01	7204	221490
CLMP	GRCh37	11	122943035	123065989	10X	57.92	913	162889
SCN3B	GRCh37	11	123499895	123525952	10X	52.13	258	66057
SIAE	GRCh37	11	124503009	124565603	10X	61.03	983	102570
ROBO3	GRCh37	11	124735282	124751366	10X	58.27	762	56084
HEPACAM	GRCh37	11	124789089	124806308	10X	60.02	722	56776
STT3A	GRCh37	11	125461607	125495110	10X	58.86	1012	73484
HYLS1	GRCh37	11	125753509	125770543	10X	60.56	724	56803
DDX25	GRCh37	11	125773271	125793158	10X	57.05	425	59871
CDON	GRCh37	11	125825691	125933230	10X	91.17	2370	147429
FOXRED1	GRCh37	11	126138950	126148026	10X	48.01	240	48860
TIRAP	GRCh37	11	126152960	126168740	10X	49.26	270	55553
ST3GAL4	GRCh37	11	126225535	126310239	10X	65.67	4224	124501
KIRREL3	GRCh37	11	126293254	126873355	10X	62.15	10181	619913
FLI1	GRCh37	11	128556430	128683162	10X	70.11	11884	166732
KCNJ1	GRCh37	11	128706210	128737268	10X	65.76	2006	71015
KCNJ5	GRCh37	11	128761251	128790930	10X	66.19	3608	69608
BARX2	GRCh37	11	129245835	129322171	10X	57.02	230	116310
ST14	GRCh37	11	130029457	130080271	10X	50.95	718	90741
OPCML	GRCh37	11	132284871	133402414	10X	61.95	12511	1157147
JAM3	GRCh37	11	133938820	134021896	10X	52.21	2060	122908
ACAD8	GRCh37	11	134123389	134135749	10X	44.08	0	51418
B3GAT1	GRCh37	11	134248398	134281812	10X	46.81	130	72976
SLC6A12	GRCh37	12	299243	323736	10X	89.3	661	61612
SLC6A13	GRCh37	12	329789	372039	10X	55.91	445	82030
KDM5A	GRCh37	12	389295	498620	10X	64.44	4149	149312
B4GALNT3	GRCh37	12	569530	672675	10X	80.83	4715	142783
WNK1	GRCh37	12	861759	1020618	10X	73.35	16236	198351
RAD52	GRCh37	12	1021243	1099219	10X	57.99	1571	117380
ERC1	GRCh37	12	1099675	1605099	10X	62.01	10188	541143
CACNA2D4	GRCh37	12	1901123	2028002	10X	52.87	1255	166707
CACNA1C	GRCh37	12	2079952	2802108	10X	61.6	14350	760555
FKBP4	GRCh37	12	2904119	2914576	10X	47.46	70	49335
FOXM1	GRCh37	12	2966847	2986206	10X	50.89	244	59334
TULP3	GRCh37	12	2986389	3050306	10X	52.87	439	103329
CCND2	GRCh37	12	4382938	4414516	10X	66.16	1870	71578
FGF23	GRCh37	12	4477393	4488894	10X	64.92	1372	51446
NDUFA9	GRCh37	12	4758261	4798454	10X	69.71	2400	80193
GALNT8	GRCh37	12	4829507	4960277	10X	59.28	2684	170750
KCNA6	GRCh37	12	4918342	4960277	10X	56.45	1270	81931
KCNA1	GRCh37	12	5019071	5040527	10X	65.21	1072	61456
KCNA5	GRCh37	12	5153085	5155949	10X	57.57	106	42864
NTF3	GRCh37	12	5541278	5630702	10X	61.8	2291	129422
VWF	GRCh37	12	6058040	6233936	10X	60.34	5239	213965
TNFRSF1A	GRCh37	12	6437923	6451280	10X	53.47	477	53286
SCNN1A	GRCh37	12	6456009	6486896	10X	53.69	769	70815
CD27	GRCh37	12	6554033	6560884	10X	52.04	7	46518
NCAPD2	GRCh37	12	6602522	6641121	10X	53.18	480	78587
CHD4	GRCh37	12	6679249	6716642	10X	54.87	1036	77375
ZNF384	GRCh37	12	6775643	6798738	10X	53.61	578	62661
CD4	GRCh37	12	6896024	6929974	10X	56.91	2287	73950
GNB3	GRCh37	12	6949118	6956557	10X	53.63	493	47425
TPI1	GRCh37	12	6976283	6980112	10X	52.36	117	43785
ATN1	GRCh37	12	7033626	7051484	10X	55.37	414	57103
C12orf57	GRCh37	12	7052141	7055166	10X	51.67	70	42796
PTPN6	GRCh37	12	7055631	7070479	10X	51.07	70	54619
EMG1	GRCh37	12	7072408	7105520	10X	52.28	129	73075
C1S	GRCh37	12	7096351	7178336	10X	50.09	332	113420
C1R	GRCh37	12	7187513	7245203	10X	24.93	32	47577
PEX5	GRCh37	12	7341281	7371170	10X	65.24	1787	69642
APOBEC1	GRCh37	12	7801996	7818499	10X	57.75	864	56311
GDF3	GRCh37	12	7842378	7848372	10X	55.89	356	45802
C3AR1	GRCh37	12	8210898	8219067	10X	62.43	648	48169
AICDA	GRCh37	12	8754762	8765467	10X	66.8	1809	50536
PHC1	GRCh37	12	9066492	9094063	10X	62.82	1531	67571
A2M	GRCh37	12	9220260	9268825	10X	69.76	3067	88557
CLEC7A	GRCh37	12	10269376	10282857	10X	63.75	224	53466
OLR1	GRCh37	12	10310902	10324737	10X	63.82	1236	53835
TAS2R46	GRCh37	12	11213964	11214893	10X	41.15	122	25856
PRB1	GRCh37	12	11504757	11548500	10X	66.44	945	83743
ETV6	GRCh37	12	11802788	12048336	10X	67.01	8015	285519
LRP6	GRCh37	12	12268959	12419946	10X	63.32	1718	190876
CDKN1B	GRCh37	12	12867992	12875305	10X	71.15	1757	47313
GRIN2B	GRCh37	12	13693165	14133053	10X	67.95	16207	479588
GUCY2C	GRCh37	12	14765576	14849519	10X	62.84	1851	123943
ART4	GRCh37	12	14978503	14996429	10X	61.21	197	57926
MGP	GRCh37	12	15034115	15038860	10X	71.85	2432	44745
PDE6H	GRCh37	12	15125956	15134799	10X	73.98	1992	48843
PTPRO	GRCh37	12	15475331	15750333	10X	61.64	3780	315002
PLCZ1	GRCh37	12	18836103	18890991	10X	70.45	3119	94861
SLCO1C1	GRCh37	12	20848289	20906320	10X	64.03	1706	97708
SLCO1B3	GRCh37	12	20963636	21243040	10X	67.87	8661	319404
SLCO1B1	GRCh37	12	21284136	21392180	10X	71.83	7373	148044
SLCO1A2	GRCh37	12	21417534	21572528	10X	66.89	5084	194819
IAPP	GRCh37	12	21507893	21532912	10X	73.6	3240	65019
GYS2	GRCh37	12	21689123	21757781	10X	67.82	2329	108294
LDHB	GRCh37	12	21788276	21910791	10X	67.29	2468	162084
KCNJ8	GRCh37	12	21917889	21928515	10X	68.52	622	50626
ABCC9	GRCh37	12	21950335	22094336	10X	72.15	8091	184001
ST8SIA1	GRCh37	12	22216707	22589975	10X	64.7	9618	411809
ETNK1	GRCh37	12	22778009	22843599	10X	64.46	1215	105573
SOX5	GRCh37	12	23682440	24103966	10X	68.9	15522	460729
